date,time,team1Name,team1Points,team2Name,team2Points,venue,referee,totalPoints,result,extraTime,hour,day,month,year,season,team1Bps,team2Bps,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals
14/Aug/2020,19:45,Harlequins,16,Sale,10,Twickenham Stoop,Luke Pearce,26,W,N,19,Fri,Aug,2020,2019-20,0,1,1,1,3,0,1,1,1,0
14/Aug/2020,19:45,Sale,10,Harlequins,16,Twickenham Stoop,Luke Pearce,26,L,N,19,Fri,Aug,2020,2019-20,1,0,1,1,1,0,1,1,3,0
15/Aug/2020,12:30,Worcester,15,Gloucester,44,Sixways,Cristophe Ridley,59,L,N,12,Sat,Aug,2020,2019-20,0,1,2,1,1,0,6,4,2,0
15/Aug/2020,12:30,Gloucester,44,Worcester,15,Sixways,Cristophe Ridley,59,W,N,12,Sat,Aug,2020,2019-20,1,0,6,4,2,0,2,1,1,0
15/Aug/2020,14:00,Exeter,26,Leicester,13,Sandy Park,Tom Foley,39,W,N,14,Sat,Aug,2020,2019-20,1,0,4,2,0,0,1,0,1,1
15/Aug/2020,14:00,Leicester,13,Exeter,26,Sandy Park,Tom Foley,39,L,N,14,Sat,Aug,2020,2019-20,0,1,1,0,1,1,4,2,0,0
15/Aug/2020,15:00,Bath,34,London Irish,17,Recreation Ground,Craig Maxwell-Keys,51,W,N,15,Sat,Aug,2020,2019-20,1,0,5,3,1,0,2,2,1,0
15/Aug/2020,15:00,London Irish,17,Bath,34,Recreation Ground,Craig Maxwell-Keys,51,L,N,15,Sat,Aug,2020,2019-20,0,1,2,2,1,0,5,3,1,0
15/Aug/2020,16:30,Bristol,16,Saracens,12,Ashton Gate,Matthew Carley,28,W,N,16,Sat,Aug,2020,2019-20,0,1,1,0,3,0,0,0,4,0
15/Aug/2020,16:30,Saracens,12,Bristol,16,Ashton Gate,Matthew Carley,28,L,N,16,Sat,Aug,2020,2019-20,1,0,0,0,4,0,1,0,3,0
16/Aug/2020,15:00,Northampton,21,Wasps,34,Franklin's Gardens,Karl Dickson,55,L,N,15,Sun,Aug,2020,2019-20,0,1,2,1,3,0,4,4,2,0
16/Aug/2020,15:00,Wasps,34,Northampton,21,Franklin's Gardens,Karl Dickson,55,W,N,15,Sun,Aug,2020,2019-20,1,0,4,4,2,0,2,1,3,0
21/Aug/2020,18:00,Sale,22,Exeter,32,AJ Bell Stadium,Matthew Carley,54,L,N,18,Fri,Aug,2020,2019-20,0,1,3,2,1,0,4,3,2,0
21/Aug/2020,18:00,Exeter,32,Sale,22,AJ Bell Stadium,Matthew Carley,54,W,N,18,Fri,Aug,2020,2019-20,1,0,4,3,2,0,3,2,1,0
21/Aug/2020,19:45,Gloucester,24,Bristol,33,Kingsholm,Luke Pearce,57,L,N,19,Fri,Aug,2020,2019-20,0,1,3,3,1,0,5,4,0,0
21/Aug/2020,19:45,Bristol,33,Gloucester,24,Kingsholm,Luke Pearce,57,W,N,19,Fri,Aug,2020,2019-20,1,0,5,4,0,0,3,3,1,0
21/Aug/2020,19:45,Wasps,32,Worcester,17,Ricoh Arena,Craig Maxwell-Keys,49,W,N,19,Fri,Aug,2020,2019-20,1,0,4,3,2,0,2,2,1,0
21/Aug/2020,19:45,Worcester,17,Wasps,32,Ricoh Arena,Craig Maxwell-Keys,49,L,N,19,Fri,Aug,2020,2019-20,0,1,2,2,1,0,4,3,2,0
22/Aug/2020,12:30,Saracens,38,Harlequins,24,Allianz Park,Christophe Ridley,62,W,N,12,Sat,Aug,2020,2019-20,1,0,4,3,4,0,3,3,0,1
22/Aug/2020,12:30,Harlequins,24,Saracens,38,Allianz Park,Christophe Ridley,62,L,N,12,Sat,Aug,2020,2019-20,0,1,3,3,0,1,4,3,4,0
22/Aug/2020,14:00,London Irish,3,Northampton,27,Twickenham Stoop,Ian Tempest,30,L,N,14,Sat,Aug,2020,2019-20,0,1,0,0,1,0,4,2,1,0
22/Aug/2020,14:00,Northampton,27,London Irish,3,Twickenham Stoop,Ian Tempest,30,W,N,14,Sat,Aug,2020,2019-20,1,0,4,2,1,0,0,0,1,0
22/Aug/2020,16:30,Leicester,16,Bath,38,Welford Road,Karl Dickson,54,L,N,16,Sat,Aug,2020,2019-20,0,1,2,0,2,0,6,4,0,0
22/Aug/2020,16:30,Bath,38,Leicester,16,Welford Road,Karl Dickson,54,W,N,16,Sat,Aug,2020,2019-20,1,0,6,4,0,0,2,0,2,0
25/Aug/2020,17:30,Wasps,11,Sale,20,Ricoh Arena,Matthew Carley,31,L,N,17,Tue,Aug,2020,2019-20,0,0,1,0,2,0,1,0,5,0
25/Aug/2020,17:30,Sale,20,Wasps,11,Ricoh Arena,Matthew Carley,31,W,N,17,Tue,Aug,2020,2019-20,0,0,1,0,5,0,1,0,2,0
25/Aug/2020,19:45,Bristol,22,Exeter,25,Ashton Gate,Wayne Barnes,47,L,N,19,Tue,Aug,2020,2019-20,1,0,3,2,1,0,3,2,2,0
25/Aug/2020,19:45,Exeter,25,Bristol,22,Ashton Gate,Wayne Barnes,47,W,N,19,Tue,Aug,2020,2019-20,0,1,3,2,2,0,3,2,1,0
26/Aug/2020,18:00,Leicester,13,London Irish,7,Welford Road,Ian Tempest,20,W,N,18,Wed,Aug,2020,2019-20,0,1,1,1,2,0,1,1,0,0
26/Aug/2020,18:00,London Irish,7,Leicester,13,Welford Road,Ian Tempest,20,L,N,18,Wed,Aug,2020,2019-20,1,0,1,1,0,0,1,1,2,0
26/Aug/2020,18:00,Saracens,36,Gloucester,20,Allianz Park,Jack Makepeace,56,W,N,18,Wed,Aug,2020,2019-20,1,0,5,1,3,0,3,1,1,0
26/Aug/2020,18:00,Gloucester,20,Saracens,36,Allianz Park,Jack Makepeace,56,L,N,18,Wed,Aug,2020,2019-20,0,1,3,1,1,0,5,1,3,0
26/Aug/2020,18:00,Worcester,29,Harlequins,14,Sixways,Luke Pearce,43,W,N,18,Wed,Aug,2020,2019-20,1,0,4,3,1,0,2,2,0,0
26/Aug/2020,18:00,Harlequins,14,Worcester,29,Sixways,Luke Pearce,43,L,N,18,Wed,Aug,2020,2019-20,0,1,2,2,0,0,4,3,1,0
26/Aug/2020,19:45,Northampton,3,Bath,18,Franklin's Gardens,Christophe Ridley,21,L,N,19,Wed,Aug,2020,2019-20,0,0,0,0,1,0,2,1,2,0
26/Aug/2020,19:45,Bath,18,Northampton,3,Franklin's Gardens,Christophe Ridley,21,W,N,19,Wed,Aug,2020,2019-20,0,0,2,1,2,0,0,0,1,0
29/Aug/2020,15:00,Sale,40,Bristol,7,AJ Bell Stadium,Karl Dickson,47,W,N,15,Sat,Aug,2020,2019-20,1,0,6,5,0,0,1,1,0,0
29/Aug/2020,15:00,Bristol,7,Sale,40,AJ Bell Stadium,Karl Dickson,47,L,N,15,Sat,Aug,2020,2019-20,0,1,1,1,0,0,6,5,0,0
30/Aug/2020,14:00,Harlequins,30,Northampton,17,Twickenham Stoop,Craig Maxwell-Keys,47,W,N,14,Sun,Aug,2020,2019-20,1,0,4,2,2,0,2,2,1,0
30/Aug/2020,14:00,Northampton,17,Harlequins,30,Twickenham Stoop,Craig Maxwell-Keys,47,L,N,14,Sun,Aug,2020,2019-20,0,1,2,2,1,0,4,2,2,0
30/Aug/2020,15:00,Exeter,59,Worcester,7,Sandy Park,Adam Leal,66,W,N,15,Sun,Aug,2020,2019-20,1,0,9,7,0,0,1,1,0,0
30/Aug/2020,15:00,Worcester,7,Exeter,59,Sandy Park,Adam Leal,66,L,N,15,Sun,Aug,2020,2019-20,0,1,1,1,0,0,9,7,0,0
30/Aug/2020,16:30,Gloucester,46,Leicester,30,Kingsholm,Matthew Carley,76,W,N,16,Sun,Aug,2020,2019-20,1,0,7,4,1,0,3,3,3,0
30/Aug/2020,16:30,Leicester,30,Gloucester,46,Kingsholm,Matthew Carley,76,L,N,16,Sun,Aug,2020,2019-20,0,1,3,3,3,0,7,4,1,0
31/Aug/2020,13:00,London Irish,12,Saracens,40,Twickenham Stoop,Tom Foley,52,L,N,13,Mon,Aug,2020,2019-20,0,1,2,1,0,0,6,5,0,0
31/Aug/2020,13:00,Saracens,40,London Irish,12,Twickenham Stoop,Tom Foley,52,W,N,13,Mon,Aug,2020,2019-20,1,0,6,5,0,0,2,1,0,0
31/Aug/2020,15:00,Bath,23,Wasps,27,Recreation Ground,Wayne Barnes,50,L,N,15,Mon,Aug,2020,2019-20,1,0,2,2,3,0,3,2,2,0
31/Aug/2020,15:00,Wasps,27,Bath,23,Recreation Ground,Wayne Barnes,50,W,N,15,Mon,Aug,2020,2019-20,0,1,3,2,2,0,2,2,3,0
04/Sep/2020,18:00,Worcester,13,Bristol,36,Sixways,Wayne Barnes,49,L,N,18,Fri,Sep,2020,2019-20,0,1,1,1,2,0,5,4,1,0
04/Sep/2020,18:00,Bristol,36,Worcester,13,Sixways,Wayne Barnes,49,W,N,18,Fri,Sep,2020,2019-20,1,0,5,4,1,0,1,1,2,0
04/Sep/2020,19:45,Northampton,19,Exeter,22,Franklin's Gardens,Luke Pearce,41,L,N,19,Fri,Sep,2020,2019-20,1,0,3,2,0,0,3,2,1,0
04/Sep/2020,19:45,Exeter,22,Northampton,19,Franklin's Gardens,Luke Pearce,41,W,N,19,Fri,Sep,2020,2019-20,0,1,3,2,1,0,3,2,0,0
05/Sep/2020,12:30,Saracens,18,Wasps,28,Allianz Park,Christophe Ridley,46,L,N,12,Sat,Sep,2020,2019-20,0,0,2,1,2,0,1,1,7,0
05/Sep/2020,12:30,Wasps,28,Saracens,18,Allianz Park,Christophe Ridley,46,W,N,12,Sat,Sep,2020,2019-20,0,0,1,1,7,0,2,1,2,0
05/Sep/2020,14:00,Harlequins,27,Bath,41,Twickenham Stoop,Tom Foley,68,L,N,14,Sat,Sep,2020,2019-20,0,1,3,3,2,0,4,3,5,0
05/Sep/2020,14:00,Bath,41,Harlequins,27,Twickenham Stoop,Tom Foley,68,W,N,14,Sat,Sep,2020,2019-20,1,0,4,3,5,0,3,3,2,0
05/Sep/2020,15:00,Leicester,31,Sale,40,Welford Road,Ian Tempest,71,L,N,15,Sat,Sep,2020,2019-20,0,1,3,2,4,0,4,4,3,1
05/Sep/2020,15:00,Sale,40,Leicester,31,Welford Road,Ian Tempest,71,W,N,15,Sat,Sep,2020,2019-20,1,0,4,4,3,1,3,2,4,0
05/Sep/2020,16:30,Gloucester,36,London Irish,23,Kingsholm,Hamish Smales,59,W,N,16,Sat,Sep,2020,2019-20,1,0,5,4,1,0,2,2,3,0
05/Sep/2020,16:30,London Irish,23,Gloucester,36,Kingsholm,Hamish Smales,59,L,N,16,Sat,Sep,2020,2019-20,0,1,2,2,3,0,5,4,1,0
08/Sep/2020,19:45,Bristol,47,Northampton,10,Ashton Gate,Tom Foley,57,W,N,19,Tue,Sep,2020,2019-20,1,0,7,6,0,0,1,1,1,0
08/Sep/2020,19:45,Northampton,10,Bristol,47,Ashton Gate,Tom Foley,57,L,N,19,Tue,Sep,2020,2019-20,0,1,1,1,1,0,7,6,0,0
09/Sep/2020,17:30,Wasps,54,Leicester,7,Ricoh Arena,Karl Dickson,61,W,N,17,Wed,Sep,2020,2019-20,1,0,8,7,0,0,1,1,0,0
09/Sep/2020,17:30,Leicester,7,Wasps,54,Ricoh Arena,Karl Dickson,61,L,N,17,Wed,Sep,2020,2019-20,0,1,1,1,0,0,8,7,0,0
09/Sep/2020,17:30,Exeter,35,Gloucester,22,Sandy Park,Christophe Ridley,57,W,N,17,Wed,Sep,2020,2019-20,1,0,5,5,0,0,3,2,1,0
09/Sep/2020,17:30,Gloucester,22,Exeter,35,Sandy Park,Christophe Ridley,57,L,N,17,Wed,Sep,2020,2019-20,0,1,3,2,1,0,5,5,0,0
09/Sep/2020,18:00,Sale,24,Saracens,17,AJ Bell Stadium,Craig Maxwell-Keys,41,W,N,18,Wed,Sep,2020,2019-20,0,1,3,3,1,0,2,2,1,0
09/Sep/2020,18:00,Saracens,17,Sale,24,AJ Bell Stadium,Craig Maxwell-Keys,41,L,N,18,Wed,Sep,2020,2019-20,1,0,2,2,1,0,3,3,1,0
09/Sep/2020,19:45,Bath,40,Worcester,15,Recreation Ground,Andrew Jackson,55,W,N,19,Wed,Sep,2020,2019-20,1,0,6,5,0,0,2,1,1,0
09/Sep/2020,19:45,Worcester,15,Bath,40,Recreation Ground,Andrew Jackson,55,L,N,19,Wed,Sep,2020,2019-20,0,1,2,1,1,0,6,5,0,0
09/Sep/2020,19:45,London Irish,15,Harlequins,38,Twickenham Stoop,Matthew Carley,53,L,N,19,Wed,Sep,2020,2019-20,0,1,2,1,1,0,6,3,0,0
09/Sep/2020,19:45,Harlequins,38,London Irish,15,Twickenham Stoop,Matthew Carley,53,W,N,19,Wed,Sep,2020,2019-20,1,0,6,3,0,0,2,1,1,0
13/Sep/2020,12:30,Wasps,59,Bristol,35,Ricoh Arena,Ian Tempest,94,W,N,12,Sun,Sep,2020,2019-20,1,1,9,6,0,0,5,4,0,0
13/Sep/2020,12:30,Bristol,35,Wasps,59,Ricoh Arena,Ian Tempest,94,L,N,12,Sun,Sep,2020,2019-20,1,1,5,4,0,0,9,6,0,0
13/Sep/2020,14:00,Leicester,28,Northampton,24,Welford Road,Wayne Barnes,52,W,N,14,Sun,Sep,2020,2019-20,0,1,1,1,6,1,3,2,1,0
13/Sep/2020,14:00,Northampton,24,Leicester,28,Welford Road,Wayne Barnes,52,L,N,14,Sun,Sep,2020,2019-20,1,0,3,2,1,0,1,1,6,1
13/Sep/2020,15:00,London Irish,25,Worcester,40,Twickenham Stoop,Craig Maxwell-Keys,65,L,N,15,Sun,Sep,2020,2019-20,1,1,4,1,1,0,6,5,0,0
13/Sep/2020,15:00,Worcester,40,London Irish,25,Twickenham Stoop,Craig Maxwell-Keys,65,W,N,15,Sun,Sep,2020,2019-20,1,1,6,5,0,0,4,1,1,0
13/Sep/2020,15:00,Sale,22,Bath,37,AJ Bell Stadium,Matthew Carley,59,L,N,15,Sun,Sep,2020,2019-20,0,1,3,2,1,0,4,4,3,0
13/Sep/2020,15:00,Bath,37,Sale,22,AJ Bell Stadium,Matthew Carley,59,W,N,15,Sun,Sep,2020,2019-20,1,0,4,4,3,0,3,2,1,0
13/Sep/2020,16:30,Saracens,40,Exeter,17,Allianz Park,Adam Leal,57,W,N,16,Sun,Sep,2020,2019-20,1,0,5,3,3,0,3,1,0,0
13/Sep/2020,16:30,Exeter,17,Saracens,40,Allianz Park,Adam Leal,57,L,N,16,Sun,Sep,2020,2019-20,0,1,3,1,0,0,5,3,3,0
14/Sep/2020,19:45,Gloucester,15,Harlequins,28,Kingsholm,Karl Dickson,43,L,N,19,Mon,Sep,2020,2019-20,0,0,2,1,1,0,3,2,3,0
14/Sep/2020,19:45,Harlequins,28,Gloucester,15,Kingsholm,Karl Dickson,43,W,N,19,Mon,Sep,2020,2019-20,0,0,3,2,3,0,2,1,1,0
22/Sep/2020,17:30,Bath,31,Gloucester,20,Recreation Ground,Craig Maxwell-Keys,51,W,N,17,Tue,Sep,2020,2019-20,1,0,4,4,1,0,2,2,2,0
22/Sep/2020,17:30,Gloucester,20,Bath,31,Recreation Ground,Craig Maxwell-Keys,51,L,N,17,Tue,Sep,2020,2019-20,0,1,2,2,2,0,4,4,1,0
28/Sep/2020,19:45,Harlequins,23,Wasps,32,Twickenham Stoop,Luke Pearce,55,L,N,19,Mon,Sep,2020,2019-20,0,1,3,1,2,0,4,3,2,0
28/Sep/2020,19:45,Wasps,32,Harlequins,23,Twickenham Stoop,Luke Pearce,55,W,N,19,Mon,Sep,2020,2019-20,1,0,4,3,2,0,3,1,2,0
29/Sep/2020,17:30,Northampton,14,Sale,34,Franklin's Gardens,Wayne Barnes,48,L,N,17,Tue,Sep,2020,2019-20,0,1,2,2,0,0,6,1,0,0
29/Sep/2020,17:30,Sale,34,Northampton,14,Franklin's Gardens,Wayne Barnes,48,W,N,17,Tue,Sep,2020,2019-20,1,0,6,1,0,0,2,2,0,0
30/Sep/2020,17:30,Bristol,40,Leicester,3,Ashton Gate,Christophe Ridley,43,W,N,17,Wed,Sep,2020,2019-20,1,0,6,4,0,0,0,0,1,0
30/Sep/2020,17:30,Leicester,3,Bristol,40,Ashton Gate,Christophe Ridley,43,L,N,17,Wed,Sep,2020,2019-20,0,1,0,0,1,0,6,4,0,0
30/Sep/2020,17:30,Exeter,19,London Irish,22,Sandy Park,Ian Tempest,41,L,N,17,Wed,Sep,2020,2019-20,1,0,3,2,0,0,3,2,1,0
30/Sep/2020,17:30,London Irish,22,Exeter,19,Sandy Park,Ian Tempest,41,W,N,17,Wed,Sep,2020,2019-20,0,1,3,2,1,0,3,2,0,0
30/Sep/2020,17:30,Worcester,40,Saracens,27,Sixways,Karl Dickson,67,W,N,17,Wed,Sep,2020,2019-20,1,1,6,4,0,0,4,2,1,0
30/Sep/2020,17:30,Saracens,27,Worcester,40,Sixways,Karl Dickson,67,L,N,17,Wed,Sep,2020,2019-20,1,1,4,2,1,0,6,4,0,0
04/Oct/2020,15:00,Gloucester,Cancelled,Northampton,Cancelled,Kingsholm,Jack Makepeace,N/A,N/A,N,15,Sun,Oct,2020,2019-20,1,0,0,0,0,0,0,0,0,0
04/Oct/2020,15:00,Northampton,Cancelled,Gloucester,Cancelled,Kingsholm,Jack Makepeace,N/A,N/A,N,15,Sun,Oct,2020,2019-20,0,1,0,0,0,0,0,0,0,0
04/Oct/2020,15:00,Leicester,26,Harlequins,32,Welford Road,Matthew Carley,58,L,N,15,Sun,Oct,2020,2019-20,1,1,3,1,3,0,4,3,2,0
04/Oct/2020,15:00,Harlequins,32,Leicester,26,Welford Road,Matthew Carley,58,W,N,15,Sun,Oct,2020,2019-20,1,1,4,3,2,0,3,1,3,0
04/Oct/2020,15:00,London Irish,7,Bristol,36,Twickenham Stoop,Karl Dickson,43,L,N,15,Sun,Oct,2020,2019-20,0,1,1,1,0,0,5,3,1,0
04/Oct/2020,15:00,Bristol,36,London Irish,7,Twickenham Stoop,Karl Dickson,43,W,N,15,Sun,Oct,2020,2019-20,1,0,5,3,1,0,1,1,0,0
04/Oct/2020,15:00,Saracens,17,Bath,17,Allianz Park,Wayne Barnes,34,D,N,15,Sun,Oct,2020,2019-20,0,0,2,1,1,0,2,2,1,0
04/Oct/2020,15:00,Bath,17,Saracens,17,Allianz Park,Wayne Barnes,34,D,N,15,Sun,Oct,2020,2019-20,0,0,2,2,1,0,2,1,1,0
04/Oct/2020,15:00,Wasps,46,Exeter,5,Ricoh Arena,Tom Foley,51,W,N,15,Sun,Oct,2020,2019-20,1,0,6,5,2,0,1,0,0,0
04/Oct/2020,15:00,Exeter,5,Wasps,46,Ricoh Arena,Tom Foley,51,L,N,15,Sun,Oct,2020,2019-20,0,1,1,0,0,0,6,5,2,0
07/Oct/2020,19:45,Sale,Cancelled,Worcester,Cancelled,AJ Bell Stadium,Ian Tempest,N/A,N/A,N,19,Wed,Oct,2020,2019-20,0,1,0,0,0,0,0,0,0,0
07/Oct/2020,19:45,Worcester,Cancelled,Sale,Cancelled,AJ Bell Stadium,Ian Tempest,N/A,N/A,N,19,Wed,Oct,2020,2019-20,1,0,0,0,0,0,0,0,0,0
10/Oct/2020,13:30,Wasps,47,Bristol,24,Ricoh Arena,Matthew Carley,71,W,N,13,Sat,Oct,2020,2019-20,0,0,5,5,4,0,4,2,0,0
10/Oct/2020,13:30,Bristol,24,Wasps,47,Ricoh Arena,Matthew Carley,71,L,N,13,Sat,Oct,2020,2019-20,0,0,4,2,0,0,5,5,4,0
10/Oct/2020,16:30,Exeter,35,Bath,6,Sandy Park,Luke Pearce,41,W,N,16,Sat,Oct,2020,2019-20,0,0,5,4,0,0,0,0,2,0
10/Oct/2020,16:30,Bath,6,Exeter,35,Sandy Park,Luke Pearce,41,L,N,16,Sat,Oct,2020,2019-20,0,0,0,0,2,0,5,4,0,0
24/Oct/2020,18:00,Exeter,19,Wasps,13,Twickenham Stadium,Craig Maxwell-Keys,32,W,N,18,Sat,Oct,2020,2019-20,0,0,1,1,4,0,1,1,2,0
24/Oct/2020,18:00,Wasps,13,Exeter,19,Twickenham Stadium,Craig Maxwell-Keys,32,L,N,18,Sat,Oct,2020,2019-20,0,0,1,1,2,0,1,1,4,0
