date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,hour,day,month,year,season
19/Feb/2023,15:00,Leicester,Upcoming,Saracens,Upcoming,Welford Road,N/A,N/A,N/A,N,15,Sun,Feb,2023,2022-23
24/Feb/2023,19:45,Bath,Upcoming,Bristol,Upcoming,Recreation Ground,N/A,N/A,N/A,N,19,Fri,Feb,2023,2022-23
25/Feb/2023,14:30,Saracens,Upcoming,Newcastle,Upcoming,StoneX Stadium,N/A,N/A,N/A,N,14,Sat,Feb,2023,2022-23
25/Feb/2023,14:45,Northampton,Upcoming,Gloucester,Upcoming,Franklin's Gardens,N/A,N/A,N/A,N,14,Sat,Feb,2023,2022-23
25/Feb/2022,19:30,London Irish,Upcoming,Leicester,Upcoming,Gtech Community Stadium,N/A,N/A,N/A,N,19,Fri,Feb,2022,2022-23
26/Feb/2023,13:00,Exeter,Upcoming,Sale,Upcoming,Sandy Park,N/A,N/A,N/A,N,13,Sun,Feb,2023,2022-23
03/Mar/2023,19:45,Bristol,Upcoming,Northampton,Upcoming,Ashton Gate,N/A,N/A,N/A,N,19,Fri,Mar,2023,2022-23
04/Mar/2023,15:00,Harlequins,Upcoming,Exeter,Upcoming,Twickenham Stadium,N/A,N/A,N/A,N,15,Sat,Mar,2023,2022-23
04/Mar/2023,15:00,Leicester,Upcoming,Bath,Upcoming,Welford Road,N/A,N/A,N/A,N,15,Sat,Mar,2023,2022-23
05/Mar/2023,15:00,Sale,Upcoming,Saracens,Upcoming,AJ Bell Stadium,N/A,N/A,N/A,N,15,Sun,Mar,2023,2022-23
05/Mar/2023,15:00,Newcastle,Upcoming,London Irish,Upcoming,Kingston Park,N/A,N/A,N/A,N,15,Sun,Mar,2023,2022-23
10/Mar/2023,19:45,Northampton,Upcoming,Bath,Upcoming,Franklin's Gardens,N/A,N/A,N/A,N,19,Fri,Mar,2023,2022-23
11/Mar/2023,14:30,Exeter,Upcoming,Newcastle,Upcoming,Sandy Park,N/A,N/A,N/A,N,14,Sat,Mar,2023,2022-23
12/Mar/2023,13:00,London Irish,Upcoming,Sale,Upcoming,Gtech Community Stadium,N/A,N/A,N/A,N,13,Sun,Mar,2023,2022-23
12/Mar/2023,13:00,Gloucester,Upcoming,Leicester,Upcoming,Kingsholm,N/A,N/A,N/A,N,13,Sun,Mar,2023,2022-23
12/Mar/2023,15:00,Bristol,Upcoming,Harlequins,Upcoming,Ashton Gate,N/A,N/A,N/A,N,15,Sun,Mar,2023,2022-23
