date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season
16/Sep/2017,17:10,Newcastle,7,Saracens,29,Talen Energy Stadium,JP Doyle,36,A,N,Sep,2017,2017-18
17/Sep/2017,15:00,Wasps,21,Harlequins,24,Ricoh Arena,Andrew Jackson,45,A,N,Sep,2017,2017-18
22/Sep/2017,19:45,Gloucester,24,Worcester,19,Kingsholm,Wayne Barnes,43,H,N,Sep,2017,2017-18
23/Sep/2017,15:00,Bath,32,Newcastle,33,Recreation Ground,Craig Maxwell-Keys,65,A,N,Sep,2017,2017-18
23/Sep/2017,15:00,Harlequins,28,Leicester,31,Twickenham Stoop,Ian Tempest,59,A,N,Sep,2017,2017-18
23/Sep/2017,15:00,Saracens,41,Sale,13,Allianz Park,Tom Foley,54,H,N,Sep,2017,2017-18
24/Sep/2017,15:00,Exeter,31,Wasps,17,Sandy Park,JP Doyle,48,H,N,Sep,2017,2017-18
24/Sep/2017,15:00,London Irish,25,Northampton,40,Madejski Stadium,Matthew Carley,65,A,N,Sep,2017,2017-18
29/Sep/2017,19:45,Newcastle,29,London Irish,17,Kingston Park,Ian Tempest,46,H,N,Sep,2017,2017-18
29/Sep/2017,19:45,Worcester,3,Saracens,25,Sixways,Craig Maxwell-Keys,28,A,N,Sep,2017,2017-18
29/Sep/2017,20:00,Sale,57,Gloucester,10,AJ Bell Stadium,JP Doyle,67,H,N,Sep,2017,2017-18
30/Sep/2017,15:00,Leicester,20,Exeter,13,Welford Road,Tom Foley,33,H,N,Sep,2017,2017-18
30/Sep/2017,15:00,Northampton,30,Harlequins,22,Franklin's Gardens,Luke Pearce,52,H,N,Sep,2017,2017-18
01/Oct/2017,15:00,Wasps,9,Bath,25,Ricoh Arena,Matthew Carley,34,A,N,Oct,2017,2017-18
06/Oct/2017,19:45,Harlequins,42,Sale,26,Twickenham Stoop,Matthew Carley,68,H,N,Oct,2017,2017-18
07/Oct/2017,15:00,Bath,29,Worcester,13,Recreation Ground,Luke Pearce,42,H,N,Oct,2017,2017-18
07/Oct/2017,15:00,Exeter,34,Newcastle,24,Sandy Park,Andrew Jackson,58,H,N,Oct,2017,2017-18
07/Oct/2017,15:00,Gloucester,29,Northampton,24,Kingsholm,Wayne Barnes,53,H,N,Oct,2017,2017-18
07/Oct/2017,15:00,London Irish,27,Leicester,28,Madejski Stadium,JP Doyle,55,A,N,Oct,2017,2017-18
08/Oct/2017,15:00,Saracens,38,Wasps,19,Allianz Park,Ian Tempest,57,H,N,Oct,2017,2017-18
27/Oct/2017,19:45,Sale,6,Exeter,10,AJ Bell Stadium,Craig Maxwell-Keys,16,A,N,Oct,2017,2017-18
28/Oct/2017,15:00,Northampton,22,Wasps,38,Franklin's Gardens,Luke Pearce,60,A,N,Oct,2017,2017-18
28/Oct/2017,15:00,Harlequins,41,Worcester,35,Twickenham Stoop,JP Doyle,76,H,N,Oct,2017,2017-18
28/Oct/2017,15:00,Saracens,44,London Irish,13,Allianz Park,Andrew Jackson,57,H,N,Oct,2017,2017-18
29/Oct/2017,15:00,Newcastle,13,Leicester,30,Kingston Park,Wayne Barnes,43,A,N,Oct,2017,2017-18
29/Oct/2017,15:00,Bath,21,Gloucester,22,Recreation Ground,Tom Foley,43,A,N,Oct,2017,2017-18
17/Nov/2017,19:45,Gloucester,23,Saracens,17,Kingsholm,Karl Dickson,40,H,N,Nov,2017,2017-18
18/Nov/2017,13:00,Worcester,30,Northampton,15,Sixways,Andrew Jackson,45,H,N,Nov,2017,2017-18
18/Nov/2017,17:15,Wasps,40,Newcastle,10,Ricoh Arena,Matthew O'Grady,50,H,N,Nov,2017,2017-18
19/Nov/2017,15:00,Exeter,31,Harlequins,17,Sandy Park,JP Doyle,48,H,N,Nov,2017,2017-18
19/Nov/2017,15:00,Leicester,35,Sale,27,Welford Road,Luke Pearce,62,H,N,Nov,2017,2017-18
19/Nov/2017,15:00,London Irish,18,Bath,22,Madejski Stadium,Tom Foley,40,A,N,Nov,2017,2017-18
24/Nov/2017,19:45,Newcastle,7,Gloucester,29,Kingston Park,JP Doyle,36,A,N,Nov,2017,2017-18
25/Nov/2017,12:15,Bath,38,Harlequins,14,Recreation Ground,Craig Maxwell-Keys,52,H,N,Nov,2017,2017-18
25/Nov/2017,15:00,Leicester,27,Worcester,31,Welford Road,Greg MacDonald,58,A,N,Nov,2017,2017-18
25/Nov/2017,17:30,Sale,18,Northampton,15,AJ Bell Stadium,Karl Dickson,33,H,N,Nov,2017,2017-18
26/Nov/2017,15:00,London Irish,13,Wasps,17,Madejski Stadium,Christophe Ridley,30,A,N,Nov,2017,2017-18
26/Nov/2017,15:00,Saracens,18,Exeter,20,Allianz Park,Ian Tempest,38,A,N,Nov,2017,2017-18
01/Dec/2017,19:45,Northampton,22,Newcastle,24,Franklin's Gardens,Craig Maxwell-Keys,46,A,N,Dec,2017,2017-18
01/Dec/2017,19:45,Worcester,14,Sale,18,Sixways,Matthew Carley,32,A,N,Dec,2017,2017-18
02/Dec/2017,14:00,Exeter,42,Bath,29,Sandy Park,JP Doyle,71,H,N,Dec,2017,2017-18
02/Dec/2017,15:00,Gloucester,39,London Irish,15,Kingsholm,Ian Tempest,54,H,N,Dec,2017,2017-18
02/Dec/2017,16:30,Wasps,32,Leicester,25,Ricoh Arena,Thomas Foley,57,H,N,Dec,2017,2017-18
03/Dec/2017,15:00,Harlequins,20,Saracens,19,Twickenham Stoop,Luke Pearce,39,H,N,Dec,2017,2017-18
22/Dec/2017,19:45,Worcester,23,London Irish,8,Sixways,Wayne Barnes,31,H,N,Dec,2017,2017-18
23/Dec/2017,15:00,Newcastle,11,Harlequins,10,Kingston Park,Luke Pearce,21,H,N,Dec,2017,2017-18
23/Dec/2017,15:00,Northampton,14,Exeter,35,Franklin's Gardens,Thomas Foley,49,A,N,Dec,2017,2017-18
23/Dec/2017,15:00,Sale,32,Bath,9,AJ Bell Stadium,Ian Tempest,41,H,N,Dec,2017,2017-18
23/Dec/2017,15:00,Wasps,49,Gloucester,24,Ricoh Arena,Craig Maxwell-Keys,73,H,N,Dec,2017,2017-18
24/Dec/2017,15:00,Leicester,17,Saracens,29,Welford Road,Matthew Carley,46,A,N,Dec,2017,2017-18
29/Dec/2017,19:45,Bath,26,Wasps,31,Recreation Ground,Luke Pearce,57,A,N,Dec,2017,2017-18
30/Dec/2017,15:00,Gloucester,20,Sale,16,Kingsholm,Andrew Jackson,36,H,N,Dec,2017,2017-18
30/Dec/2017,15:00,London Irish,15,Newcastle,20,Madejski Stadium,Tom Foley,35,A,N,Dec,2017,2017-18
30/Dec/2017,15:00,Saracens,46,Worcester,31,Allianz Park,Christophe Ridley,77,H,N,Dec,2017,2017-18
30/Dec/2017,16:00,Harlequins,50,Northampton,21,Twickenham Stadium,JP Doyle,71,H,N,Dec,2017,2017-18
31/Dec/2017,15:00,Exeter,30,Leicester,6,Sandy Park,Craig Maxwell-Keys,36,H,N,Dec,2017,2017-18
05/Jan/2018,19:45,Worcester,25,Bath,46,Sixways,JP Doyle,71,A,N,Jan,2018,2017-18
06/Jan/2018,15:00,Leicester,19,London Irish,15,Welford Road,Karl Dickson,34,H,N,Jan,2018,2017-18
06/Jan/2018,15:00,Northampton,22,Gloucester,19,Franklin's Gardens,Ian Tempest,41,H,N,Jan,2018,2017-18
06/Jan/2018,15:00,Sale,30,Harlequins,29,AJ Bell Stadium,Matthew Carley,59,H,N,Jan,2018,2017-18
07/Jan/2018,15:00,Newcastle,28,Exeter,20,Kingston Park,Andrew Jackson,48,H,N,Jan,2018,2017-18
07/Jan/2018,15:00,Wasps,15,Saracens,38,Ricoh Arena,Wayne Barnes,53,A,N,Jan,2018,2017-18
09/Feb/2018,19:45,Bath,32,Northampton,19,Recreation Ground,Tom Foley,51,H,N,Feb,2018,2017-18
10/Feb/2018,14:00,Exeter,5,Worcester,6,Sandy Park,Andrew Jackson,11,A,N,Feb,2018,2017-18
10/Feb/2018,14:30,Gloucester,24,Leicester,17,Kingsholm,JP Doyle,41,H,N,Feb,2018,2017-18
10/Feb/2018,14:30,Saracens,25,Newcastle,3,Allianz Park,Christophe Ridley,28,H,N,Feb,2018,2017-18
10/Feb/2018,15:00,London Irish,9,Sale,13,Madejski Stadium,Craig Maxwell-Keys,22,A,N,Feb,2018,2017-18
11/Feb/2018,13:00,Harlequins,22,Wasps,44,Twickenham Stoop,Wayne Barnes,66,A,N,Feb,2018,2017-18
16/Feb/2018,19:45,Newcastle,29,Bath,12,Kingston Park,Matthew Carley,41,H,N,Feb,2018,2017-18
16/Feb/2018,19:45,Sale,3,Saracens,13,AJ Bell Stadium,Luke Pearce,16,A,N,Feb,2018,2017-18
17/Feb/2018,15:00,Leicester,33,Harlequins,18,Welford Road,Wayne Barnes,51,H,N,Feb,2018,2017-18
17/Feb/2018,15:00,Northampton,25,London Irish,17,Franklin's Gardens,Ian Tempest,42,H,N,Feb,2018,2017-18
17/Feb/2018,15:00,Worcester,25,Gloucester,15,Sixways,Thomas Foley,40,H,N,Feb,2018,2017-18
18/Feb/2018,15:00,Wasps,13,Exeter,7,Ricoh Arena,JP Doyle,20,H,N,Feb,2018,2017-18
24/Feb/2018,14:00,Exeter,31,Northampton,30,Sandy Park,Christophe Ridley,61,H,N,Feb,2018,2017-18
24/Feb/2018,14:30,Bath,33,Sale,32,Recreation Ground,Ian Tempest,65,H,N,Feb,2018,2017-18
24/Feb/2018,14:30,Gloucester,25,Wasps,25,Kingsholm,Karl Dickson,50,D,N,Feb,2018,2017-18
24/Feb/2018,14:30,Harlequins,10,Newcastle,28,Twickenham Stoop,Thomas Foley,38,A,N,Feb,2018,2017-18
25/Feb/2018,13:00,London Irish,22,Worcester,9,Madejski Stadium,JP Doyle,31,H,N,Feb,2018,2017-18
25/Feb/2018,15:30,Saracens,20,Leicester,28,Allianz Park,Craig Maxwell-Keys,48,A,N,Feb,2018,2017-18
03/Mar/2018,15:00,Gloucester,20,Newcastle,21,Kingsholm,Craig Maxwell-Keys,41,A,N,Mar,2018,2017-18
03/Mar/2018,15:00,Northampton,25,Sale,34,Franklin's Gardens,Wayne Barnes,59,A,N,Mar,2018,2017-18
04/Mar/2018,15:00,Exeter,24,Saracens,12,Sandy Park,Matthew Carley,36,H,N,Mar,2018,2017-18
04/Mar/2018,15:00,Harlequins,20,Bath,5,Twickenham Stoop,JP Doyle,25,H,N,Mar,2018,2017-18
04/Mar/2018,15:00,Wasps,24,London Irish,16,Ricoh Arena,Thomas Foley,40,H,N,Mar,2018,2017-18
04/Mar/2018,15:00,Worcester,5,Leicester,34,Sixways,Luke Pearce,39,A,N,Mar,2018,2017-18
23/Mar/2018,19:45,Bath,18,Exeter,20,Recreation Ground,Wayne Barnes,38,A,N,Mar,2018,2017-18
24/Mar/2018,15:00,London Irish,29,Gloucester,33,Madejski Stadium,Matthew Carley,62,A,N,Mar,2018,2017-18
24/Mar/2018,15:00,Sale,58,Worcester,25,AJ Bell Stadium,Andrew Jackson,83,H,N,Mar,2018,2017-18
24/Mar/2018,15:00,Saracens,24,Harlequins,11,London Stadium,Tom Foley,35,H,N,Mar,2018,2017-18
24/Mar/2018,17:30,Newcastle,25,Northampton,22,St James' Park,JP Doyle,47,H,N,Mar,2018,2017-18
25/Mar/2018,15:00,Leicester,16,Wasps,15,Welford Road,Luke Pearce,31,H,N,Mar,2018,2017-18
06/Apr/2018,19:45,Sale,28,Wasps,27,AJ Bell Stadium,JP Doyle,55,H,N,Apr,2018,2017-18
07/Apr/2018,14:00,Bath,19,Leicester,34,Twickenham Stadium,Wayne Barnes,53,A,N,Apr,2018,2017-18
07/Apr/2018,14:00,Northampton,13,Saracens,63,Franklin's Gardens,Craig Maxwell-Keys,76,A,N,Apr,2018,2017-18
07/Apr/2018,15:00,Harlequins,5,London Irish,35,Twickenham Stoop,Ian Tempest,40,A,N,Apr,2018,2017-18
07/Apr/2018,15:00,Worcester,27,Newcastle,13,Sixways,Christophe Ridley,40,H,N,Apr,2018,2017-18
08/Apr/2018,15:00,Exeter,46,Gloucester,10,Sandy Park,Thomas Foley,56,H,N,Apr,2018,2017-18
13/Apr/2018,19:45,Newcastle,35,Sale,30,Kingston Park,Craig Maxwell-Keys,65,H,N,Apr,2018,2017-18
14/Apr/2018,15:00,Gloucester,37,Harlequins,9,Kingsholm,Luke Pearce,46,H,N,Apr,2018,2017-18
14/Apr/2018,15:00,Leicester,21,Northampton,27,Welford Road,Matthew Carley,48,A,N,Apr,2018,2017-18
14/Apr/2018,15:00,Wasps,30,Worcester,15,Ricoh Arena,Ian Tempest,45,H,N,Apr,2018,2017-18
15/Apr/2018,15:00,London Irish,5,Exeter,45,Madejski Stadium,JP Doyle,50,A,N,Apr,2018,2017-18
15/Apr/2018,15:00,Saracens,41,Bath,6,Allianz Park,Karl Dickson,47,H,N,Apr,2018,2017-18
27/Apr/2018,19:45,Leicester,23,Newcastle,25,Welford Road,Luke Pearce,48,A,N,Apr,2018,2017-18
28/Apr/2018,15:00,Exeter,34,Sale,19,Sandy Park,Karl Dickson,53,H,N,Apr,2018,2017-18
28/Apr/2018,15:00,Gloucester,20,Bath,43,Kingsholm,Wayne Barnes,63,A,N,Apr,2018,2017-18
28/Apr/2018,15:00,Worcester,44,Harlequins,13,Sixways,Craig Maxwell-Keys,57,H,N,Apr,2018,2017-18
29/Apr/2018,15:00,London Irish,14,Saracens,51,Madejski Stadium,Ian Tempest,65,A,N,Apr,2018,2017-18
29/Apr/2018,15:00,Wasps,36,Northampton,29,Ricoh Arena,Matthew Carley,65,H,N,Apr,2018,2017-18
05/May/2018,16:00,Bath,63,London Irish,19,Recreation Ground,Matthew Carley,82,H,N,May,2018,2017-18
05/May/2018,16:00,Harlequins,17,Exeter,41,Twickenham Stoop,Christophe Ridley,58,A,N,May,2018,2017-18
05/May/2018,16:00,Newcastle,22,Wasps,39,Kingston Park,Ian Tempest,61,A,N,May,2018,2017-18
05/May/2018,16:00,Northampton,32,Worcester,24,Franklin's Gardens,Luke Pearce,56,H,N,May,2018,2017-18
05/May/2018,16:00,Sale,13,Leicester,35,AJ Bell Stadium,Wayne Barnes,48,A,N,May,2018,2017-18
05/May/2018,16:00,Saracens,62,Gloucester,12,Allianz Park,Craig Maxwell-Keys,74,H,N,May,2018,2017-18
19/May/2018,12:30,Saracens,57,Wasps,33,Allianz Park,JP Doyle,90,H,N,May,2018,2017-18
19/May/2018,15:30,Exeter,36,Newcastle,5,Sandy Park,Matthew Carley,41,H,N,May,2018,2017-18
26/May/2018,15:00,Exeter,10,Saracens,27,"Twickenham Stadium, London",Wayne Barnes,37,A,N,May,2018,2017-18
