,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason
1253,22/Oct/2021,19:45,Northampton Saints,66,Worcester Warriors,10,cinch Stadium at Franklin's Gardens,Ian Tempest,76,H,N,Oct,2021,2021-22,25.53,20.8,46.33,24.99,27.48,27.83,27.63,20.42,23.14,23.63,16.41,45.42,50.62,51.46,32.76,29.67,34.17,14.75,17.4,15.73
1254,30/Oct/2021,15:00,London Irish,33,Bristol,45,Brentford Community Stadium,Matthew Carley,78,A,N,Oct,2021,2021-22,25.53,20.8,46.33,24.99,27.48,27.83,24.29,20.42,23.14,23.63,21.5,45.42,50.62,51.46,25.24,28.46,29.0,23.1,23.43,19.67
1255,16/Oct/2021,15:00,Newcastle Falcons,13,Bristol,5,Kingston Park,Christophe Ridley,18,H,N,Oct,2021,2021-22,25.53,20.8,46.33,24.99,27.48,27.83,18.92,20.42,23.14,23.63,21.5,45.42,50.62,51.46,17.4,21.46,16.73,23.1,23.43,19.67
1256,08/Oct/2021,19:45,Harlequins,52,Bristol,24,Twickenham Stoop,Wayne Barnes,76,H,N,Oct,2021,2021-22,25.53,20.8,46.33,24.99,27.48,27.83,26.66,20.42,23.14,23.63,21.5,45.42,50.62,51.46,29.68,38.67,27.92,23.1,23.43,19.67
1257,06/Nov/2021,17:30,Exeter Chiefs,14,Newcastle Falcons,15,Sandy Park,Andrew Jackson,29,A,N,Nov,2021,2021-22,25.53,20.8,46.33,22.73,27.48,27.83,27.71,18.47,23.14,23.63,17.24,41.2,50.62,51.46,26.18,29.29,26.08,13.77,18.25,21.0
1258,07/Nov/2021,16:30,Wasps,16,Harlequins,26,Coventry Building Society Arena,Wayne Barnes,42,A,N,Nov,2021,2021-22,25.53,20.8,46.33,22.73,27.48,27.83,27.76,18.47,23.14,23.63,22.21,41.2,50.62,51.46,28.23,25.93,28.17,20.0,25.5,25.31
1259,26/Nov/2021,19:45,Wasps,33,Gloucester,35,Coventry Building Society Arena,Luke Pearce,68,A,N,Nov,2021,2021-22,25.53,20.8,46.33,22.73,27.48,27.83,27.76,18.47,23.14,23.63,20.71,41.2,50.62,51.46,28.23,25.93,28.17,16.12,23.46,26.83
1260,05/Nov/2021,19:45,Leicester Tigers,40,Bath,23,Mattioli Woods Welford Road,Matthew Carley,63,H,N,Nov,2021,2021-22,25.53,20.8,46.33,22.73,27.48,27.83,26.91,18.47,23.14,23.63,20.11,41.2,50.62,51.46,25.44,26.86,30.29,19.21,24.23,18.55
1261,27/Nov/2021,15:00,Harlequins,19,London Irish,22,Twickenham Stoop,Christophe Ridley,41,A,N,Nov,2021,2021-22,25.53,20.8,46.33,22.73,27.48,27.83,26.66,18.47,23.14,23.63,18.11,41.2,50.62,51.46,22.93,38.67,27.92,18.92,24.0,28.42
1262,06/Nov/2021,15:00,Saracens,34,London Irish,34,StoneX Stadium,Ian Tempest,68,D,N,Nov,2021,2021-22,25.53,20.8,46.33,22.73,27.48,27.83,31.18,18.47,23.14,23.63,18.11,41.2,50.62,51.46,29.31,42.6,36.23,18.92,24.0,28.42
1263,06/Nov/2021,17:00,Sale Sharks,30,Northampton Saints,6,AJ Bell Stadium,Anthony Woodthorpe,36,H,N,Nov,2021,2021-22,25.53,20.8,46.33,22.73,27.48,27.83,24.15,18.47,23.14,23.63,22.09,41.2,50.62,51.46,22.0,26.92,27.67,22.17,24.54,28.31
1264,26/Nov/2021,19:45,Bristol,20,Northampton Saints,36,Ashton Gate,Karl Dickson,56,A,N,Nov,2021,2021-22,25.53,20.8,46.33,22.73,27.48,27.83,25.33,18.47,23.14,23.63,22.09,41.2,50.62,51.46,21.14,25.92,28.08,22.17,24.54,28.31
1265,26/Nov/2021,19:45,Bath,16,Exeter Chiefs,23,Recreation Ground,Matthew Carley,39,A,N,Nov,2021,2021-22,25.53,20.8,46.33,22.73,27.48,27.83,24.21,18.47,23.14,23.63,24.01,41.2,50.62,51.46,19.0,22.29,21.42,25.67,21.93,22.58
1266,28/Nov/2021,15:00,Saracens,25,Sale Sharks,14,StoneX Stadium,Tom Foley,39,H,N,Nov,2021,2021-22,25.53,20.8,46.33,22.73,27.48,27.83,31.18,18.47,23.14,23.63,19.99,41.2,50.62,51.46,29.31,42.6,36.23,16.07,20.93,20.64
1267,27/Nov/2021,18:00,Newcastle Falcons,24,Worcester Warriors,24,Kingston Park,Wayne Barnes,48,D,N,Nov,2021,2021-22,25.53,20.8,46.33,22.73,27.48,27.83,18.92,18.47,23.14,23.63,16.41,41.2,50.62,51.46,14.92,21.46,16.73,16.58,17.4,15.73
1268,06/Nov/2021,15:00,Bristol,27,Worcester Warriors,5,Ashton Gate,Craig Maxwell-Keys,32,H,N,Nov,2021,2021-22,25.53,20.8,46.33,22.73,27.48,27.83,25.33,18.47,23.14,23.63,16.41,41.2,50.62,51.46,21.14,25.92,28.08,16.58,17.4,15.73
1269,04/Dec/2021,15:00,London Irish,43,Newcastle Falcons,21,Brentford Community Stadium,Craig Maxwell-Keys,64,H,N,Dec,2021,2021-22,25.53,20.8,46.33,24.03,27.48,27.83,24.29,19.75,23.14,23.63,17.24,43.78,50.62,51.46,21.82,28.46,29.0,16.5,18.25,21.0
1270,05/Dec/2021,15:00,Leicester Tigers,16,Harlequins,14,Mattioli Woods Welford Road,Ian Tempest,30,H,N,Dec,2021,2021-22,25.53,20.8,46.33,24.03,27.48,27.83,26.91,19.75,23.14,23.63,22.21,43.78,50.62,51.46,24.33,26.86,30.29,20.31,25.5,25.31
1271,04/Dec/2021,15:00,Exeter Chiefs,18,Saracens,15,Sandy Park,Luke Pearce,33,H,N,Dec,2021,2021-22,25.53,20.8,46.33,24.03,27.48,27.83,27.71,19.75,23.14,23.63,24.17,43.78,50.62,51.46,23.77,29.29,26.08,20.83,30.6,26.46
1272,26/Dec/2021,16:30,Bath,20,Gloucester,40,Recreation Ground,Matthew Carley,60,A,N,Dec,2021,2021-22,25.53,20.8,46.33,24.03,27.48,27.83,24.21,19.75,23.14,23.63,20.71,43.78,50.62,51.46,15.71,22.29,21.42,24.5,23.46,26.83
1273,26/Dec/2021,14:00,Bristol,26,Leicester Tigers,28,Ashton Gate,Tom Foley,54,A,N,Dec,2021,2021-22,25.53,20.8,46.33,24.03,27.48,27.83,25.33,19.75,23.14,23.63,21.65,43.78,50.62,51.46,27.75,25.92,28.08,21.8,26.85,28.67
1274,04/Dec/2021,15:00,Northampton Saints,40,Bath,19,cinch Stadium at Franklin's Gardens,Karl Dickson,59,H,N,Dec,2021,2021-22,25.53,20.8,46.33,24.03,27.48,27.83,27.63,19.75,23.14,23.63,20.11,43.78,50.62,51.46,25.33,29.67,34.17,23.25,24.23,18.55
1275,04/Dec/2021,15:00,Worcester Warriors,32,Wasps,31,Sixways,Tom Foley,63,H,N,Dec,2021,2021-22,25.53,20.8,46.33,24.03,27.48,27.83,20.93,19.75,23.14,23.63,22.14,43.78,50.62,51.46,16.18,21.55,23.17,22.36,25.15,23.0
1276,26/Dec/2021,15:00,Wasps,38,London Irish,30,Coventry Building Society Arena,Craig Maxwell-Keys,68,H,N,Dec,2021,2021-22,25.53,20.8,46.33,24.03,27.48,27.83,27.76,19.75,23.14,23.63,18.11,43.78,50.62,51.46,27.36,25.93,28.17,13.75,24.0,28.42
1277,27/Dec/2021,17:00,Harlequins,41,Northampton Saints,27,Twickenham,Wayne Barnes,68,H,N,Dec,2021,2021-22,25.53,20.8,46.33,24.03,27.48,27.83,26.66,19.75,23.14,23.63,22.09,43.78,50.62,51.46,27.19,38.67,27.92,20.93,24.54,28.31
1278,26/Dec/2021,15:00,Saracens,61,Worcester Warriors,29,StoneX Stadium,Christophe Ridley,90,H,N,Dec,2021,2021-22,25.53,20.8,46.33,24.03,27.48,27.83,31.18,19.75,23.14,23.63,16.41,43.78,50.62,51.46,35.0,42.6,36.23,16.55,17.4,15.73
1279,03/Dec/2021,19:45,Gloucester,27,Bristol,10,Kingsholm,Christophe Ridley,37,H,N,Dec,2021,2021-22,25.53,20.8,46.33,24.03,27.48,27.83,26.32,19.75,23.14,23.63,21.5,43.78,50.62,51.46,25.87,25.0,31.18,15.6,23.43,19.67
1280,02/Jan/2022,15:00,Leicester Tigers,31,Newcastle Falcons,0,Mattioli Woods Welford Road,Jack Makepeace,31,H,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,26.91,19.12,24.39,23.63,17.24,42.69,52.61,51.46,25.08,32.25,30.29,16.83,21.17,21.0
1281,28/Jan/2022,19:45,Bath,21,Harlequins,17,Recreation Ground,Tom Foley,38,H,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,24.21,19.12,24.39,23.63,22.21,42.69,52.61,51.46,26.43,23.15,21.42,21.86,28.54,25.31
1282,02/Jan/2022,15:00,Gloucester,17,Harlequins,20,Kingsholm,Tom Foley,37,A,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,26.32,19.12,24.39,23.63,22.21,42.69,52.61,51.46,23.67,33.27,31.18,21.86,28.54,25.31
1283,30/Jan/2022,15:00,Wasps,26,Saracens,20,Coventry Building Society Arena,Karl Dickson,46,H,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,27.76,19.12,24.39,23.63,24.17,42.69,52.61,51.46,24.43,25.25,28.17,23.3,25.17,26.46
1284,02/Jan/2022,15:00,Northampton Saints,6,Saracens,30,cinch Stadium at Franklin's Gardens,Adam Leal,36,A,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,27.63,19.12,24.39,23.63,24.17,42.69,52.61,51.46,19.4,31.92,34.17,23.3,25.17,26.46
1285,29/Jan/2022,19:00,Newcastle Falcons,22,Gloucester,32,Kingston Park,Jack Makepeace,54,A,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,18.92,19.12,24.39,23.63,20.71,42.69,52.61,51.46,20.08,18.17,16.73,17.91,23.5,26.83
1286,08/Jan/2022,15:00,Saracens,24,Gloucester,25,StoneX Stadium,Karl Dickson,49,A,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,31.18,19.12,24.39,23.63,20.71,42.69,52.61,51.46,25.1,35.77,36.23,17.91,23.5,26.83
1287,30/Jan/2022,15:00,Sale Sharks,35,Leicester Tigers,26,AJ Bell Stadium,Craig Maxwell-Keys,61,H,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,24.15,19.12,24.39,23.63,21.65,42.69,52.61,51.46,27.91,28.43,27.67,15.89,23.77,28.67
1288,09/Jan/2022,15:00,Wasps,16,Leicester Tigers,13,Coventry Building Society Arena,Tom Foley,29,H,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,27.76,19.12,24.39,23.63,21.65,42.69,52.61,51.46,24.43,25.25,28.17,15.89,23.77,28.67
1289,01/Jan/2022,14:00,Sale Sharks,26,Wasps,18,AJ Bell Stadium,Ian Tempest,44,H,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,24.15,19.12,24.39,23.63,22.14,42.69,52.61,51.46,27.91,28.43,27.67,22.5,24.9,23.0
1290,08/Jan/2022,15:00,Newcastle Falcons,8,Northampton Saints,44,Kingston Park,Matthew Carley,52,A,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,18.92,19.12,24.39,23.63,22.09,42.69,52.61,51.46,20.08,18.17,16.73,24.8,29.71,28.31
1291,29/Jan/2022,15:00,Worcester Warriors,13,Northampton Saints,29,Sixways,Ian Tempest,42,A,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,20.93,19.12,24.39,23.63,22.09,42.69,52.61,51.46,19.6,24.11,23.17,24.8,29.71,28.31
1292,29/Jan/2022,15:00,London Irish,18,Exeter Chiefs,14,Brentford Community Stadium,Matthew Carley,32,H,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,24.29,19.12,24.39,23.63,24.01,42.69,52.61,51.46,24.0,32.3,29.0,18.77,25.31,22.58
1293,08/Jan/2022,15:00,Harlequins,14,Exeter Chiefs,12,Twickenham Stoop,Ian Tempest,26,H,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,26.66,19.12,24.39,23.63,24.01,42.69,52.61,51.46,27.0,23.91,27.92,18.77,25.31,22.58
1294,07/Jan/2022,19:45,Bristol,32,Sale Sharks,15,Ashton Gate,Wayne Barnes,47,H,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,25.33,19.12,24.39,23.63,19.99,42.69,52.61,51.46,35.75,29.25,28.08,19.55,23.33,20.64
1295,09/Jan/2022,15:00,Bath,22,Worcester Warriors,19,Recreation Ground,Craig Maxwell-Keys,41,H,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,24.21,19.12,24.39,23.63,16.41,42.69,52.61,51.46,26.43,23.15,21.42,13.29,14.17,15.73
1296,01/Jan/2022,16:30,Exeter Chiefs,19,Bristol,13,Sandy Park,Luke Pearce,32,H,N,Jan,2022,2021-22,25.53,20.8,46.33,23.57,28.22,27.83,27.71,19.12,24.39,23.63,21.5,42.69,52.61,51.46,17.12,27.55,26.08,18.33,21.75,19.67
1297,05/Feb/2022,14:00,Bristol,37,Newcastle Falcons,21,Ashton Gate,Matthew Carley,58,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,25.33,19.15,24.39,23.63,17.24,43.21,52.61,51.46,20.56,29.25,28.08,15.47,21.17,21.0
1298,13/Feb/2022,13:00,Saracens,19,Harlequins,10,StoneX Stadium,Luke Pearce,29,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,31.18,19.15,24.39,23.63,22.21,43.21,52.61,51.46,26.94,35.77,36.23,17.41,28.54,25.31
1299,25/Feb/2022,19:45,Worcester Warriors,21,Harlequins,29,Sixways,Christophe Ridley,50,A,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,20.93,19.15,24.39,23.63,22.21,43.21,52.61,51.46,20.36,24.11,23.17,17.41,28.54,25.31
1300,19/Feb/2022,15:00,London Irish,32,Saracens,30,Brentford Community Stadium,Hamish Smales,62,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,24.29,19.15,24.39,23.63,24.17,43.21,52.61,51.46,21.93,32.3,29.0,21.06,25.17,26.46
1301,12/Feb/2022,15:00,Exeter Chiefs,24,Gloucester,15,Sandy Park,Tom Foley,39,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,27.71,19.15,24.39,23.63,20.71,43.21,52.61,51.46,25.19,27.55,26.08,17.28,23.5,26.83
1302,26/Feb/2022,15:00,Leicester Tigers,35,Gloucester,23,Mattioli Woods Welford Road,Jack Makepeace,58,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,26.91,19.15,24.39,23.63,20.71,43.21,52.61,51.46,28.84,32.25,30.29,17.28,23.5,26.83
1303,19/Feb/2022,15:00,Bath,20,Leicester Tigers,24,Recreation Ground,Karl Dickson,44,A,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,24.21,19.15,24.39,23.63,21.65,43.21,52.61,51.46,23.9,23.15,21.42,16.95,23.77,28.67
1304,12/Feb/2022,15:00,Wasps,41,Bath,24,Coventry Building Society Arena,"9,139",65,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,27.76,19.15,24.39,23.63,20.11,43.21,52.61,51.46,24.25,25.25,28.17,18.56,22.1,18.55
1305,26/Feb/2022,15:00,Newcastle Falcons,25,Bath,30,Kingston Park,Adam Leal,55,A,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,18.92,19.15,24.39,23.63,20.11,43.21,52.61,51.46,22.58,18.17,16.73,18.56,22.1,18.55
1306,05/Feb/2022,15:00,Saracens,40,Bath,3,StoneX Stadium,Sara Cox,43,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,31.18,19.15,24.39,23.63,20.11,43.21,52.61,51.46,26.94,35.77,36.23,18.56,22.1,18.55
1307,05/Feb/2022,14:30,Exeter Chiefs,26,Wasps,27,Sandy Park,Wayne Barnes,53,A,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,27.71,19.15,24.39,23.63,22.14,43.21,52.61,51.46,25.19,27.55,26.08,24.65,24.9,23.0
1308,19/Feb/2022,15:00,Harlequins,29,Wasps,24,Twickenham Stoop,Craig Maxwell-Keys,53,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,26.66,19.15,24.39,23.63,22.14,43.21,52.61,51.46,23.43,23.91,27.92,24.65,24.9,23.0
1309,25/Feb/2022,19:45,Bristol,31,Wasps,19,Ashton Gate,Matthew Carley,50,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,25.33,19.15,24.39,23.63,22.14,43.21,52.61,51.46,20.56,29.25,28.08,24.65,24.9,23.0
1310,25/Feb/2022,19:45,Sale Sharks,27,London Irish,27,AJ Bell Stadium,Andrew Jackson,54,D,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,24.15,19.15,24.39,23.63,18.11,43.21,52.61,51.46,23.26,28.43,27.67,19.82,26.75,28.42
1311,04/Feb/2022,19:45,Gloucester,24,London Irish,7,Kingsholm,Karl Dickson,31,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,26.32,19.15,24.39,23.63,18.11,43.21,52.61,51.46,26.11,33.27,31.18,19.82,26.75,28.42
1312,11/Feb/2022,19:45,Bristol,32,London Irish,49,Ashton Gate,Christophe Ridley,81,A,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,25.33,19.15,24.39,23.63,18.11,43.21,52.61,51.46,20.56,29.25,28.08,19.82,26.75,28.42
1313,11/Feb/2022,19:45,Leicester Tigers,35,Northampton Saints,20,Mattioli Woods Welford Road,Matthew Carley,55,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,26.91,19.15,24.39,23.63,22.09,43.21,52.61,51.46,28.84,32.25,30.29,21.94,29.71,28.31
1314,27/Feb/2022,13:00,Northampton Saints,31,Exeter Chiefs,34,cinch Stadium at Franklin's Gardens,George Selwood,65,A,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,27.63,19.15,24.39,23.63,24.01,43.21,52.61,51.46,25.16,31.92,34.17,21.06,25.31,22.58
1315,20/Feb/2022,15:00,Newcastle Falcons,14,Exeter Chiefs,15,Kingston Park,Christophe Ridley,29,A,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,18.92,19.15,24.39,23.63,24.01,43.21,52.61,51.46,22.58,18.17,16.73,21.06,25.31,22.58
1316,19/Feb/2022,15:00,Northampton Saints,21,Sale Sharks,22,cinch Stadium at Franklin's Gardens,Tom Foley,43,A,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,27.63,19.15,24.39,23.63,19.99,43.21,52.61,51.46,25.16,31.92,34.17,21.47,23.33,20.64
1317,06/Feb/2022,13:00,Harlequins,14,Sale Sharks,36,Twickenham Stoop,Ian Tempest,50,A,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,26.66,19.15,24.39,23.63,19.99,43.21,52.61,51.46,23.43,23.91,27.92,21.47,23.33,20.64
1318,12/Feb/2022,15:00,Sale Sharks,36,Worcester Warriors,12,AJ Bell Stadium,Karl Dickson,48,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,24.15,19.15,24.39,23.63,16.41,43.21,52.61,51.46,23.26,28.43,27.67,14.65,14.17,15.73
1319,05/Feb/2022,15:00,Leicester Tigers,36,Worcester Warriors,16,Mattioli Woods Welford Road,Luke Pearce,52,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,26.91,19.15,24.39,23.63,16.41,43.21,52.61,51.46,28.84,32.25,30.29,14.65,14.17,15.73
1320,18/Feb/2022,19:45,Worcester Warriors,19,Bristol,14,Sixways,Wayne Barnes,33,H,N,Feb,2022,2021-22,25.53,20.8,46.33,24.06,28.22,27.83,20.93,19.15,24.39,23.63,21.5,43.21,52.61,51.46,20.36,24.11,23.17,21.5,21.75,19.67
1321,26/Mar/2022,15:00,Wasps,27,Newcastle Falcons,24,Coventry Building Society Arena,Andrew Jackson,51,H,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,27.76,20.79,24.39,23.63,17.24,46.7,52.61,51.46,25.65,25.25,28.17,17.54,21.17,21.0
1322,04/Mar/2022,19:45,Harlequins,24,Newcastle Falcons,10,Twickenham Stoop,Karl Dickson,34,H,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,26.66,20.79,24.39,23.63,17.24,46.7,52.61,51.46,28.79,23.91,27.92,17.54,21.17,21.0
1323,13/Mar/2022,15:00,Bristol,29,Harlequins,38,Ashton Gate,Craig Maxwell-Keys,67,A,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,25.33,20.79,24.39,23.63,22.21,46.7,52.61,51.46,28.0,29.25,28.08,20.76,28.54,25.31
1324,12/Mar/2022,15:00,Newcastle Falcons,21,Saracens,36,Kingston Park,Ian Tempest,57,A,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,18.92,20.79,24.39,23.63,24.17,46.7,52.61,51.46,19.27,18.17,16.73,24.64,25.17,26.46
1325,12/Mar/2022,15:00,Sale Sharks,26,Gloucester,24,AJ Bell Stadium,Christophe Ridley,50,H,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,24.15,20.79,24.39,23.63,20.71,46.7,52.61,51.46,25.93,28.43,27.67,20.18,23.5,26.83
1326,27/Mar/2022,15:00,Exeter Chiefs,17,Leicester Tigers,22,Sandy Park,Luke Pearce,39,A,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,27.71,20.79,24.39,23.63,21.65,46.7,52.61,51.46,29.12,27.55,26.08,25.71,23.77,28.67
1327,05/Mar/2022,15:00,Saracens,34,Leicester Tigers,27,StoneX Stadium,Craig Maxwell-Keys,61,H,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,31.18,20.79,24.39,23.63,21.65,46.7,52.61,51.46,30.0,35.77,36.23,25.71,23.77,28.67
1328,13/Mar/2022,15:00,Northampton Saints,27,Wasps,22,cinch Stadium at Franklin's Gardens,Wayne Barnes,49,H,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,27.63,20.79,24.39,23.63,22.14,46.7,52.61,51.46,28.4,31.92,34.17,19.53,24.9,23.0
1329,12/Mar/2022,15:00,Leicester Tigers,47,London Irish,28,Mattioli Woods Welford Road,Karl Dickson,75,H,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,26.91,20.79,24.39,23.63,18.11,46.7,52.61,51.46,28.93,32.25,30.29,14.14,26.75,28.42
1330,26/Mar/2022,15:00,London Irish,22,Northampton Saints,42,Brentford Community Stadium,Wayne Barnes,64,A,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,24.29,20.79,24.39,23.63,22.09,46.7,52.61,51.46,27.86,32.3,29.0,24.22,29.71,28.31
1331,05/Mar/2022,15:00,Gloucester,35,Northampton Saints,30,Kingsholm,Ian Tempest,65,H,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,26.32,20.79,24.39,23.63,22.09,46.7,52.61,51.46,24.86,33.27,31.18,24.22,29.71,28.31
1332,12/Mar/2022,14:30,Worcester Warriors,35,Exeter Chiefs,31,Sixways,Anthony Woodthorpe,66,H,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,20.93,20.79,24.39,23.63,24.01,46.7,52.61,51.46,21.15,24.11,23.17,24.53,25.31,22.58
1333,06/Mar/2022,15:00,Exeter Chiefs,19,Sale Sharks,12,Sandy Park,Wayne Barnes,31,H,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,27.71,20.79,24.39,23.63,19.99,46.7,52.61,51.46,29.12,27.55,26.08,17.94,23.33,20.64
1334,26/Mar/2022,15:00,Bath,24,Sale Sharks,24,Recreation Ground,Hamish Smales,48,D,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,24.21,20.79,24.39,23.63,19.99,46.7,52.61,51.46,21.39,23.15,21.42,17.94,23.33,20.64
1335,05/Mar/2022,15:00,London Irish,43,Worcester Warriors,12,Brentford Community Stadium,Jack Makepeace,55,H,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,24.29,20.79,24.39,23.63,16.41,46.7,52.61,51.46,27.86,32.3,29.0,17.93,14.17,15.73
1336,05/Mar/2022,15:00,Bath,29,Bristol,27,Recreation Ground,Luke Pearce,56,H,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,24.21,20.79,24.39,23.63,21.5,46.7,52.61,51.46,21.39,23.15,21.42,24.43,21.75,19.67
1337,26/Mar/2022,15:00,Saracens,27,Bristol,23,Tottenham Hotspur Stadium,Christophe Ridley,50,H,N,Mar,2022,2021-22,25.53,20.8,46.33,25.91,28.22,27.83,31.18,20.79,24.39,23.63,21.5,46.7,52.61,51.46,30.0,35.77,36.23,24.43,21.75,19.67
1338,29/Apr/2022,19:45,Sale Sharks,35,Newcastle Falcons,27,AJ Bell Stadium,Jack Makepeace,62,H,N,Apr,2022,2021-22,25.53,20.8,46.33,26.81,28.22,27.83,24.15,23.7,24.39,23.63,17.24,50.51,52.61,51.46,23.31,28.43,27.67,22.0,21.17,21.0
1339,02/Apr/2022,15:00,Worcester Warriors,10,Newcastle Falcons,45,Sixways,Adam Leal,55,A,N,Apr,2022,2021-22,25.53,20.8,46.33,26.81,28.22,27.83,20.93,23.7,24.39,23.63,17.24,50.51,52.61,51.46,27.38,24.11,23.17,22.0,21.17,21.0
1340,03/Apr/2022,15:00,London Irish,14,Harlequins,41,Brentford Community Stadium,Mathieu Raynal,55,A,N,Apr,2022,2021-22,25.53,20.8,46.33,26.81,28.22,27.83,24.29,23.7,24.39,23.63,22.21,50.51,52.61,51.46,22.27,32.3,29.0,23.5,28.54,25.31
1341,29/Apr/2022,19:45,Northampton Saints,32,Harlequins,31,cinch Stadium at Franklin's Gardens,Matthew Carley,63,H,N,Apr,2022,2021-22,25.53,20.8,46.33,26.81,28.22,27.83,27.63,23.7,24.39,23.63,22.21,50.51,52.61,51.46,31.15,31.92,34.17,23.5,28.54,25.31
1342,01/Apr/2022,19:45,Sale Sharks,12,Saracens,18,AJ Bell Stadium,Luke Pearce,30,A,N,Apr,2022,2021-22,25.53,20.8,46.33,26.81,28.22,27.83,24.15,23.7,24.39,23.63,24.17,50.51,52.61,51.46,23.31,28.43,27.67,29.64,25.17,26.46
