,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,day,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgHomeScoreByTeamAgainstOpponent,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgAwayScoreByTeamAgainstOpponent,avgHomeLast5Scores,avgHomeLast5ScoresAgainst,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent,homeWinPercentage,awayWinPercentage
1273,2019-05-04,15:00,Saracens,38,Exeter,7,Allianz Park,Ian Tempest,45,H,Sat,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,32.22,31.18,22.83,20.14,21.13,16.42,24.01,52.77,45.52,47.97,48.64,34.73,32.44,35.08,32.22,27.83,29.7,24.25,29.0,15.0,17.25,29.4,15.2,38.67,15.33,85.38461538461539%,53.383458646616546%
1274,2020-09-13,16:30,Saracens,40,Exeter,17,Allianz Park,Adam Leal,57,H,Sun,Sep,2020,2019-20,25.53,20.79,46.32,27.03,26.97,26.4,32.22,31.18,22.25,21.69,20.47,16.42,24.01,49.28,48.65,46.87,48.64,33.6,33.88,32.64,32.22,27.83,24.96,27.0,24.27,15.0,17.25,30.4,21.4,38.67,15.33,85.38461538461539%,53.383458646616546%
1275,2022-04-24,15:00,Saracens,38,Exeter,22,StoneX Stadium,Craig Maxwell-Keys,60,H,Sun,Apr,2022,2021-22,25.53,20.79,46.32,26.81,28.22,27.83,38.29,31.18,23.7,24.39,23.63,23.88,24.01,50.51,52.61,51.46,62.18,31.45,35.77,36.23,38.29,27.83,30.15,25.31,22.58,22.0,17.25,28.8,17.6,38.67,15.33,85.38461538461539%,53.383458646616546%
1276,2011-09-03,15:00,Leicester,28,Exeter,30,Welford Road,Tim Wigglesworth,58,A,Sat,Sep,2011,2011-12,25.53,20.79,46.32,27.03,23.01,22.71,26.99,26.91,22.25,18.59,18.7,19.49,24.01,49.28,41.59,41.41,46.47,29.83,24.08,28.75,26.99,26.67,24.96,20.83,20.82,25.75,25.75,23.2,20.8,23.0,28.33,71.73913043478261%,53.383458646616546%
1277,2012-09-29,14:15,Leicester,30,Exeter,8,Welford Road,N/A,38,H,Sat,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,26.99,26.91,22.25,18.33,19.37,19.49,24.01,49.28,41.17,44.19,46.47,29.83,26.38,27.92,26.99,26.67,24.96,20.27,20.55,25.75,25.75,27.6,15.8,23.0,28.33,71.73913043478261%,53.383458646616546%
1278,2014-03-23,14:00,Leicester,45,Exeter,15,Welford Road,Dean Richards,60,H,Sun,Mar,2014,2013-14,25.53,20.79,46.32,25.91,25.03,22.18,26.99,26.91,20.79,20.78,19.22,19.49,24.01,46.7,45.81,41.4,46.47,28.93,25.7,26.27,26.99,26.67,24.53,22.91,19.18,25.75,25.75,20.8,18.4,23.0,28.33,71.73913043478261%,53.383458646616546%
1279,2015-03-28,15:00,Leicester,25,Exeter,18,Welford Road,JP Doyle,43,H,Sat,Mar,2015,2014-15,25.53,20.79,46.32,25.91,25.84,27.21,26.99,26.91,20.79,20.54,20.83,19.49,24.01,46.7,46.38,48.04,46.47,28.93,23.7,24.0,26.99,26.67,24.53,28.5,25.36,25.75,25.75,20.4,13.6,23.0,28.33,71.73913043478261%,53.383458646616546%
1280,2016-03-06,15:00,Leicester,31,Exeter,27,Welford Road,Matthew Carley,58,H,Sun,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,26.99,26.91,20.79,19.5,19.54,19.49,24.01,46.7,44.06,43.44,46.47,28.93,27.67,26.09,26.99,26.67,24.53,23.87,25.58,25.75,25.75,24.6,15.6,23.0,28.33,71.73913043478261%,53.383458646616546%
1281,2017-03-03,19:45,Leicester,15,Exeter,34,Welford Road,Matthew Carley,49,A,Fri,Mar,2017,2016-17,25.53,20.79,46.32,25.91,27.61,26.22,26.99,26.91,20.79,21.88,21.22,19.49,24.01,46.7,49.49,47.44,46.47,28.93,27.33,28.73,26.99,26.67,24.53,28.0,28.91,25.75,25.75,28.0,11.8,23.0,28.33,71.73913043478261%,53.383458646616546%
1282,2017-09-30,15:00,Leicester,20,Exeter,13,Welford Road,Tom Foley,33,H,Sat,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,26.99,26.91,22.25,21.88,22.11,19.49,24.01,49.28,49.49,48.57,46.47,29.83,27.33,23.45,26.99,26.67,24.96,28.0,24.82,25.75,25.75,26.6,18.4,23.0,28.33,71.73913043478261%,53.383458646616546%
1283,2019-04-06,16:30,Leicester,20,Exeter,52,Welford Road,Thomas Foley,72,A,Sat,Apr,2019,2018-19,25.53,20.79,46.32,26.81,25.38,26.84,26.99,26.91,23.7,20.14,21.13,19.49,24.01,50.51,45.52,47.97,46.47,31.14,20.78,27.36,26.99,26.67,30.15,24.25,29.0,25.75,25.75,25.0,22.0,23.0,28.33,71.73913043478261%,53.383458646616546%
1284,2019-12-21,15:00,Leicester,22,Exeter,31,Welford Road,Luke Pearce,53,A,Sat,Dec,2019,2019-20,25.53,20.79,46.32,24.03,25.38,26.4,26.99,26.91,19.75,20.14,20.47,19.49,24.01,43.78,45.52,46.87,46.47,24.33,20.78,20.45,26.99,26.67,22.23,24.25,24.27,25.75,25.75,19.4,28.8,23.0,28.33,71.73913043478261%,53.383458646616546%
1285,2020-12-05,15:00,Leicester,13,Exeter,35,Welford Road,Craig Maxwell-Keys,48,A,Sat,Dec,2020,2020-21,25.53,20.79,46.32,24.03,26.97,26.85,26.99,26.91,19.75,21.69,22.77,19.49,24.01,43.78,48.65,49.62,46.47,24.33,22.8,27.73,26.99,26.67,22.23,27.0,24.09,25.75,25.75,27.2,23.6,23.0,28.33,71.73913043478261%,53.383458646616546%
1286,2021-09-18,15:00,Leicester,34,Exeter,19,Welford Road,Ian Tempest,53,H,Sat,Sep,2021,2021-22,25.53,20.79,46.32,27.03,27.48,27.83,26.99,26.91,22.25,23.14,23.63,19.49,24.01,49.28,50.62,51.46,46.47,29.83,26.86,30.29,26.99,26.67,24.96,21.93,22.58,25.75,25.75,27.0,24.4,23.0,28.33,71.73913043478261%,53.383458646616546%
1287,2011-10-29,15:00,Harlequins,19,Exeter,13,Twickenham Stoop,Sean Davey,32,H,Sat,Oct,2011,2011-12,25.53,20.79,46.32,24.99,23.01,22.71,25.92,26.66,20.42,18.59,18.7,21.85,24.01,45.42,41.59,41.41,47.76,29.68,27.45,28.15,26.45,22.0,20.5,20.83,20.82,29.82,27.83,28.4,18.6,17.0,25.0,68.88888888888889%,53.383458646616546%
1288,2013-03-02,15:15,Harlequins,16,Exeter,27,Twickenham Stoop,David Rose,43,A,Sat,Mar,2013,2012-13,25.53,20.79,46.32,25.91,23.78,24.81,25.92,26.66,20.79,18.95,19.37,21.85,24.01,46.7,42.72,44.19,47.76,28.79,19.3,24.64,26.45,22.0,24.53,20.36,20.55,29.82,27.83,23.4,19.4,17.0,25.0,68.88888888888889%,53.383458646616546%
1289,2013-12-28,15:00,Harlequins,22,Exeter,6,Twickenham Stadium,JP Doyle,28,H,Sat,Dec,2013,2013-14,25.53,20.79,46.32,24.03,23.78,22.18,27.67,26.66,19.75,18.95,19.22,23.38,24.01,43.78,42.72,41.4,51.05,27.19,19.3,18.82,28.5,22.0,22.23,20.36,19.18,13.0,27.83,18.2,15.2,17.0,25.0,68.88888888888889%,53.383458646616546%
1290,2015-02-21,15:00,Harlequins,21,Exeter,32,Twickenham Stoop,Matthew Carley,53,A,Sat,Feb,2015,2014-15,25.53,20.79,46.32,24.06,25.84,27.21,25.92,26.66,19.15,20.54,20.83,21.85,24.01,43.21,46.38,48.04,47.76,23.43,28.11,24.0,26.45,22.0,21.06,28.5,25.36,29.82,27.83,27.2,13.0,17.0,25.0,68.88888888888889%,53.383458646616546%
1291,2016-05-07,15:30,Harlequins,24,Exeter,62,Twickenham Stoop,Wayne Barnes,86,A,Sat,May,2016,2015-16,25.53,20.79,46.32,29.94,24.56,23.9,25.92,26.66,22.83,19.5,19.54,21.85,24.01,52.77,44.06,43.44,47.76,26.58,26.15,28.73,26.45,22.0,29.7,23.87,25.58,29.82,27.83,28.8,24.0,17.0,25.0,68.88888888888889%,53.383458646616546%
1292,2017-04-14,19:45,Harlequins,26,Exeter,39,Twickenham Stoop,Wayne Barnes,65,A,Fri,Apr,2017,2016-17,25.53,20.79,46.32,26.81,27.61,26.22,25.92,26.66,23.7,21.88,21.22,21.85,24.01,50.51,49.49,47.44,47.76,27.62,33.36,27.36,26.45,22.0,30.15,28.0,28.91,29.82,27.83,29.8,22.8,17.0,25.0,68.88888888888889%,53.383458646616546%
1293,2018-05-05,16:00,Harlequins,17,Exeter,41,Twickenham Stoop,Christophe Ridley,58,A,Sat,May,2018,2017-18,25.53,20.79,46.32,29.94,26.3,26.46,25.92,26.66,22.83,22.3,22.11,21.85,24.01,52.77,48.6,48.57,47.76,26.58,22.27,25.73,26.45,22.0,29.7,29.36,24.82,29.82,27.83,21.4,26.6,17.0,25.0,68.88888888888889%,53.383458646616546%
1294,2018-11-30,19:45,Harlequins,28,Exeter,26,Twickenham Stoop,Ian Tempest,54,H,Fri,Nov,2018,2018-19,25.53,20.79,46.32,22.73,26.3,26.84,25.92,26.66,18.47,22.3,21.13,21.85,24.01,41.2,48.6,47.97,47.76,22.93,22.27,27.55,26.45,22.0,25.67,29.36,29.0,29.82,27.83,28.0,26.6,17.0,25.0,68.88888888888889%,53.383458646616546%
1295,2020-02-29,15:00,Harlequins,34,Exeter,30,Twickenham Stoop,Christophe Ridley,64,H,Sat,Feb,2020,2019-20,25.53,20.79,46.32,24.06,26.97,26.4,25.92,26.66,19.15,21.69,20.47,21.85,24.01,43.21,48.65,46.87,47.76,23.43,23.11,25.0,26.45,22.0,21.06,27.0,24.27,29.82,27.83,24.6,22.2,17.0,25.0,68.88888888888889%,53.383458646616546%
1296,2020-11-20,19:45,Harlequins,3,Exeter,33,Twickenham Stoop,Christophe Ridley,36,A,Fri,Nov,2020,2020-21,25.53,20.79,46.32,22.73,26.97,26.85,25.92,26.66,18.47,21.69,22.77,21.85,24.01,41.2,48.65,49.62,47.76,22.93,23.11,36.55,26.45,22.0,25.67,27.0,24.09,29.82,27.83,26.0,26.0,17.0,25.0,68.88888888888889%,53.383458646616546%
1297,2022-01-08,15:00,Harlequins,14,Exeter,12,Twickenham Stoop,Ian Tempest,26,H,Sat,Jan,2022,2021-22,25.53,20.79,46.32,23.57,28.22,27.83,25.92,26.66,19.12,24.39,23.63,21.85,24.01,42.69,52.61,51.46,47.76,27.0,23.91,27.92,26.45,22.0,18.77,25.31,22.58,29.82,27.83,33.0,23.8,17.0,25.0,68.88888888888889%,53.383458646616546%
1298,2011-03-26,15:00,London Irish,39,Exeter,17,Madejski Stadium,N/A,56,H,Sat,Mar,2011,2010-11,25.53,20.79,46.32,25.91,23.01,23.46,23.59,24.29,20.79,18.59,18.07,24.28,24.01,46.7,41.59,41.53,47.87,27.86,26.67,26.82,23.59,22.0,24.53,20.83,20.82,29.12,27.8,23.0,19.4,19.33,30.0,40.74074074074074%,53.383458646616546%
1299,2011-12-27,13:30,London Irish,29,Exeter,22,Madejski Stadium,Dean Richards,51,H,Tue,Dec,2011,2011-12,25.53,20.79,46.32,24.03,23.01,22.71,23.59,24.29,19.75,18.59,18.7,24.28,24.01,43.78,41.59,41.41,47.87,21.82,26.67,29.18,23.59,22.0,22.23,20.83,20.82,29.12,27.8,29.0,22.4,19.33,30.0,40.74074074074074%,53.383458646616546%
1300,2012-11-25,15:00,London Irish,23,Exeter,27,Madejski Stadium,N/A,50,A,Sun,Nov,2012,2012-13,25.53,20.79,46.32,22.73,22.83,24.81,23.59,24.29,18.47,18.33,19.37,24.28,24.01,41.2,41.17,44.19,47.87,18.33,27.82,29.45,23.59,22.0,25.67,20.27,20.55,29.12,27.8,35.8,25.6,19.33,30.0,40.74074074074074%,53.383458646616546%
1301,2013-09-21,15:00,London Irish,23,Exeter,29,Madejski Stadium,Andrew Small,52,A,Sat,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,23.59,24.29,22.25,18.95,19.22,24.28,24.01,49.28,42.72,41.4,47.87,28.5,24.64,20.73,23.59,22.0,24.96,20.36,19.18,29.12,27.8,31.2,25.6,19.33,30.0,40.74074074074074%,53.383458646616546%
1302,2015-01-11,15:00,London Irish,28,Exeter,26,Madejski Stadium,Dean Richards,54,H,Sun,Jan,2015,2014-15,25.53,20.79,46.32,23.57,25.84,27.21,23.59,24.29,19.12,20.54,20.83,24.28,24.01,42.69,46.38,48.04,47.87,24.0,21.22,21.45,23.59,22.0,18.77,28.5,25.36,29.12,27.8,20.0,23.6,19.33,30.0,40.74074074074074%,53.383458646616546%
1303,2016-02-21,15:00,London Irish,15,Exeter,22,Madejski Stadium,Dean Richards,37,A,Sun,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,23.59,24.29,19.15,19.5,19.54,24.28,24.01,43.21,44.06,43.44,47.87,21.93,19.14,18.55,23.59,22.0,21.06,23.87,25.58,29.12,27.8,18.8,25.8,19.33,30.0,40.74074074074074%,53.383458646616546%
1304,2018-04-15,15:00,London Irish,5,Exeter,45,Madejski Stadium,JP Doyle,50,A,Sun,Apr,2018,2017-18,25.53,20.79,46.32,26.81,26.3,26.46,23.59,24.29,23.7,22.3,22.11,24.28,24.01,50.51,48.6,48.57,47.87,22.27,15.8,19.64,23.59,22.0,30.15,29.36,24.82,29.12,27.8,17.6,18.4,19.33,30.0,40.74074074074074%,53.383458646616546%
1305,2020-01-05,14:30,London Irish,28,Exeter,45,Madejski Stadium,Christophe Ridley,73,A,Sun,Jan,2020,2019-20,25.53,20.79,46.32,23.57,26.97,26.4,23.59,24.29,19.12,21.69,20.47,24.28,24.01,42.69,48.65,46.87,47.87,24.0,17.5,17.55,23.59,22.0,18.77,27.0,24.27,29.12,27.8,14.4,37.2,19.33,30.0,40.74074074074074%,53.383458646616546%
1306,2021-05-18,19:45,London Irish,12,Exeter,31,Brentford Community Stadium,Christophe Ridley,43,A,Tue,May,2021,2020-21,25.53,20.79,46.32,29.94,27.48,26.85,27.43,24.29,22.83,23.14,22.77,27.67,24.01,52.77,50.62,49.62,55.1,32.17,28.46,25.7,27.43,22.0,29.7,21.93,24.09,22.5,27.8,28.6,27.0,19.33,30.0,40.74074074074074%,53.383458646616546%
1307,2022-01-29,15:00,London Irish,18,Exeter,14,Brentford Community Stadium,Matthew Carley,32,H,Sat,Jan,2022,2021-22,25.53,20.79,46.32,23.57,28.22,27.83,27.43,24.29,19.12,24.39,23.63,27.67,24.01,42.69,52.61,51.46,55.1,24.0,32.3,29.0,27.43,22.0,18.77,25.31,22.58,22.5,27.8,29.6,28.6,19.33,30.0,40.74074074074074%,53.383458646616546%
1308,2011-10-08,14:30,Northampton,33,Exeter,3,Franklin's Gardens,Greg Garner,36,H,Sat,Oct,2011,2011-12,25.53,20.79,46.32,24.99,23.01,22.71,27.68,27.65,20.42,18.59,18.7,20.67,24.01,45.42,41.59,41.41,48.35,32.76,27.92,28.27,27.68,24.23,20.5,20.83,20.82,20.69,20.69,32.4,17.8,27.67,27.33,64.66165413533834%,53.383458646616546%
1309,2012-09-09,15:00,Northampton,24,Exeter,21,Franklin's Gardens,N/A,45,H,Sun,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,27.68,27.65,22.25,18.33,19.37,20.67,24.01,49.28,41.17,44.19,48.35,26.75,24.18,23.09,27.68,24.23,24.96,20.27,20.55,20.69,20.69,28.6,16.8,27.67,27.33,64.66165413533834%,53.383458646616546%
1310,2013-09-07,15:00,Northampton,38,Exeter,11,Franklin's Gardens,JP Doyle,49,H,Sat,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,27.68,27.65,22.25,18.95,19.22,20.67,24.01,49.28,42.72,41.4,48.35,26.75,30.4,34.33,27.68,24.23,24.96,20.36,19.18,20.69,20.69,26.2,21.4,27.67,27.33,64.66165413533834%,53.383458646616546%
1311,2014-11-14,19:45,Northampton,18,Exeter,24,Franklin's Gardens,Dean Richards,42,A,Fri,Nov,2014,2014-15,25.53,20.79,46.32,22.73,25.03,27.21,27.68,27.65,18.47,20.78,20.83,20.67,24.01,41.2,45.81,48.04,48.35,25.23,33.92,32.17,27.68,24.23,25.67,22.91,25.36,20.69,20.69,44.4,14.6,27.67,27.33,64.66165413533834%,53.383458646616546%
1312,2016-01-01,15:00,Northampton,8,Exeter,3,Franklin's Gardens,JP Doyle,11,H,Fri,Jan,2016,2015-16,25.53,20.79,46.32,23.57,24.56,23.9,27.68,27.65,19.12,19.5,19.54,20.67,24.01,42.69,44.06,43.44,48.35,19.4,21.29,22.64,27.68,24.23,18.77,23.87,25.58,20.69,20.69,26.6,12.0,27.67,27.33,64.66165413533834%,53.383458646616546%
1313,2016-09-30,19:45,Northampton,20,Exeter,19,Franklin's Gardens,Matthew Carley,39,H,Fri,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,27.68,27.65,22.25,19.5,21.22,20.67,24.01,49.28,44.06,47.44,48.35,26.75,21.29,22.36,27.68,24.23,24.96,23.87,28.91,20.69,20.69,19.4,21.0,27.67,27.33,64.66165413533834%,53.383458646616546%
1314,2017-12-23,15:00,Northampton,14,Exeter,35,Franklin's Gardens,Thomas Foley,49,A,Sat,Dec,2017,2017-18,25.53,20.79,46.32,24.03,27.61,26.46,27.68,27.65,19.75,21.88,22.11,20.67,24.01,43.78,49.49,48.57,48.35,25.33,24.55,23.0,27.68,24.23,22.23,28.0,24.82,20.69,20.69,24.4,20.2,27.67,27.33,64.66165413533834%,53.383458646616546%
1315,2018-12-28,19:45,Northampton,31,Exeter,28,Franklin's Gardens,Ian Tempest,59,H,Fri,Dec,2018,2018-19,25.53,20.79,46.32,24.03,26.3,26.84,27.68,27.65,19.75,22.3,21.13,20.67,24.01,43.78,48.6,47.97,48.35,25.33,24.09,30.45,27.68,24.23,22.23,29.36,29.0,20.69,20.69,23.4,22.4,27.67,27.33,64.66165413533834%,53.383458646616546%
1316,2020-09-04,19:45,Northampton,19,Exeter,22,Franklin's Gardens,Luke Pearce,41,A,Fri,Sep,2020,2019-20,25.53,20.79,46.32,27.03,26.97,26.4,27.68,27.65,22.25,21.69,20.47,20.67,24.01,49.28,48.65,46.87,48.35,26.75,18.44,22.91,27.68,24.23,24.96,27.0,24.27,20.69,20.69,15.0,23.8,27.67,27.33,64.66165413533834%,53.383458646616546%
1317,2021-06-06,15:00,Northampton,26,Exeter,29,Franklin's Gardens,Craig Maxwell-Keys,55,A,Sun,Jun,2021,2020-21,25.53,20.79,46.32,35.62,27.48,26.85,27.68,27.65,24.0,23.14,22.77,20.67,24.01,59.62,50.62,49.62,48.35,45.5,29.67,25.0,27.68,24.23,29.0,21.93,24.09,20.69,20.69,23.8,24.8,27.67,27.33,64.66165413533834%,53.383458646616546%
1318,2022-02-27,13:00,Northampton,31,Exeter,34,Franklin's Gardens,George Selwood,65,A,Sun,Feb,2022,2021-22,25.53,20.79,46.32,24.06,28.22,27.83,27.68,27.65,19.15,24.39,23.63,20.67,24.01,43.21,52.61,51.46,48.35,25.16,31.92,34.17,27.68,24.23,21.06,25.31,22.58,20.69,20.69,31.8,27.2,27.67,27.33,64.66165413533834%,53.383458646616546%
1319,2022-11-04,19:45,Northampton,26,Exeter,19,Franklin's Gardens,Craig Maxwell-Keys,45,H,Fri,Nov,2022,2022-23,25.53,20.79,46.32,22.73,28.22,28.32,27.68,27.65,18.47,24.39,25.77,20.67,24.01,41.2,52.61,54.09,48.35,25.23,31.92,32.4,27.68,24.23,25.67,25.31,28.0,20.69,20.69,40.2,30.2,27.67,27.33,64.66165413533834%,53.383458646616546%
1320,2012-02-18,15:00,Wasps,12,Exeter,15,Adams Park,Dave Pearson,27,A,Sat,Feb,2012,2011-12,25.53,20.79,46.32,24.06,22.83,22.71,23.95,27.82,19.15,18.33,18.7,20.6,24.01,43.21,41.17,41.41,44.56,24.25,20.33,17.45,23.95,26.17,21.06,20.27,20.82,20.0,21.33,14.6,19.6,34.33,12.33,62.121212121212125%,53.383458646616546%
1321,2013-04-21,14:00,Wasps,24,Exeter,37,Adams Park,Wayne Barnes,61,A,Sun,Apr,2013,2012-13,25.53,20.79,46.32,26.81,23.78,24.81,23.95,27.82,23.7,18.95,19.37,20.6,24.01,50.51,42.72,44.19,44.56,30.93,21.2,25.82,23.95,26.17,30.15,20.36,20.55,20.0,21.33,24.8,22.0,34.33,12.33,62.121212121212125%,53.383458646616546%
1322,2014-01-05,15:00,Wasps,19,Exeter,16,Adams Park,Andrew Small,35,H,Sun,Jan,2014,2013-14,25.53,20.79,46.32,23.57,25.03,22.18,23.95,27.82,19.12,20.78,19.22,20.6,24.01,42.69,45.81,41.4,44.56,24.43,32.82,22.45,23.95,26.17,18.77,22.91,19.18,20.0,21.33,17.8,17.8,34.33,12.33,62.121212121212125%,53.383458646616546%
1323,2015-04-26,14:00,Wasps,36,Exeter,29,Ricoh Arena,Matthew Carley,65,H,Sun,Apr,2015,2014-15,25.53,20.79,46.32,26.81,25.84,27.21,30.23,27.82,23.7,20.54,20.83,21.71,24.01,50.51,46.38,48.04,51.93,30.93,26.6,35.18,30.23,26.17,30.15,28.5,25.36,21.29,21.33,35.0,17.0,34.33,12.33,62.121212121212125%,53.383458646616546%
1324,2015-12-05,17:30,Wasps,27,Exeter,41,Ricoh Arena,Greg Garner,68,A,Sat,Dec,2015,2015-16,25.53,20.79,46.32,24.03,25.84,23.9,30.23,27.82,19.75,20.54,19.54,21.71,24.01,43.78,46.38,43.44,51.93,27.36,26.6,27.82,30.23,26.17,22.23,28.5,25.58,21.29,21.33,22.6,18.6,34.33,12.33,62.121212121212125%,53.383458646616546%
1325,2016-09-04,15:00,Wasps,25,Exeter,20,Ricoh Arena,Tom Foley,45,H,Sun,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,30.23,27.82,22.25,19.5,21.22,21.71,24.01,49.28,44.06,47.44,51.93,35.35,37.21,36.0,30.23,26.17,24.96,23.87,28.91,21.29,21.33,38.2,17.8,34.33,12.33,62.121212121212125%,53.383458646616546%
1326,2018-02-18,15:00,Wasps,13,Exeter,7,Ricoh Arena,JP Doyle,20,H,Sun,Feb,2018,2017-18,25.53,20.79,46.32,24.06,26.3,26.46,30.23,27.82,19.15,22.3,22.11,21.71,24.01,43.21,48.6,48.57,51.93,24.25,25.7,29.0,30.23,26.17,21.06,29.36,24.82,21.29,21.33,29.0,24.4,34.33,12.33,62.121212121212125%,53.383458646616546%
1327,2018-09-08,14:00,Wasps,31,Exeter,42,Ricoh Arena,Christophe Ridley,73,A,Sat,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,30.23,27.82,22.25,22.3,21.13,21.71,24.01,49.28,48.6,47.97,51.93,35.35,25.7,24.73,30.23,26.17,24.96,29.36,29.0,21.29,21.33,23.6,21.0,34.33,12.33,62.121212121212125%,53.383458646616546%
1328,2020-10-04,15:00,Wasps,46,Exeter,5,Ricoh Arena,Tom Foley,51,H,Sun,Oct,2020,2019-20,25.53,20.79,46.32,24.99,26.97,26.4,30.23,27.82,20.42,21.69,20.47,21.71,24.01,45.42,48.65,46.87,51.93,26.76,38.09,38.08,30.23,26.17,20.5,27.0,24.27,21.29,21.33,39.0,20.2,34.33,12.33,62.121212121212125%,53.383458646616546%
1329,2021-01-02,14:00,Wasps,34,Exeter,5,Ricoh Arena,Ian Tempest,39,H,Sat,Jan,2021,2020-21,25.53,20.79,46.32,23.57,27.48,26.85,30.23,27.82,19.12,23.14,22.77,21.71,24.01,42.69,50.62,49.62,51.93,24.43,25.93,22.64,30.23,26.17,18.77,21.93,24.09,21.29,21.33,38.4,22.2,34.33,12.33,62.121212121212125%,53.383458646616546%
1330,2021-10-16,15:00,Wasps,23,Exeter,27,Coventry Building Society Arena,Wayne Barnes,50,A,Sat,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,27.29,27.82,20.42,23.14,23.63,22.71,24.01,45.42,50.62,51.46,50.0,26.76,25.93,28.17,27.29,26.17,20.5,21.93,22.58,27.0,21.33,32.6,22.8,34.33,12.33,62.121212121212125%,53.383458646616546%
1331,2011-01-08,15:00,Gloucester,37,Exeter,23,Kingsholm,N/A,60,H,Sat,Jan,2011,2010-11,25.53,20.79,46.32,23.57,23.01,23.46,26.32,26.32,19.12,18.59,18.07,20.47,24.01,42.69,41.59,41.53,46.79,23.67,31.5,30.73,26.32,23.38,18.77,20.83,20.82,21.85,21.85,23.0,18.4,28.33,18.67,63.07692307692307%,53.383458646616546%
1332,2012-03-24,15:00,Gloucester,27,Exeter,28,Kingsholm,Greg Garner,55,A,Sat,Mar,2012,2011-12,25.53,20.79,46.32,25.91,22.83,22.71,26.32,26.32,20.79,18.33,18.7,20.47,24.01,46.7,41.17,41.41,46.79,24.86,23.64,25.18,26.32,23.38,24.53,20.27,20.82,21.85,21.85,25.2,19.0,28.33,18.67,63.07692307692307%,53.383458646616546%
1333,2012-12-22,15:00,Gloucester,18,Exeter,16,Kingsholm,N/A,34,H,Sat,Dec,2012,2012-13,25.53,20.79,46.32,24.03,22.83,24.81,26.32,26.32,19.75,18.33,19.37,20.47,24.01,43.78,41.17,44.19,46.79,25.87,23.64,21.73,26.32,23.38,22.23,20.27,20.55,21.85,21.85,24.0,16.0,28.33,18.67,63.07692307692307%,53.383458646616546%
1334,2013-10-06,14:00,Gloucester,12,Exeter,29,Kingsholm,Matthew Carley,41,A,Sun,Oct,2013,2013-14,25.53,20.79,46.32,24.99,23.78,22.18,26.32,26.32,20.42,18.95,19.22,20.47,24.01,45.42,42.72,41.4,46.79,24.06,19.45,21.91,26.32,23.38,20.5,20.36,19.18,21.85,21.85,20.4,19.6,28.33,18.67,63.07692307692307%,53.383458646616546%
1335,2014-09-19,19:45,Gloucester,22,Exeter,25,Kingsholm,Matthew Carley,47,A,Fri,Sep,2014,2014-15,25.53,20.79,46.32,27.03,25.03,27.21,26.32,26.32,22.25,20.78,20.83,20.47,24.01,49.28,45.81,48.04,46.79,25.19,24.64,29.55,26.32,23.38,24.96,22.91,25.36,21.85,21.85,30.8,25.6,28.33,18.67,63.07692307692307%,53.383458646616546%
1336,2016-04-15,19:45,Gloucester,16,Exeter,9,Kingsholm,Craig Maxwell-Keys,25,H,Fri,Apr,2016,2015-16,25.53,20.79,46.32,26.81,24.56,23.9,26.32,26.32,23.7,19.5,19.54,20.47,24.01,50.51,44.06,43.44,46.79,29.73,21.38,20.73,26.32,23.38,30.15,23.87,25.58,21.85,21.85,20.6,11.6,28.33,18.67,63.07692307692307%,53.383458646616546%
1337,2017-05-06,16:00,Gloucester,20,Exeter,34,Kingsholm,Ian Tempest,54,A,Sat,May,2017,2016-17,25.53,20.79,46.32,29.94,27.61,26.22,26.32,26.32,22.83,21.88,21.22,20.47,24.01,52.77,49.49,47.44,46.79,34.14,28.92,26.91,26.32,23.38,29.7,28.0,28.91,21.85,21.85,32.8,23.0,28.33,18.67,63.07692307692307%,53.383458646616546%
