,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,day,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgHomeScoreByTeamAgainstOpponent,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgAwayScoreByTeamAgainstOpponent,avgHomeLast5Scores,avgHomeLast5ScoresAgainst,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent,homeWinPercentage,awayWinPercentage
808,2019-02-23,14:00,Wasps,18,Sale,24,Ricoh Arena,Andrew Jackson,42,A,Sat,Feb,2019,2018-19,25.53,20.79,46.32,24.06,25.38,26.84,30.23,27.82,19.15,20.14,21.13,21.71,19.99,43.21,45.52,47.97,51.93,24.25,23.44,24.73,30.23,26.0,21.47,19.22,19.36,21.57,21.75,27.0,27.6,12.33,18.67,62.121212121212125%,30.46875%
809,2020-08-25,17:30,Wasps,11,Sale,20,Ricoh Arena,Matthew Carley,31,A,Tue,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,30.23,27.82,21.72,21.69,20.47,21.71,19.99,45.88,48.65,46.87,51.93,21.5,38.09,38.08,30.23,26.0,15.0,23.5,22.64,21.57,21.75,36.8,22.4,12.33,18.67,62.121212121212125%,30.46875%
810,2021-03-27,16:30,Wasps,19,Sale,20,Ricoh Arena,Christophe Ridley,39,A,Sat,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,30.23,27.82,20.79,23.14,22.77,21.71,19.99,46.7,50.62,49.62,51.93,25.65,25.93,22.64,30.23,26.0,17.94,20.93,21.25,21.57,21.75,19.4,22.4,12.33,18.67,62.121212121212125%,30.46875%
811,2022-05-20,19:45,Wasps,7,Sale,16,Coventry Building Society Arena,Ian Tempest,23,A,Fri,May,2022,2021-22,25.53,20.79,46.32,29.94,28.22,27.83,27.29,27.82,22.83,24.39,23.63,22.71,19.99,52.77,52.61,51.46,50.0,25.11,25.25,28.17,27.29,26.0,19.14,23.33,20.64,16.0,21.75,30.2,18.6,12.33,18.67,62.121212121212125%,30.46875%
812,2011-05-07,15:00,Gloucester,68,Sale,17,Kingsholm,N/A,85,H,Sat,May,2011,2010-11,25.53,20.79,46.32,29.94,23.01,23.46,26.32,26.32,22.83,18.59,18.07,20.47,19.99,52.77,41.59,41.53,46.79,34.14,31.5,30.73,26.32,27.67,19.14,20.3,17.82,22.08,22.08,31.0,15.6,23.0,25.67,63.07692307692307%,30.46875%
813,2012-04-21,15:00,Gloucester,19,Sale,24,Kingsholm,N/A,43,A,Sat,Apr,2012,2011-12,25.53,20.79,46.32,26.81,22.83,22.71,26.32,26.32,23.7,18.33,18.7,20.47,19.99,50.51,41.17,41.41,46.79,29.73,23.64,25.18,26.32,27.67,26.0,15.08,20.18,22.08,22.08,28.4,22.8,23.0,25.67,63.07692307692307%,30.46875%
814,2012-11-24,12:00,Gloucester,29,Sale,3,Kingsholm,N/A,32,H,Sat,Nov,2012,2012-13,25.53,20.79,46.32,22.73,22.83,24.81,26.32,26.32,18.47,18.33,19.37,20.47,19.99,41.2,41.17,44.19,46.79,24.33,23.64,21.73,26.32,27.67,16.07,15.08,14.09,22.08,22.08,22.0,20.2,23.0,25.67,63.07692307692307%,30.46875%
815,2013-09-07,15:00,Gloucester,16,Sale,22,Kingsholm,Andrew Small,38,A,Sat,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,26.32,26.32,22.25,18.95,19.22,20.47,19.99,49.28,42.72,41.4,46.79,25.19,19.45,21.91,26.32,27.67,21.77,16.9,20.82,22.08,22.08,20.2,18.6,23.0,25.67,63.07692307692307%,30.46875%
816,2014-09-13,15:00,Gloucester,34,Sale,27,Kingsholm,Greg Garner,61,H,Sat,Sep,2014,2014-15,25.53,20.79,46.32,27.03,25.03,27.21,26.32,26.32,22.25,20.78,20.83,20.47,19.99,49.28,45.81,48.04,46.79,25.19,24.64,29.55,26.32,27.67,21.77,21.64,18.91,22.08,22.08,25.6,26.0,23.0,25.67,63.07692307692307%,30.46875%
817,2015-12-04,19:45,Gloucester,23,Sale,19,Kingsholm,JP Doyle,42,H,Fri,Dec,2015,2015-16,25.53,20.79,46.32,24.03,25.84,23.9,26.32,26.32,19.75,20.54,19.54,20.47,19.99,43.78,46.38,43.44,46.79,25.87,30.5,20.73,26.32,27.67,17.31,17.1,16.91,22.08,22.08,29.8,25.0,23.0,25.67,63.07692307692307%,30.46875%
818,2017-04-15,15:00,Gloucester,39,Sale,30,Kingsholm,Tom Foley,69,H,Sat,Apr,2017,2016-17,25.53,20.79,46.32,26.81,27.61,26.22,26.32,26.32,23.7,21.88,21.22,20.47,19.99,50.51,49.49,47.44,46.79,29.73,28.92,26.91,26.32,27.67,26.0,21.7,21.0,22.08,22.08,30.2,20.6,23.0,25.67,63.07692307692307%,30.46875%
819,2017-12-30,15:00,Gloucester,20,Sale,16,Kingsholm,Andrew Jackson,36,H,Sat,Dec,2017,2017-18,25.53,20.79,46.32,24.03,27.61,26.46,26.32,26.32,19.75,21.88,22.11,20.47,19.99,43.78,49.49,48.57,46.79,25.87,28.92,26.27,26.32,27.67,17.31,21.7,23.91,22.08,22.08,28.6,19.2,23.0,25.67,63.07692307692307%,30.46875%
820,2018-12-29,15:00,Gloucester,15,Sale,30,Kingsholm,Christophe Ridley,45,A,Sat,Dec,2018,2018-19,25.53,20.79,46.32,24.03,26.3,26.84,26.32,26.32,19.75,22.3,21.13,20.47,19.99,43.78,48.6,47.97,46.79,25.87,27.27,28.18,26.32,27.67,17.31,22.36,19.36,22.08,22.08,31.8,17.0,23.0,25.67,63.07692307692307%,30.46875%
821,2020-02-28,19:45,Gloucester,17,Sale,23,Kingsholm,Wayne Barnes,40,A,Fri,Feb,2020,2019-20,25.53,20.79,46.32,24.06,26.97,26.4,26.32,26.32,19.15,21.69,20.47,20.47,19.99,43.21,48.65,46.87,46.79,26.11,27.33,25.5,26.32,27.67,21.47,23.5,22.64,22.08,22.08,23.4,14.8,23.0,25.67,63.07692307692307%,30.46875%
822,2021-01-02,16:30,Gloucester,19,Sale,22,Kingsholm,Karl Dickson,41,A,Sat,Jan,2021,2020-21,25.53,20.79,46.32,23.57,27.48,26.85,26.32,26.32,19.12,23.14,22.77,20.47,19.99,42.69,50.62,49.62,46.79,23.67,25.0,26.1,26.32,27.67,19.55,20.93,21.25,22.08,22.08,32.2,27.8,23.0,25.67,63.07692307692307%,30.46875%
823,2021-10-09,15:00,Gloucester,33,Sale,32,Kingsholm,Christophe Ridley,65,H,Sat,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,26.32,26.32,20.42,23.14,23.63,20.47,19.99,45.42,50.62,51.46,46.79,24.06,25.0,31.18,26.32,27.67,19.44,20.93,20.64,22.08,22.08,27.8,24.6,23.0,25.67,63.07692307692307%,30.46875%
824,2011-12-03,14:15,Bath,13,Sale,16,Recreation Ground,N/A,29,A,Sat,Dec,2011,2011-12,25.53,20.79,46.32,24.03,23.01,22.71,23.49,24.21,19.75,18.59,18.7,21.09,19.99,43.78,41.59,41.41,44.58,15.71,22.55,21.0,23.49,21.54,17.31,20.3,20.18,19.22,17.23,26.0,22.0,21.33,28.33,62.96296296296296%,30.46875%
825,2012-09-29,14:15,Bath,31,Sale,10,The Recreation Ground,N/A,41,H,Sat,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,25.84,24.21,22.25,18.33,19.37,17.8,19.99,49.28,41.17,44.19,43.64,30.64,20.75,26.27,25.84,21.54,21.77,15.08,14.09,12.75,17.23,20.6,19.2,21.33,28.33,62.96296296296296%,30.46875%
826,2014-03-28,19:45,Bath,11,Sale,12,The Recreation Ground,Dean Richards,23,A,Fri,Mar,2014,2013-14,25.53,20.79,46.32,25.91,25.03,22.18,25.84,24.21,20.79,20.78,19.22,17.8,19.99,46.7,45.81,41.4,43.64,21.39,27.17,21.64,25.84,21.54,17.94,21.64,20.82,12.75,17.23,20.2,14.6,21.33,28.33,62.96296296296296%,30.46875%
827,2015-03-06,19:45,Bath,12,Sale,3,The Recreation Ground,Wayne Barnes,15,H,Fri,Mar,2015,2014-15,25.53,20.79,46.32,25.91,25.84,27.21,25.84,24.21,20.79,20.54,20.83,17.8,19.99,46.7,46.38,48.04,43.64,21.39,27.18,32.15,25.84,21.54,17.94,17.1,18.91,12.75,17.23,26.2,16.2,21.33,28.33,62.96296296296296%,30.46875%
828,2016-04-23,15:15,Bath,32,Sale,26,The Recreation Ground,Ian Tempest,58,H,Sat,Apr,2016,2015-16,25.53,20.79,46.32,26.81,24.56,23.9,25.84,24.21,23.7,19.5,19.54,17.8,19.99,50.51,44.06,43.44,43.64,26.71,24.69,21.27,25.84,21.54,26.0,20.14,16.91,12.75,17.23,17.0,21.0,21.33,28.33,62.96296296296296%,30.46875%
829,2016-10-07,19:45,Bath,30,Sale,3,Recreation Ground,Tom Foley,33,H,Fri,Oct,2016,2016-17,25.53,20.79,46.32,24.99,24.56,26.22,23.49,24.21,20.42,19.5,21.22,21.09,19.99,45.42,44.06,47.44,44.58,20.62,24.69,26.73,23.49,21.54,19.44,20.14,21.0,19.22,17.23,35.0,22.0,21.33,28.33,62.96296296296296%,30.46875%
830,2018-02-24,14:30,Bath,33,Sale,32,Recreation Ground,Ian Tempest,65,H,Sat,Feb,2018,2017-18,25.53,20.79,46.32,24.06,26.3,26.46,23.49,24.21,19.15,22.3,22.11,21.09,19.99,43.21,48.6,48.57,44.58,23.9,26.82,31.09,23.49,21.54,21.47,22.36,23.91,19.22,17.23,29.2,19.8,21.33,28.33,62.96296296296296%,30.46875%
831,2018-12-02,15:00,Bath,7,Sale,7,Recreation Ground,Luke Pearce,14,D,Sun,Dec,2018,2018-19,25.53,20.79,46.32,24.03,26.3,26.84,23.49,24.21,19.75,22.3,21.13,21.09,19.99,43.78,48.6,47.97,44.58,15.71,26.82,23.82,23.49,21.54,17.31,22.36,19.36,19.22,17.23,32.6,23.4,21.33,28.33,62.96296296296296%,30.46875%
832,2019-12-28,15:00,Bath,16,Sale,14,Recreation Ground,Craig Maxwell-Keys,30,H,Sat,Dec,2019,2019-20,25.53,20.79,46.32,24.03,25.38,26.4,23.49,24.21,19.75,20.14,20.47,21.09,19.99,43.78,45.52,46.87,44.58,15.71,21.67,21.45,23.49,21.54,17.31,19.22,22.64,19.22,17.23,20.4,16.8,21.33,28.33,62.96296296296296%,30.46875%
833,2021-05-14,19:45,Bath,20,Sale,24,Recreation Ground,Karl Dickson,44,A,Fri,May,2021,2020-21,25.53,20.79,46.32,29.94,27.48,26.85,23.49,24.21,22.83,23.14,22.77,21.09,19.99,52.77,50.62,49.62,44.58,33.73,22.29,24.1,23.49,21.54,19.14,20.93,21.25,19.22,17.23,24.0,26.8,21.33,28.33,62.96296296296296%,30.46875%
834,2022-03-26,15:00,Bath,24,Sale,24,Recreation Ground,Hamish Smales,48,D,Sat,Mar,2022,2021-22,25.53,20.79,46.32,25.91,28.22,27.83,23.49,24.21,20.79,24.39,23.63,21.09,19.99,46.7,52.61,51.46,44.58,21.39,23.15,21.42,23.49,21.54,17.94,23.33,20.64,19.22,17.23,22.4,25.4,21.33,28.33,62.96296296296296%,30.46875%
835,2022-09-17,15:00,Bath,20,Sale,37,Recreation Ground,Christophe Ridley,57,A,Sat,Sep,2022,2022-23,25.53,20.79,46.32,27.03,28.22,28.32,23.49,24.21,22.25,24.39,25.77,21.09,19.99,49.28,52.61,54.09,44.58,30.64,23.15,21.17,23.49,21.54,21.77,23.33,28.33,19.22,17.23,26.2,27.0,21.33,28.33,62.96296296296296%,30.46875%
836,2012-03-30,19:45,Newcastle,22,Sale,19,Kingston Park,N/A,41,H,Fri,Mar,2012,2011-12,25.53,20.79,46.32,25.91,22.83,22.71,18.95,18.92,20.79,18.33,18.7,22.32,19.99,46.7,41.17,41.41,41.27,19.27,12.6,15.36,18.95,18.67,17.94,15.08,20.18,19.12,18.89,15.6,18.4,24.0,20.0,38.53211009174312%,30.46875%
837,2014-01-03,19:45,Newcastle,8,Sale,16,Kingston Park,Andrew Small,24,A,Fri,Jan,2014,2013-14,25.53,20.79,46.32,23.57,25.03,22.18,18.95,18.92,19.12,20.78,19.22,22.32,19.99,42.69,45.81,41.4,41.27,20.08,16.5,12.27,18.95,18.67,19.55,21.64,20.82,19.12,18.89,10.0,21.2,24.0,20.0,38.53211009174312%,30.46875%
838,2014-11-30,15:15,Newcastle,13,Sale,18,Kingston Park,Dean Richards,31,A,Sun,Nov,2014,2014-15,25.53,20.79,46.32,22.73,25.03,27.21,18.95,18.92,18.47,20.78,20.83,22.32,19.99,41.2,45.81,48.04,41.27,14.92,16.5,22.0,18.95,18.67,16.07,21.64,18.91,19.12,18.89,18.0,22.4,24.0,20.0,38.53211009174312%,30.46875%
839,2016-05-07,15:30,Newcastle,15,Sale,21,Kingston Park,Matthew Carley,36,A,Sat,May,2016,2015-16,25.53,20.79,46.32,29.94,24.56,23.9,18.95,18.92,22.83,19.5,19.54,22.32,19.99,52.77,44.06,43.44,41.27,21.75,21.21,17.45,18.95,18.67,19.14,20.14,16.91,19.12,18.89,19.8,18.8,24.0,20.0,38.53211009174312%,30.46875%
840,2016-09-02,20:00,Newcastle,19,Sale,17,Kingston Park,Greg Garner,36,H,Fri,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,18.95,18.92,22.25,19.5,21.22,22.32,19.99,49.28,44.06,47.44,41.27,19.16,21.21,24.27,18.95,18.67,21.77,20.14,21.0,19.12,18.89,17.6,20.2,24.0,20.0,38.53211009174312%,30.46875%
841,2018-04-13,19:45,Newcastle,35,Sale,30,Kingston Park,Craig Maxwell-Keys,65,H,Fri,Apr,2018,2017-18,25.53,20.79,46.32,26.81,26.3,26.46,18.95,18.92,23.7,22.3,22.11,22.32,19.99,50.51,48.6,48.57,41.27,17.2,23.2,21.91,18.95,18.67,26.0,22.36,23.91,19.12,18.89,20.0,18.6,24.0,20.0,38.53211009174312%,30.46875%
842,2019-03-23,17:30,Newcastle,22,Sale,17,St James' Park,Craig Maxwell-Keys,39,H,Sat,Mar,2019,2018-19,25.53,20.79,46.32,25.91,25.38,26.84,23.5,18.92,20.79,20.14,21.13,19.5,19.99,46.7,45.52,47.97,43.0,19.27,17.83,18.18,23.5,18.67,17.94,19.22,19.36,17.0,18.89,17.8,19.0,24.0,20.0,38.53211009174312%,30.46875%
843,2020-11-27,19:45,Newcastle,15,Sale,13,Kingston Park,Wayne Barnes,28,H,Fri,Nov,2020,2020-21,25.53,20.79,46.32,22.73,26.97,26.85,18.95,18.92,18.47,21.69,22.77,22.32,19.99,41.2,48.65,49.62,41.27,14.92,15.0,21.9,18.95,18.67,16.07,23.5,21.25,19.12,18.89,18.0,20.0,24.0,20.0,38.53211009174312%,30.46875%
844,2012-10-26,20:00,Worcester,23,Sale,16,Sixways,N/A,39,H,Fri,Oct,2012,2012-13,25.53,20.79,46.32,24.99,22.83,24.81,20.93,20.93,20.42,18.33,19.37,23.23,19.99,45.42,41.17,44.19,44.15,19.9,20.0,20.64,20.93,24.9,19.44,15.08,14.09,20.6,20.6,23.2,21.4,26.33,20.67,41.904761904761905%,30.46875%
845,2014-02-22,14:00,Worcester,12,Sale,24,Sixways,Tim Wigglesworth,36,A,Sat,Feb,2014,2013-14,25.53,20.79,46.32,24.06,25.03,22.18,20.93,20.93,19.15,20.78,19.22,23.23,19.99,43.21,45.81,41.4,44.15,20.36,21.2,15.64,20.93,24.9,21.47,21.64,20.82,20.6,20.6,11.4,23.8,26.33,20.67,41.904761904761905%,30.46875%
846,2016-02-20,15:00,Worcester,31,Sale,23,Sixways,Greg Garner,54,H,Sat,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,20.93,20.93,19.15,19.5,19.54,23.23,19.99,43.21,44.06,43.44,44.15,20.36,20.85,21.36,20.93,24.9,21.47,20.14,16.91,20.6,20.6,19.4,23.8,26.33,20.67,41.904761904761905%,30.46875%
847,2016-09-24,15:00,Worcester,34,Sale,34,Sixways,JP Doyle,68,D,Sat,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,20.93,20.93,22.25,19.5,21.22,23.23,19.99,49.28,44.06,47.44,44.15,20.9,20.85,24.18,20.93,24.9,21.77,20.14,21.0,20.6,20.6,23.4,29.2,26.33,20.67,41.904761904761905%,30.46875%
848,2017-12-01,19:45,Worcester,14,Sale,18,Sixways,Matthew Carley,32,A,Fri,Dec,2017,2017-18,25.53,20.79,46.32,24.03,27.61,26.46,20.93,20.93,19.75,21.88,22.11,23.23,19.99,43.78,49.49,48.57,44.15,16.18,21.58,19.64,20.93,24.9,17.31,21.7,23.91,20.6,20.6,15.2,26.6,26.33,20.67,41.904761904761905%,30.46875%
849,2019-04-13,15:00,Worcester,39,Sale,17,Sixways,Ian Tempest,56,H,Sat,Apr,2019,2018-19,25.53,20.79,46.32,26.81,25.38,26.84,20.93,20.93,23.7,20.14,21.13,23.23,19.99,50.51,45.52,47.97,44.15,27.38,24.9,25.73,20.93,24.9,26.0,19.22,19.36,20.6,20.6,18.8,22.0,26.33,20.67,41.904761904761905%,30.46875%
850,2019-11-30,15:00,Worcester,20,Sale,13,Sixways,Luke Pearce,33,H,Sat,Nov,2019,2019-20,25.53,20.79,46.32,22.73,25.38,26.4,20.93,20.93,18.47,20.14,20.47,23.23,19.99,41.2,45.52,46.87,44.15,17.27,24.9,21.64,20.93,24.9,16.07,19.22,22.64,20.6,20.6,28.2,21.2,26.33,20.67,41.904761904761905%,30.46875%
851,2021-04-24,15:00,Worcester,32,Sale,35,Sixways,N/A,67,A,Sat,Apr,2021,2020-21,25.53,20.79,46.32,26.81,27.48,26.85,20.93,20.93,23.7,23.14,22.77,23.23,19.99,50.51,50.62,49.62,44.15,27.38,21.55,18.0,20.93,24.9,26.0,20.93,21.25,20.6,20.6,16.8,31.4,26.33,20.67,41.904761904761905%,30.46875%
852,2021-10-30,15:00,Worcester,27,Sale,14,Sixways,Luke Pearce,41,H,Sat,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,20.93,20.93,20.42,23.14,23.63,23.23,19.99,45.42,50.62,51.46,44.15,19.9,21.55,23.17,20.93,24.9,19.44,20.93,20.64,20.6,20.6,22.2,31.2,26.33,20.67,41.904761904761905%,30.46875%
853,2013-02-17,15:00,London Welsh,25,Sale,26,Kassam Stadium,JP Doyle,51,A,Sun,Feb,2013,2012-13,25.53,20.79,46.32,24.06,23.78,24.81,15.59,15.59,19.15,18.95,19.37,33.45,19.99,43.21,42.72,44.19,49.05,16.33,24.5,20.91,15.59,18.5,21.47,16.9,14.09,39.0,39.0,19.0,22.2,18.5,39.0,11.76470588235294%,30.46875%
854,2015-02-15,13:00,London Welsh,12,Sale,52,Kassam Stadium,Tim Wigglesworth,64,A,Sun,Feb,2015,2014-15,25.53,20.79,46.32,24.06,25.84,27.21,15.59,15.59,19.15,20.54,20.83,33.45,19.99,43.21,46.38,48.04,49.05,16.33,13.5,10.27,15.59,18.5,21.47,17.1,18.91,39.0,39.0,9.0,32.4,18.5,39.0,11.76470588235294%,30.46875%
855,2019-05-03,19:45,Bristol,20,Sale,20,Ashton Gate,Matthew Carley,40,D,Fri,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,25.15,25.15,22.83,20.14,21.13,23.48,19.99,52.77,45.52,47.97,48.63,31.5,25.0,27.27,25.15,18.8,19.14,19.22,19.36,19.2,19.2,26.6,25.8,20.33,15.0,60.0%,30.46875%
856,2019-11-01,19:45,Bristol,16,Sale,10,Ashton Gate,Christophe Ridley,26,H,Fri,Nov,2019,2019-20,25.53,20.79,46.32,22.73,25.38,26.4,25.15,25.15,18.47,20.14,20.47,23.48,19.99,41.2,45.52,46.87,48.63,21.14,25.0,27.91,25.15,18.8,16.07,19.22,22.64,19.2,19.2,27.8,21.6,20.33,15.0,60.0%,30.46875%
857,2021-02-05,19:45,Bristol,13,Sale,20,Ashton Gate,Luke Pearce,33,A,Fri,Feb,2021,2020-21,25.53,20.79,46.32,24.06,27.48,26.85,25.15,25.15,19.15,23.14,22.77,23.48,19.99,43.21,50.62,49.62,48.63,20.56,25.92,27.8,25.15,18.8,21.47,20.93,21.25,19.2,19.2,33.0,10.6,20.33,15.0,60.0%,30.46875%
858,2022-01-07,19:45,Bristol,32,Sale,15,Ashton Gate,Wayne Barnes,47,H,Fri,Jan,2022,2021-22,25.53,20.79,46.32,23.57,28.22,27.83,25.15,25.15,19.12,24.39,23.63,23.48,19.99,42.69,52.61,51.46,48.63,35.75,29.25,28.08,25.15,18.8,19.55,23.33,20.64,19.2,19.2,21.4,23.0,20.33,15.0,60.0%,30.46875%
859,2012-02-19,14:30,Saracens,19,Leicester,20,Vicarage Road,Andrew Small,39,A,Sun,Feb,2012,2011-12,25.53,20.79,46.32,24.06,22.83,22.71,23.61,31.18,19.15,18.33,18.7,13.57,21.65,43.21,41.17,41.41,37.17,26.94,23.64,21.18,23.61,29.31,16.95,25.33,28.25,20.0,14.92,20.8,12.0,36.33,19.33,85.38461538461539%,46.666666666666664%
860,2012-09-15,15:30,Saracens,9,Leicester,9,Wembley Stadium,N/A,18,D,Sat,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,26.29,31.18,22.25,18.33,19.37,14.43,21.65,49.28,41.17,44.19,40.71,33.6,23.64,27.58,26.29,29.31,21.71,25.33,22.27,9.0,14.92,27.2,16.2,36.33,19.33,85.38461538461539%,46.666666666666664%
861,2013-12-21,15:00,Saracens,49,Leicester,10,Allianz Park,Wayne Barnes,59,H,Sat,Dec,2013,2013-14,25.53,20.79,46.32,24.03,23.78,22.18,32.22,31.18,19.75,18.95,19.22,16.42,21.65,43.78,42.72,41.4,48.64,35.0,31.92,32.08,32.22,29.31,21.8,19.9,22.75,12.5,14.92,31.6,12.6,36.33,19.33,85.38461538461539%,46.666666666666664%
862,2015-04-11,15:15,Saracens,22,Leicester,6,Allianz Park,Matthew Carley,28,H,Sat,Apr,2015,2014-15,25.53,20.79,46.32,26.81,25.84,27.21,32.22,31.18,23.7,20.54,20.83,16.42,21.65,50.51,46.38,48.04,48.64,31.45,30.56,33.27,32.22,29.31,24.85,16.11,16.58,12.5,14.92,39.6,13.6,36.33,19.33,85.38461538461539%,46.666666666666664%
863,2016-01-02,15:15,Saracens,26,Leicester,6,Allianz Park,Greg Garner,32,H,Sat,Jan,2016,2015-16,25.53,20.79,46.32,23.57,24.56,23.9,32.22,31.18,19.12,19.5,19.54,16.42,21.65,42.69,44.06,43.44,48.64,25.1,26.38,28.77,32.22,29.31,15.89,19.93,19.92,12.5,14.92,31.0,13.0,36.33,19.33,85.38461538461539%,46.666666666666664%
864,2016-05-21,12:30,Saracens,44,Leicester,17,Allianz Park,JP Doyle,61,H,Sat,May,2016,2015-16,25.53,20.79,46.32,29.94,24.56,23.9,32.22,31.18,22.83,19.5,19.54,16.42,21.65,52.77,44.06,43.44,48.64,34.73,26.38,28.77,32.22,29.31,23.0,19.93,19.92,12.5,14.92,24.2,15.2,36.33,19.33,85.38461538461539%,46.666666666666664%
865,2016-10-29,15:00,Saracens,24,Leicester,10,Allianz Park,Wayne Barnes,34,H,Sat,Oct,2016,2016-17,25.53,20.79,46.32,24.99,24.56,26.22,32.22,31.18,20.42,19.5,21.22,16.42,21.65,45.42,44.06,47.44,48.64,31.33,26.38,29.36,32.22,29.31,24.7,19.93,22.58,12.5,14.92,32.8,13.2,36.33,19.33,85.38461538461539%,46.666666666666664%
866,2018-02-25,15:30,Saracens,20,Leicester,28,Allianz Park,Craig Maxwell-Keys,48,A,Sun,Feb,2018,2017-18,25.53,20.79,46.32,24.06,26.3,26.46,32.22,31.18,19.15,22.3,22.11,16.42,21.65,43.21,48.6,48.57,48.64,26.94,37.17,39.25,32.22,29.31,16.95,22.82,25.36,12.5,14.92,34.2,17.2,36.33,19.33,85.38461538461539%,46.666666666666664%
867,2019-02-16,15:00,Saracens,33,Leicester,10,Allianz Park,Tom Foley,43,H,Sat,Feb,2019,2018-19,25.53,20.79,46.32,24.06,25.38,26.84,32.22,31.18,19.15,20.14,21.13,16.42,21.65,43.21,45.52,47.97,48.64,26.94,32.44,35.08,32.22,29.31,16.95,16.0,16.09,12.5,14.92,34.6,18.0,36.33,19.33,85.38461538461539%,46.666666666666664%
868,2020-03-07,13:00,Saracens,24,Leicester,13,Allianz Park,J P Doyle,37,H,Sat,Mar,2020,2019-20,25.53,20.79,46.32,25.91,26.97,26.4,32.22,31.18,20.79,21.69,20.47,16.42,21.65,46.7,48.65,46.87,48.64,30.0,33.88,32.64,32.22,29.31,25.71,11.0,13.55,12.5,14.92,37.2,16.0,36.33,19.33,85.38461538461539%,46.666666666666664%
869,2022-03-05,15:00,Saracens,34,Leicester,27,StoneX Stadium,Craig Maxwell-Keys,61,H,Sat,Mar,2022,2021-22,25.53,20.79,46.32,25.91,28.22,27.83,38.29,31.18,20.79,24.39,23.63,23.88,21.65,46.7,52.61,51.46,62.18,30.0,35.77,36.23,38.29,29.31,25.71,23.77,28.67,22.5,14.92,33.8,16.2,36.33,19.33,85.38461538461539%,46.666666666666664%
870,2022-10-01,15:00,Saracens,51,Leicester,18,StoneX Stadium,Matthew Carley,69,H,Sat,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,38.29,31.18,20.42,24.39,25.77,23.88,21.65,45.42,52.61,54.09,62.18,31.33,35.77,41.4,38.29,29.31,24.7,23.77,25.0,22.5,14.92,36.4,27.8,36.33,19.33,85.38461538461539%,46.666666666666664%
871,2011-04-02,17:30,Harlequins,13,Leicester,17,Twickenham Stoop,Wayne Barnes,30,A,Sat,Apr,2011,2010-11,25.53,20.79,46.32,26.81,23.01,23.46,25.92,26.66,23.7,18.59,18.07,21.85,21.65,50.51,41.59,41.53,47.76,27.62,27.45,25.55,26.45,25.93,24.85,24.92,21.55,23.33,23.79,34.0,14.0,27.33,23.67,68.88888888888889%,46.666666666666664%
872,2012-04-21,15:15,Harlequins,33,Leicester,43,Twickenham Stoop,Wayne Barnes,76,A,Sat,Apr,2012,2011-12,25.53,20.79,46.32,26.81,22.83,22.71,25.92,26.66,23.7,18.33,18.7,21.85,21.65,50.51,41.17,41.41,47.76,27.62,26.92,28.15,26.45,25.93,24.85,25.33,28.25,23.33,23.79,20.8,15.8,27.33,23.67,68.88888888888889%,46.666666666666664%
873,2012-05-26,15:00,Harlequins,30,Leicester,23,Twickenham Stadium,Wayne Barnes,53,H,Sat,May,2012,2011-12,25.53,20.79,46.32,29.94,22.83,22.71,27.67,26.66,22.83,18.33,18.7,23.38,21.65,52.77,41.17,41.41,51.05,26.58,26.92,28.15,28.5,25.93,23.0,25.33,28.25,26.2,23.79,24.2,20.6,27.33,23.67,68.88888888888889%,46.666666666666664%
874,2013-02-16,17:15,Harlequins,25,Leicester,21,Twickenham Stoop,Wayne Barnes,46,H,Sat,Feb,2013,2012-13,25.53,20.79,46.32,24.06,23.78,24.81,25.92,26.66,19.15,18.95,19.37,21.85,21.65,43.21,42.72,44.19,47.76,23.43,19.3,24.64,26.45,25.93,16.95,19.9,22.27,23.33,23.79,21.6,18.8,27.33,23.67,68.88888888888889%,46.666666666666664%
