,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,hour,day,month,year,season,avgHomeLast5Scores,avgHomeLast5ScoresAgainst,homeTeamCode,awayTeamCode,monthCode,venueCode,dayCode,targetCode
1253,2019-12-21,15:00,Wasps,22,Harlequins,28,Ricoh Arena,Wayne Barnes,50,A,15,Sat,Dec,2019,2019-20,25.0,24.6,13,4,2,17,2,0
1256,2019-12-21,15:00,Saracens,47,Bristol,13,Allianz Park,Tom Foley,60,H,15,Sat,Dec,2019,2019-20,29.8,15.6,12,1,2,2,2,1
1254,2019-12-21,15:00,Sale,22,Northampton,10,AJ Bell Stadium,JP Doyle,32,H,15,Sat,Dec,2019,2019-20,24.8,19.4,11,10,2,0,2,1
1257,2019-12-22,15:00,London Irish,10,Bath,38,Madejski Stadium,Karl Dickson,48,A,15,Sun,Dec,2019,2019-20,18.2,36.2,7,0,2,13,3,0
1258,2019-12-27,19:45,Bristol,21,Wasps,26,Ashton Gate,Luke Pearce,47,A,19,Fri,Dec,2019,2019-20,25.8,18.8,1,13,2,3,0,0
1259,2019-12-28,14:00,Northampton,33,Gloucester,26,Franklin's Gardens,Karl Dickson,59,H,14,Sat,Dec,2019,2019-20,36.0,20.2,10,3,2,7,2,1
1260,2019-12-28,15:00,Bath,16,Sale,14,Recreation Ground,Craig Maxwell-Keys,30,H,15,Sat,Dec,2019,2019-20,20.4,16.8,0,11,2,14,2,1
1261,2019-12-28,15:00,Worcester,20,London Irish,6,Sixways,Ian Tempest,26,H,15,Sat,Dec,2019,2019-20,24.4,20.4,14,7,2,20,2,1
1262,2019-12-28,16:30,Harlequins,30,Leicester,30,Twickenham Stadium,Matthew Carley,60,D,16,Sat,Dec,2019,2019-20,20.2,18.8,4,6,2,27,2,0
1263,2019-12-29,15:00,Exeter,14,Saracens,7,Sandy Park,Wayne Barnes,21,H,15,Sun,Dec,2019,2019-20,30.6,18.2,2,12,2,19,3,1
1264,2020-01-03,19:45,Sale,48,Harlequins,10,AJ Bell Stadium,Ian Tempest,58,H,19,Fri,Jan,2020,2019-20,23.6,18.0,11,4,4,0,0,1
1267,2020-01-04,15:00,Saracens,62,Worcester,5,Allianz Park,Craig Maxwell-Keys,67,H,15,Sat,Jan,2020,2019-20,34.0,15.8,12,14,4,2,2,1
1266,2020-01-04,15:00,Gloucester,29,Bath,15,Kingsholm,Tom Foley,44,H,15,Sat,Jan,2020,2019-20,25.6,15.0,3,0,4,10,2,1
1265,2020-01-04,13:00,Leicester,31,Bristol,18,Welford Road,JP Doyle,49,H,13,Sat,Jan,2020,2019-20,19.8,24.6,6,1,4,31,2,1
1268,2020-01-05,14:30,London Irish,28,Exeter,45,Madejski Stadium,Christophe Ridley,73,A,14,Sun,Jan,2020,2019-20,14.4,37.2,7,2,4,13,3,0
1269,2020-01-05,15:00,Wasps,31,Northampton,35,Ricoh Arena,Matthew Carley,66,A,15,Sun,Jan,2020,2019-20,23.8,27.0,13,10,4,17,3,0
1270,2020-01-24,19:45,Northampton,16,London Irish,20,Franklin's Gardens,Tom Foley,36,A,19,Fri,Jan,2020,2019-20,36.4,17.4,10,7,4,7,0,0
1274,2020-01-25,15:00,Worcester,26,Wasps,30,Sixways,Craig Maxwell-Keys,56,A,15,Sat,Jan,2020,2019-20,23.0,17.6,14,13,4,20,2,0
1271,2020-01-25,15:00,Bath,13,Leicester,10,Recreation Ground,Wayne Barnes,23,H,15,Sat,Jan,2020,2019-20,18.4,15.8,0,6,4,14,2,1
1273,2020-01-25,15:00,Exeter,19,Sale,22,Sandy Park,JP Doyle,41,A,15,Sat,Jan,2020,2019-20,25.0,17.2,2,11,4,19,2,0
1272,2020-01-25,15:00,Bristol,34,Gloucester,16,Ashton Gate,Karl Dickson,50,H,15,Sat,Jan,2020,2019-20,25.4,19.8,1,3,4,3,2,1
1275,2020-01-26,15:00,Harlequins,41,Saracens,14,Twickenham Stoop,Luke Pearce,55,H,15,Sun,Jan,2020,2019-20,22.4,20.8,4,12,4,29,3,1
1276,2020-02-14,19:45,Gloucester,15,Exeter,26,Kingsholm,Craig Maxwell-Keys,41,A,19,Fri,Feb,2020,2019-20,26.0,13.4,3,2,3,10,0,0
1278,2020-02-15,15:00,Leicester,18,Wasps,9,Welford Road,Karl Dickson,27,H,15,Sat,Feb,2020,2019-20,22.0,23.6,6,13,3,31,2,1
1277,2020-02-15,15:00,Harlequins,15,London Irish,29,Twickenham Stoop,JP Doyle,44,A,15,Sat,Feb,2020,2019-20,26.0,19.8,4,7,3,29,2,0
1280,2020-02-15,15:00,Worcester,21,Bath,22,Sixways,Christophe Ridley,43,A,15,Sat,Feb,2020,2019-20,22.0,17.8,14,0,3,20,2,0
1279,2020-02-15,15:00,Saracens,36,Sale,22,Allianz Park,Wayne Barnes,58,H,15,Sat,Feb,2020,2019-20,38.8,15.4,12,11,3,2,2,1
1281,2020-02-16,15:00,Northampton,14,Bristol,20,Franklin's Gardens,Tom Foley,34,A,15,Sun,Feb,2020,2019-20,32.0,19.4,10,1,3,7,3,0
1283,2020-02-21,19:45,Wasps,60,Saracens,10,Ricoh Arena,Christophe Ridley,70,H,19,Fri,Feb,2020,2019-20,27.2,27.8,13,12,3,17,0,1
1282,2020-02-21,19:45,Sale,36,Leicester,3,AJ Bell Stadium,Ian Tempest,39,H,19,Fri,Feb,2020,2019-20,32.0,19.4,11,6,3,0,0,1
1284,2020-02-22,15:00,Bath,19,Harlequins,12,Recreation Ground,Tom Foley,31,H,15,Sat,Feb,2020,2019-20,15.2,14.4,0,4,3,14,2,1
1285,2020-02-22,15:00,London Irish,24,Gloucester,20,Madejski Stadium,Luke Pearce,44,H,15,Sat,Feb,2020,2019-20,19.0,37.2,7,3,3,13,2,1
1287,2020-02-23,13:00,Exeter,57,Northampton,7,Sandy Park,Jack Makepeace,64,H,13,Sun,Feb,2020,2019-20,22.0,14.2,2,10,3,19,3,1
1286,2020-02-23,13:00,Bristol,13,Worcester,10,Ashton Gate,JP Doyle,23,H,13,Sun,Feb,2020,2019-20,28.2,19.0,1,14,3,3,3,1
1288,2020-02-28,19:45,Gloucester,17,Sale,23,Kingsholm,Wayne Barnes,40,A,19,Fri,Feb,2020,2019-20,23.4,14.8,3,11,3,10,0,0
1291,2020-02-29,15:00,Northampton,21,Saracens,27,Franklin's Gardens,Matthew Carley,48,A,15,Sat,Feb,2020,2019-20,27.8,20.2,10,12,3,7,2,0
1290,2020-02-29,15:00,Leicester,14,Worcester,8,Welford Road,Adam Leal,22,H,15,Sat,Feb,2020,2019-20,19.4,19.0,6,14,3,31,2,1
1289,2020-02-29,15:00,Harlequins,34,Exeter,30,Twickenham Stoop,Christophe Ridley,64,H,15,Sat,Feb,2020,2019-20,24.6,22.2,4,2,3,29,2,1
1293,2020-03-01,15:00,Bath,13,Bristol,19,Recreation Ground,Ian Tempest,32,A,15,Sun,Mar,2020,2019-20,16.4,14.8,0,1,6,14,3,0
1292,2020-03-01,14:30,London Irish,26,Wasps,36,Madejski Stadium,Tom Foley,62,A,14,Sun,Mar,2020,2019-20,21.0,31.0,7,13,6,13,3,0
1294,2020-03-06,19:45,Worcester,10,Northampton,16,Sixways,Andrew Jackson,26,A,19,Fri,Mar,2020,2019-20,21.4,19.0,14,10,6,20,0,0
1295,2020-03-06,20:00,Sale,39,London Irish,0,AJ Bell Stadium,Anthony Woodthorpe,39,H,20,Fri,Mar,2020,2019-20,30.0,11.8,11,7,6,0,0,1
1296,2020-03-07,13:00,Saracens,24,Leicester,13,Allianz Park,J P Doyle,37,H,13,Sat,Mar,2020,2019-20,37.2,16.0,12,6,6,2,2,1
1297,2020-03-07,14:30,Exeter,57,Bath,20,Sandy Park,Luke Pearce,77,H,14,Sat,Mar,2020,2019-20,29.0,11.8,2,0,6,19,2,1
1298,2020-03-07,14:30,Wasps,39,Gloucester,22,Ricoh Arena,Ian Tempest,61,H,14,Sat,Mar,2020,2019-20,33.8,24.8,13,3,6,17,2,1
1299,2020-03-08,13:00,Bristol,28,Harlequins,15,Ashton Gate,Craig Maxwell-Keys,43,H,13,Sun,Mar,2020,2019-20,22.2,17.8,1,4,6,3,3,1
1490,2020-06-19,16:30,Exeter,40,Sale,30,Sandy Park,Tom Foley,70,H,16,Fri,Jun,2020,2020-21,37.0,11.8,2,11,5,19,0,1
1491,2020-06-26,17:30,Exeter,38,Harlequins,40,Twickenham Stadium,Matthew Carley,78,A,17,Fri,Jun,2020,2020-21,37.4,17.2,2,4,5,27,0,0
1300,2020-08-14,19:45,Harlequins,16,Sale,10,Twickenham Stoop,Luke Pearce,26,H,19,Fri,Aug,2020,2019-20,28.6,24.4,4,11,1,29,0,1
1301,2020-08-15,12:30,Worcester,15,Gloucester,44,Sixways,Cristophe Ridley,59,A,12,Sat,Aug,2020,2019-20,19.4,17.4,14,3,1,20,2,0
1302,2020-08-15,14:00,Exeter,26,Leicester,13,Sandy Park,Tom Foley,39,H,14,Sat,Aug,2020,2019-20,42.2,23.8,2,6,1,19,2,1
1304,2020-08-15,16:30,Bristol,16,Saracens,12,Ashton Gate,Matthew Carley,28,H,16,Sat,Aug,2020,2019-20,24.6,18.8,1,12,1,3,2,1
1303,2020-08-15,15:00,Bath,34,London Irish,17,Recreation Ground,Craig Maxwell-Keys,51,H,15,Sat,Aug,2020,2019-20,14.6,16.0,0,7,1,14,2,1
1305,2020-08-16,15:00,Northampton,21,Wasps,34,Franklin's Gardens,Karl Dickson,55,A,15,Sun,Aug,2020,2019-20,24.0,21.2,10,13,1,7,3,0
1308,2020-08-21,19:45,Wasps,32,Worcester,17,Ricoh Arena,Craig Maxwell-Keys,49,H,19,Fri,Aug,2020,2019-20,36.4,23.4,13,14,1,17,0,1
1307,2020-08-21,19:45,Gloucester,24,Bristol,33,Kingsholm,Luke Pearce,57,A,19,Fri,Aug,2020,2019-20,21.8,17.6,3,1,1,10,0,0
1306,2020-08-21,18:00,Sale,22,Exeter,32,AJ Bell Stadium,Matthew Carley,54,A,18,Fri,Aug,2020,2019-20,34.6,8.2,11,2,1,0,0,0
1310,2020-08-22,14:00,London Irish,3,Northampton,27,Twickenham Stoop,Ian Tempest,30,A,14,Sat,Aug,2020,2019-20,24.8,30.0,7,10,1,29,2,0
1309,2020-08-22,12:30,Saracens,38,Harlequins,24,Allianz Park,Christophe Ridley,62,H,12,Sat,Aug,2020,2019-20,37.0,13.2,12,4,1,2,2,1
1311,2020-08-22,16:30,Leicester,16,Bath,38,Welford Road,Karl Dickson,54,A,16,Sat,Aug,2020,2019-20,20.2,15.8,6,0,1,31,2,0
1313,2020-08-25,19:45,Bristol,22,Exeter,25,Ashton Gate,Wayne Barnes,47,A,19,Tue,Aug,2020,2019-20,22.4,15.8,1,2,1,3,4,0
1312,2020-08-25,17:30,Wasps,11,Sale,20,Ricoh Arena,Matthew Carley,31,A,17,Tue,Aug,2020,2019-20,36.8,22.4,13,11,1,17,4,0
1314,2020-08-26,18:00,Leicester,13,London Irish,7,Welford Road,Ian Tempest,20,H,18,Wed,Aug,2020,2019-20,20.2,20.8,6,7,1,31,5,1
1316,2020-08-26,18:00,Worcester,29,Harlequins,14,Sixways,Luke Pearce,43,H,18,Wed,Aug,2020,2019-20,18.4,23.6,14,4,1,20,5,1
1315,2020-08-26,18:00,Saracens,36,Gloucester,20,Allianz Park,Jack Makepeace,56,H,18,Wed,Aug,2020,2019-20,41.4,15.4,12,3,1,2,5,1
1317,2020-08-26,19:45,Northampton,3,Bath,18,Franklin's Gardens,Christophe Ridley,21,A,19,Wed,Aug,2020,2019-20,21.0,25.4,10,0,1,7,5,0
1318,2020-08-29,15:00,Sale,40,Bristol,7,AJ Bell Stadium,Karl Dickson,47,H,15,Sat,Aug,2020,2019-20,33.4,11.0,11,1,1,0,2,1
1320,2020-08-30,15:00,Exeter,59,Worcester,7,Sandy Park,Adam Leal,66,H,15,Sun,Aug,2020,2019-20,43.6,22.0,2,14,1,19,3,1
1321,2020-08-30,16:30,Gloucester,46,Leicester,30,Kingsholm,Matthew Carley,76,H,16,Sun,Aug,2020,2019-20,24.2,20.0,3,6,1,10,3,1
1319,2020-08-30,14:00,Harlequins,30,Northampton,17,Twickenham Stoop,Craig Maxwell-Keys,47,H,14,Sun,Aug,2020,2019-20,27.2,22.6,4,10,1,29,3,1
1323,2020-08-31,15:00,Bath,23,Wasps,27,Recreation Ground,Wayne Barnes,50,A,15,Mon,Aug,2020,2019-20,19.0,14.4,0,13,1,14,1,0
1322,2020-08-31,13:00,London Irish,12,Saracens,40,Twickenham Stoop,Tom Foley,52,A,13,Mon,Aug,2020,2019-20,18.2,33.2,7,12,1,29,1,0
1325,2020-09-04,19:45,Northampton,19,Exeter,22,Franklin's Gardens,Luke Pearce,41,A,19,Fri,Sep,2020,2019-20,15.0,23.8,10,2,10,7,0,0
1324,2020-09-04,18:00,Worcester,13,Bristol,36,Sixways,Wayne Barnes,49,A,18,Fri,Sep,2020,2019-20,20.2,25.2,14,1,10,20,0,0
1327,2020-09-05,14:00,Harlequins,27,Bath,41,Twickenham Stoop,Tom Foley,68,A,14,Sat,Sep,2020,2019-20,27.2,20.0,4,0,10,29,2,0
1328,2020-09-05,15:00,Leicester,31,Sale,40,Welford Road,Ian Tempest,71,A,15,Sat,Sep,2020,2019-20,18.4,16.0,6,11,10,31,2,0
1326,2020-09-05,12:30,Saracens,18,Wasps,28,Allianz Park,Christophe Ridley,46,A,12,Sat,Sep,2020,2019-20,39.2,16.8,12,13,10,2,2,0
1329,2020-09-05,16:30,Gloucester,36,London Irish,23,Kingsholm,Hamish Smales,59,H,16,Sat,Sep,2020,2019-20,26.2,25.4,3,7,10,10,2,1
1330,2020-09-08,19:45,Bristol,47,Northampton,10,Ashton Gate,Tom Foley,57,H,19,Tue,Sep,2020,2019-20,22.6,15.6,1,10,10,3,4,1
1332,2020-09-09,17:30,Exeter,35,Gloucester,22,Sandy Park,Christophe Ridley,57,H,17,Wed,Sep,2020,2019-20,44.0,22.0,2,3,10,19,5,1
1333,2020-09-09,18:00,Sale,24,Saracens,17,AJ Bell Stadium,Craig Maxwell-Keys,41,H,18,Wed,Sep,2020,2019-20,37.0,10.4,11,12,10,0,5,1
1335,2020-09-09,19:45,London Irish,15,Harlequins,38,Twickenham Stoop,Matthew Carley,53,A,19,Wed,Sep,2020,2019-20,18.6,33.6,7,4,10,29,5,0
1331,2020-09-09,17:30,Wasps,54,Leicester,7,Ricoh Arena,Karl Dickson,61,H,17,Wed,Sep,2020,2019-20,34.6,20.8,13,6,10,17,5,1
1334,2020-09-09,19:45,Bath,40,Worcester,15,Recreation Ground,Andrew Jackson,55,H,19,Wed,Sep,2020,2019-20,20.4,17.0,0,14,10,14,5,1
1339,2020-09-13,15:00,Sale,22,Bath,37,AJ Bell Stadium,Matthew Carley,59,A,15,Sun,Sep,2020,2019-20,32.2,11.8,11,0,10,0,3,0
1340,2020-09-13,16:30,Saracens,40,Exeter,17,Allianz Park,Adam Leal,57,H,16,Sun,Sep,2020,2019-20,30.4,21.4,12,2,10,2,3,1
1338,2020-09-13,15:00,London Irish,25,Worcester,40,Twickenham Stoop,Craig Maxwell-Keys,65,A,15,Sun,Sep,2020,2019-20,16.0,32.2,7,14,10,29,3,0
1336,2020-09-13,12:30,Wasps,59,Bristol,35,Ricoh Arena,Ian Tempest,94,H,12,Sun,Sep,2020,2019-20,39.2,15.2,13,1,10,17,3,1
1337,2020-09-13,14:00,Leicester,28,Northampton,24,Welford Road,Wayne Barnes,52,H,14,Sun,Sep,2020,2019-20,18.4,20.4,6,10,10,31,3,1
1341,2020-09-14,19:45,Gloucester,15,Harlequins,28,Kingsholm,Karl Dickson,43,A,19,Mon,Sep,2020,2019-20,27.6,27.0,3,4,10,10,1,0
1342,2020-09-22,17:30,Bath,31,Gloucester,20,Recreation Ground,Craig Maxwell-Keys,51,H,17,Tue,Sep,2020,2019-20,25.8,18.0,0,3,10,14,4,1
1343,2020-09-28,19:45,Harlequins,23,Wasps,32,Twickenham Stoop,Luke Pearce,55,A,19,Mon,Sep,2020,2019-20,24.4,25.4,4,13,10,29,1,0
1344,2020-09-29,17:30,Northampton,14,Sale,34,Franklin's Gardens,Wayne Barnes,48,A,17,Tue,Sep,2020,2019-20,15.6,24.2,10,11,10,7,4,0
1347,2020-09-30,17:30,Worcester,40,Saracens,27,Sixways,Karl Dickson,67,H,17,Wed,Sep,2020,2019-20,17.6,26.4,14,12,10,20,5,1
1345,2020-09-30,17:30,Bristol,40,Leicester,3,Ashton Gate,Christophe Ridley,43,H,17,Wed,Sep,2020,2019-20,25.2,14.4,1,6,10,3,5,1
1346,2020-09-30,17:30,Exeter,19,London Irish,22,Sandy Park,Ian Tempest,41,A,17,Wed,Sep,2020,2019-20,39.6,22.4,2,7,10,19,5,0
1350,2020-10-04,15:00,London Irish,7,Bristol,36,Twickenham Stoop,Karl Dickson,43,A,15,Sun,Oct,2020,2019-20,16.2,36.2,7,1,9,29,3,0
1351,2020-10-04,15:00,Saracens,17,Bath,17,Allianz Park,Wayne Barnes,34,D,15,Sun,Oct,2020,2019-20,31.2,20.4,12,0,9,2,3,0
1352,2020-10-04,15:00,Wasps,46,Exeter,5,Ricoh Arena,Tom Foley,51,H,15,Sun,Oct,2020,2019-20,39.0,20.2,13,2,9,17,3,1
1349,2020-10-04,15:00,Leicester,26,Harlequins,32,Welford Road,Matthew Carley,58,A,15,Sun,Oct,2020,2019-20,20.4,23.4,6,4,9,31,3,0
1354,2020-10-10,13:30,Wasps,47,Bristol,24,Ricoh Arena,Matthew Carley,71,H,13,Sat,Oct,2020,2019-20,40.4,16.8,13,1,9,17,2,1
1355,2020-10-10,16:30,Exeter,35,Bath,6,Sandy Park,Luke Pearce,41,H,16,Sat,Oct,2020,2019-20,35.4,20.8,2,0,9,19,2,1
1356,2020-10-24,18:00,Exeter,19,Wasps,13,Twickenham Stadium,Craig Maxwell-Keys,32,H,18,Sat,Oct,2020,2019-20,34.8,14.0,2,13,9,27,2,1
1357,2020-11-20,19:45,Harlequins,3,Exeter,33,Twickenham Stoop,Christophe Ridley,36,A,19,Fri,Nov,2020,2020-21,26.0,26.0,4,2,8,29,0,0
1358,2020-11-20,20:00,Sale,32,Northampton,23,AJ Bell Stadium,Ian Tempest,55,H,20,Fri,Nov,2020,2020-21,29.4,18.6,11,10,8,0,0,1
1361,2020-11-21,15:00,Worcester,11,London Irish,10,Sixways,Adam Leal,21,H,15,Sat,Nov,2020,2020-21,21.4,27.4,14,7,8,20,2,1
1360,2020-11-21,15:00,Leicester,38,Gloucester,15,Welford Road,Jack Makepeace,53,H,15,Sat,Nov,2020,2020-21,22.8,28.2,6,3,8,31,2,1
1359,2020-11-21,12:30,Bath,12,Newcastle,19,Recreation Ground,Craig Maxwell-Keys,31,A,12,Sat,Nov,2020,2020-21,28.2,19.6,0,9,8,14,2,0
1362,2020-11-22,13:00,Wasps,23,Bristol,20,Ricoh Arena,Tom Foley,43,H,13,Sun,Nov,2020,2020-21,43.4,18.2,13,1,8,17,3,1
1363,2020-11-27,19:45,Newcastle,15,Sale,13,Kingston Park,Wayne Barnes,28,H,19,Fri,Nov,2020,2020-21,18.0,20.0,9,11,8,11,0,1
1365,2020-11-28,15:00,Bristol,30,Worcester,13,Ashton Gate,Ian Tempest,43,H,15,Sat,Nov,2020,2020-21,30.6,13.0,1,14,8,3,2,1
1366,2020-11-28,15:00,Gloucester,40,Wasps,24,Kingsholm,Hamish Smales,64,H,15,Sat,Nov,2020,2020-21,27.6,27.4,3,13,8,10,2,1
1367,2020-11-28,17:30,Exeter,40,Bath,3,Sandy Park,Christophe Ridley,43,H,17,Sat,Nov,2020,2020-21,33.4,14.0,2,0,8,19,2,1
1364,2020-11-28,14:00,Northampton,29,Harlequins,49,Franklin's Gardens,Tom Foley,78,A,14,Sat,Nov,2020,2020-21,15.6,27.0,10,4,8,7,2,0
1368,2020-11-29,16:15,London Irish,22,Leicester,9,Brentford Community Stadium,Karl Dickson,31,H,16,Sun,Nov,2020,2020-21,12.4,36.2,7,6,8,4,3,1
1369,2020-12-04,19:45,Bristol,18,Northampton,17,Ashton Gate,Luke Pearce,35,H,19,Fri,Dec,2020,2020-21,31.0,12.6,1,10,2,3,0,1
1370,2020-12-05,15:00,Leicester,13,Exeter,35,Welford Road,Craig Maxwell-Keys,48,A,15,Sat,Dec,2020,2020-21,27.2,23.6,6,2,2,31,2,0
1371,2020-12-05,15:00,Wasps,17,Newcastle,27,Ricoh Arena,Andrew Jackson,44,A,15,Sat,Dec,2020,2020-21,45.8,18.2,13,9,2,17,2,0
1372,2020-12-05,15:00,Worcester,17,Bath,33,Sixways,Tom Foley,50,A,15,Sat,Dec,2020,2020-21,21.6,26.2,14,0,2,20,2,0
1374,2020-12-06,16:15,Gloucester,24,Harlequins,34,Kingsholm,Ian Tempest,58,A,16,Sun,Dec,2020,2020-21,32.2,27.6,3,4,2,10,3,0
1373,2020-12-06,14:30,London Irish,13,Sale,21,Brentford Community Stadium,Christophe Ridley,34,A,14,Sun,Dec,2020,2020-21,16.2,32.6,7,11,2,4,3,0
1376,2020-12-26,14:00,Harlequins,19,Bristol,27,Twickenham Stoop,Matthew Carley,46,A,14,Sat,Dec,2020,2020-21,19.8,26.6,4,1,2,29,2,0
1379,2020-12-26,16:30,Northampton,29,Worcester,10,Franklin's Gardens,Christophe Ridley,39,H,16,Sat,Dec,2020,2020-21,17.2,31.4,10,14,2,7,2,1
1378,2020-12-26,15:00,Exeter,28,Gloucester,20,Sandy Park,Tom Foley,48,H,15,Sat,Dec,2020,2020-21,29.6,13.2,2,3,2,19,2,1
1380,2020-12-27,15:00,Sale,23,Wasps,26,AJ Bell Stadium,Craig Maxwell-Keys,49,A,15,Sun,Dec,2020,2020-21,28.0,23.2,11,13,2,0,3,0
1381,2021-01-01,15:00,Bristol,29,Newcastle,17,Ashton Gate,Christophe Ridley,46,H,15,Fri,Jan,2021,2020-21,31.4,13.6,1,9,4,3,0,1
1384,2021-01-02,16:30,Gloucester,19,Sale,22,Kingsholm,Karl Dickson,41,A,16,Sat,Jan,2021,2020-21,32.2,27.8,3,11,4,10,2,0
1383,2021-01-02,14:00,Wasps,34,Exeter,5,Ricoh Arena,Ian Tempest,39,H,14,Sat,Jan,2021,2020-21,38.4,22.2,13,2,4,17,2,1
1386,2021-01-03,15:00,Leicester,36,Bath,31,Welford Road,Wayne Barnes,67,H,15,Sun,Jan,2021,2020-21,27.2,29.2,6,0,4,31,3,1
1387,2021-01-08,19:45,Bath,44,Wasps,52,Recreation Ground,Matthew Carley,96,A,19,Fri,Jan,2021,2020-21,28.0,19.6,0,13,4,14,0,0
1388,2021-01-08,20:00,Sale,20,Worcester,13,AJ Bell Stadium,Wayne Barnes,33,H,20,Fri,Jan,2021,2020-21,28.2,22.0,11,14,4,0,0,1
1389,2021-01-09,14:00,Newcastle,22,Gloucester,10,Kingston Park,Craig Maxwell-Keys,32,H,14,Sat,Jan,2021,2020-21,17.6,21.4,9,3,4,11,2,1
1390,2021-01-09,16:30,Exeter,7,Bristol,20,Sandy Park,Karl Dickson,27,A,16,Sat,Jan,2021,2020-21,28.2,12.8,2,1,4,19,2,0
1392,2021-01-10,15:00,Harlequins,27,London Irish,27,Twickenham Stoop,Tom Foley,54,D,15,Sun,Jan,2021,2020-21,20.4,30.0,4,7,4,29,3,0
1394,2021-01-29,19:45,Leicester,15,Sale,25,Welford Road,Ian Tempest,40,A,19,Fri,Jan,2021,2020-21,28.2,27.4,6,11,4,31,0,0
1393,2021-01-29,19:45,Bristol,48,Bath,3,Ashton Gate,Wayne Barnes,51,H,19,Fri,Jan,2021,2020-21,32.8,12.0,1,0,4,3,0,1
1395,2021-01-30,15:00,Gloucester,26,Northampton,31,Kingsholm,Karl Dickson,57,A,15,Sat,Jan,2021,2020-21,26.8,26.2,3,10,4,10,2,0
1396,2021-01-30,15:00,Worcester,17,Exeter,21,Sixways,Tom Foley,38,A,15,Sat,Jan,2021,2020-21,22.0,24.0,14,2,4,20,2,0
1398,2021-01-31,15:00,Wasps,17,Harlequins,49,Ricoh Arena,Luke Pearce,66,A,15,Sun,Jan,2021,2020-21,33.4,16.2,13,4,4,17,3,0
1397,2021-01-31,14:30,London Irish,31,Newcastle,22,Brentford Community Stadium,Matthew Carley,53,H,14,Sun,Jan,2021,2020-21,16.4,28.8,7,9,4,4,3,1
1399,2021-02-05,19:45,Bristol,13,Sale,20,Ashton Gate,Luke Pearce,33,A,19,Fri,Feb,2021,2020-21,33.0,10.6,1,11,3,3,0,0
1401,2021-02-06,14:15,Bath,15,Harlequins,28,Recreation Ground,Craig Maxwell-Keys,43,A,14,Sat,Feb,2021,2020-21,30.0,26.6,0,4,3,14,2,0
1403,2021-02-06,15:00,London Irish,32,Gloucester,26,Brentford Community Stadium,Ian Tempest,58,H,15,Sat,Feb,2021,2020-21,19.6,25.6,7,3,3,4,2,1
1402,2021-02-06,15:00,Leicester,41,Worcester,24,Welford Road,Andrew Jackson,65,H,15,Sat,Feb,2021,2020-21,25.6,27.6,6,14,3,31,2,1
1400,2021-02-06,13:00,Wasps,17,Northampton,22,Ricoh Arena,Adam Leal,39,A,13,Sat,Feb,2021,2020-21,27.6,25.0,13,10,3,17,2,0
1404,2021-02-07,13:00,Newcastle,9,Exeter,15,Kingston Park,Anthony Woodthorpe,24,A,13,Sun,Feb,2021,2020-21,17.6,20.0,9,2,3,11,3,0
1406,2021-02-12,20:00,Sale,22,Bath,27,AJ Bell Stadium,Christophe Ridley,49,A,20,Fri,Feb,2021,2020-21,24.2,23.2,11,0,3,0,0,0
1405,2021-02-12,19:45,Gloucester,17,Bristol,18,Kingsholm,Tom Foley,35,A,19,Fri,Feb,2021,2020-21,24.8,27.8,3,1,3,10,0,0
1407,2021-02-13,16:00,Harlequins,37,Leicester,24,Twickenham Stoop,Anthony Woodthorpe,61,H,16,Sat,Feb,2021,2020-21,19.8,32.0,4,6,3,29,2,1
1408,2021-02-13,16:15,Exeter,26,London Irish,3,Sandy Park,Jack Makepeace,29,H,16,Sat,Feb,2021,2020-21,25.8,12.4,2,7,3,19,2,1
1410,2021-02-14,13:00,Worcester,13,Wasps,17,Sixways,Ian Tempest,30,A,13,Sun,Feb,2021,2020-21,19.6,25.4,14,13,3,20,3,0
1411,2021-02-19,19:45,Bath,16,Gloucester,14,Recreation Ground,Wayne Barnes,30,H,19,Fri,Feb,2021,2020-21,28.4,26.8,0,3,3,14,0,1
1412,2021-02-20,13:00,Harlequins,24,Sale,12,Twickenham Stoop,Ian Tempest,36,H,13,Sat,Feb,2021,2020-21,21.8,28.6,4,11,3,29,2,1
1413,2021-02-20,15:00,Leicester,27,Wasps,8,Welford Road,Craig Maxwell-Keys,35,H,15,Sat,Feb,2021,2020-21,28.6,26.0,6,13,3,31,2,1
1414,2021-02-20,15:00,Exeter,12,Northampton,13,Sandy Park,Christophe Ridley,25,A,15,Sat,Feb,2021,2020-21,24.0,11.8,2,10,3,19,2,0
1416,2021-02-21,15:00,London Irish,34,Bristol,34,Brentford Community Stadium,Karl Dickson,68,D,15,Sun,Feb,2021,2020-21,21.0,22.8,7,1,3,4,3,0
1417,2021-02-26,19:45,Sale,25,Exeter,20,AJ Bell Stadium,Karl Dickson,45,H,19,Fri,Feb,2021,2020-21,23.8,25.2,11,2,3,0,0,1
1421,2021-02-27,15:15,Gloucester,22,Worcester,14,Kingsholm,Luke Pearce,36,H,15,Sat,Feb,2021,2020-21,25.2,25.8,3,14,3,10,2,1
1419,2021-02-27,15:00,Newcastle,25,Harlequins,22,Kingston Park,Jack Makepeace,47,H,15,Sat,Feb,2021,2020-21,15.0,17.6,9,4,3,11,2,1
