,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,hour,day,month,year,season,avgLast5Scores,avgLast5ScoresAgainst,team1Code,team2Code,monthCode,venueCode,dayCode,refereeCode,seasonCode,targetCode
80,2010-10-31,15:00,Leeds,8,Wasps,17,Headingley,Dean Richards,25,A,15,Sun,Oct,2010,2010-11,13.6,28.4,5,13,9,9,3,15,0,0
81,2010-10-31,15:00,Wasps,17,Leeds,8,Headingley,Dean Richards,25,A,15,Sun,Oct,2010,2010-11,21.8,28.4,13,5,9,9,3,15,0,0
82,2010-10-31,15:00,London Irish,39,Sale,26,Madejski Stadium,Martin Fox,65,H,15,Sun,Oct,2010,2010-11,26.8,16.2,7,11,9,14,3,31,0,1
85,2010-11-19,19:45,Northampton,19,Sale,10,Edgeley Park,Unknown,29,A,19,Fri,Nov,2010,2010-11,29.2,15.6,10,11,8,6,0,45,0,0
87,2010-11-19,19:45,Harlequins,13,Leicester,18,Welford Road,Unknown,31,H,19,Fri,Nov,2010,2010-11,22.4,17.0,4,6,8,32,0,45,0,1
86,2010-11-19,19:45,Leicester,18,Harlequins,13,Welford Road,Unknown,31,H,19,Fri,Nov,2010,2010-11,26.2,20.6,6,4,8,32,0,45,0,1
84,2010-11-19,19:45,Sale,10,Northampton,19,Edgeley Park,Unknown,29,A,19,Fri,Nov,2010,2010-11,18.6,23.0,11,10,8,6,0,45,0,0
88,2010-11-20,15:00,Exeter,15,Leeds,9,Sandy Park,Unknown,24,H,15,Sat,Nov,2010,2010-11,17.6,21.0,2,5,8,20,2,45,0,1
89,2010-11-20,15:00,Leeds,9,Exeter,15,Sandy Park,Unknown,24,H,15,Sat,Nov,2010,2010-11,11.0,27.4,5,2,8,20,2,45,0,1
94,2010-11-21,16:15,Bath,13,Saracens,17,Recreation Ground,Unknown,30,A,16,Sun,Nov,2010,2010-11,13.0,18.4,0,12,8,15,3,45,0,0
90,2010-11-21,14:45,Wasps,33,London Irish,25,Adams Park,Unknown,58,H,14,Sun,Nov,2010,2010-11,21.8,24.2,13,7,8,1,3,45,0,1
92,2010-11-21,15:00,Newcastle,12,Gloucester,6,Kingston Park,Unknown,18,H,15,Sun,Nov,2010,2010-11,13.4,28.0,9,3,8,12,3,45,0,1
95,2010-11-21,16:15,Saracens,17,Bath,13,Recreation Ground,Unknown,30,A,16,Sun,Nov,2010,2010-11,20.0,17.4,12,0,8,15,3,45,0,0
93,2010-11-21,15:00,Gloucester,6,Newcastle,12,Kingston Park,Unknown,18,H,15,Sun,Nov,2010,2010-11,21.6,16.8,3,9,8,12,3,45,0,1
91,2010-11-21,14:45,London Irish,25,Wasps,33,Adams Park,Unknown,58,H,14,Sun,Nov,2010,2010-11,32.0,17.4,7,13,8,1,3,45,0,1
99,2010-11-27,15:00,Newcastle,19,Leicester,44,Welford Road,Unknown,63,H,15,Sat,Nov,2010,2010-11,12.4,24.8,9,6,8,32,2,45,0,1
96,2010-11-27,15:00,Exeter,24,Sale,19,Sandy Park,Unknown,43,H,15,Sat,Nov,2010,2010-11,16.2,19.4,2,11,8,20,2,45,0,1
97,2010-11-27,15:00,Sale,19,Exeter,24,Sandy Park,Unknown,43,H,15,Sat,Nov,2010,2010-11,16.4,23.4,11,2,8,20,2,45,0,1
105,2010-11-27,17:30,Wasps,11,Bath,6,Recreation Ground,Dean Richards,17,A,17,Sat,Nov,2010,2010-11,21.0,23.2,13,0,8,15,2,15,0,0
104,2010-11-27,17:30,Bath,6,Wasps,11,Recreation Ground,Dean Richards,17,A,17,Sat,Nov,2010,2010-11,13.6,15.6,0,13,8,15,2,15,0,0
100,2010-11-27,15:00,Northampton,35,London Irish,23,Franklin's Gardens,Unknown,58,H,15,Sat,Nov,2010,2010-11,26.8,15.6,10,7,8,7,2,45,0,1
101,2010-11-27,15:00,London Irish,23,Northampton,35,Franklin's Gardens,Unknown,58,H,15,Sat,Nov,2010,2010-11,32.4,20.8,7,10,8,7,2,45,0,1
98,2010-11-27,15:00,Leicester,44,Newcastle,19,Welford Road,Unknown,63,H,15,Sat,Nov,2010,2010-11,23.8,15.8,6,9,8,32,2,45,0,1
103,2010-11-27,16:30,Saracens,13,Gloucester,19,Kingsholm,Unknown,32,H,16,Sat,Nov,2010,2010-11,18.2,17.2,12,3,8,11,2,45,0,1
102,2010-11-27,16:30,Gloucester,19,Saracens,13,Kingsholm,Unknown,32,H,16,Sat,Nov,2010,2010-11,19.6,14.6,3,12,8,11,2,45,0,1
106,2010-11-28,15:00,Harlequins,51,Leeds,18,Twickenham Stoop,Unknown,69,H,15,Sun,Nov,2010,2010-11,21.6,16.4,4,5,8,30,3,45,0,1
107,2010-11-28,15:00,Leeds,18,Harlequins,51,Twickenham Stoop,Unknown,69,H,15,Sun,Nov,2010,2010-11,10.0,25.2,5,4,8,30,3,45,0,1
113,2010-12-04,15:00,Leicester,23,London Irish,14,Madejski Stadium,Unknown,37,A,15,Sat,Dec,2010,2010-11,23.0,18.4,6,7,2,14,2,45,0,0
112,2010-12-04,15:00,London Irish,14,Leicester,23,Madejski Stadium,Unknown,37,A,15,Sat,Dec,2010,2010-11,27.8,25.4,7,6,2,14,2,45,0,0
114,2010-12-05,14:45,Wasps,24,Exeter,12,Adams Park,Unknown,36,H,14,Sun,Dec,2010,2010-11,19.2,20.0,13,2,2,1,3,45,0,1
118,2010-12-05,15:00,Saracens,26,Harlequins,14,Vicarage Road,Unknown,40,H,15,Sun,Dec,2010,2010-11,16.0,17.6,12,4,2,31,3,45,0,1
115,2010-12-05,14:45,Exeter,12,Wasps,24,Adams Park,Unknown,36,H,14,Sun,Dec,2010,2010-11,18.4,15.2,2,13,2,1,3,45,0,1
119,2010-12-05,15:00,Harlequins,14,Saracens,26,Vicarage Road,Unknown,40,H,15,Sun,Dec,2010,2010-11,23.8,17.4,4,12,2,31,3,45,0,1
126,2010-12-26,15:00,Saracens,13,Wasps,6,Wembley Stadium,Unknown,19,H,15,Sun,Dec,2010,2010-11,16.0,16.4,12,13,2,33,3,45,0,1
127,2010-12-26,15:00,Wasps,6,Saracens,13,Wembley Stadium,Unknown,19,H,15,Sun,Dec,2010,2010-11,19.0,17.6,13,12,2,33,3,45,0,1
128,2010-12-27,15:00,Leicester,54,Sale,21,Welford Road,Unknown,75,H,15,Mon,Dec,2010,2010-11,23.6,16.0,6,11,2,32,1,45,0,1
131,2010-12-27,16:15,London Irish,18,Harlequins,28,Twickenham Stadium,Unknown,46,H,16,Mon,Dec,2010,2010-11,22.6,25.2,7,4,2,28,1,45,0,1
129,2010-12-27,15:00,Sale,21,Leicester,54,Welford Road,Unknown,75,H,15,Mon,Dec,2010,2010-11,17.0,22.0,11,6,2,32,1,45,0,1
130,2010-12-27,16:15,Harlequins,28,London Irish,18,Twickenham Stadium,Unknown,46,H,16,Mon,Dec,2010,2010-11,22.0,20.2,4,7,2,28,1,45,0,1
137,2011-01-01,15:00,Harlequins,16,Northampton,13,Franklin's Gardens,Unknown,29,A,15,Sat,Jan,2011,2010-11,22.4,17.2,4,10,4,7,2,45,0,0
132,2011-01-01,15:00,Leeds,15,Gloucester,13,Headingley,Unknown,28,H,15,Sat,Jan,2011,2010-11,12.4,25.8,5,3,4,9,2,45,0,1
136,2011-01-01,15:00,Northampton,13,Harlequins,16,Franklin's Gardens,Unknown,29,A,15,Sat,Jan,2011,2010-11,30.4,15.4,10,4,4,7,2,45,0,0
135,2011-01-01,15:00,Bath,25,London Irish,24,Madejski Stadium,Unknown,49,A,15,Sat,Jan,2011,2010-11,8.6,14.6,0,7,4,14,2,45,0,0
134,2011-01-01,15:00,London Irish,24,Bath,25,Madejski Stadium,Unknown,49,A,15,Sat,Jan,2011,2010-11,23.8,29.0,7,0,4,14,2,45,0,0
133,2011-01-01,15:00,Gloucester,13,Leeds,15,Headingley,Unknown,28,H,15,Sat,Jan,2011,2010-11,19.0,13.2,3,5,4,9,2,45,0,1
138,2011-01-02,14:45,Wasps,33,Newcastle,16,Adams Park,Unknown,49,H,14,Sun,Jan,2011,2010-11,18.2,12.8,13,9,4,1,3,45,0,1
142,2011-01-02,16:15,Exeter,15,Leicester,22,Sandy Park,Unknown,37,A,16,Sun,Jan,2011,2010-11,16.6,14.6,2,6,4,20,3,45,0,0
139,2011-01-02,14:45,Newcastle,16,Wasps,33,Adams Park,Unknown,49,H,14,Sun,Jan,2011,2010-11,13.8,24.4,9,13,4,1,3,45,0,1
140,2011-01-02,15:00,Sale,28,Saracens,22,Edgeley Park,Unknown,50,H,15,Sun,Jan,2011,2010-11,16.4,27.8,11,12,4,6,3,45,0,1
141,2011-01-02,15:00,Saracens,22,Sale,28,Edgeley Park,Unknown,50,H,15,Sun,Jan,2011,2010-11,15.6,15.0,12,11,4,6,3,45,0,1
143,2011-01-02,16:15,Leicester,22,Exeter,15,Sandy Park,Unknown,37,A,16,Sun,Jan,2011,2010-11,30.2,17.2,6,2,4,20,3,45,0,0
144,2011-01-07,19:45,Newcastle,19,Sale,19,Kingston Park,Unknown,38,D,19,Fri,Jan,2011,2010-11,14.6,26.4,9,11,4,12,0,45,0,0
145,2011-01-07,19:45,Sale,19,Newcastle,19,Kingston Park,Unknown,38,D,19,Fri,Jan,2011,2010-11,20.8,31.6,11,9,4,12,0,45,0,0
152,2011-01-08,15:00,Leicester,27,Northampton,16,Welford Road,Unknown,43,H,15,Sat,Jan,2011,2010-11,32.2,16.4,6,10,4,32,2,45,0,1
149,2011-01-08,15:00,Exeter,23,Gloucester,37,Kingsholm,Unknown,60,H,15,Sat,Jan,2011,2010-11,17.8,16.6,2,3,4,11,2,45,0,1
151,2011-01-08,15:00,Wasps,10,Harlequins,17,Twickenham Stoop,Unknown,27,H,15,Sat,Jan,2011,2010-11,21.4,14.4,13,4,4,30,2,45,0,1
147,2011-01-08,14:15,Leeds,13,Bath,16,Recreation Ground,Unknown,29,H,14,Sat,Jan,2011,2010-11,10.6,20.4,5,0,4,15,2,45,0,1
148,2011-01-08,15:00,Gloucester,37,Exeter,23,Kingsholm,Unknown,60,H,15,Sat,Jan,2011,2010-11,18.0,15.6,3,2,4,11,2,45,0,1
150,2011-01-08,15:00,Harlequins,17,Wasps,10,Twickenham Stoop,Unknown,27,H,15,Sat,Jan,2011,2010-11,24.4,18.6,4,13,4,30,2,45,0,1
153,2011-01-08,15:00,Northampton,16,Leicester,27,Welford Road,Unknown,43,H,15,Sat,Jan,2011,2010-11,27.6,14.4,10,6,4,32,2,45,0,1
146,2011-01-08,14:15,Bath,16,Leeds,13,Recreation Ground,Unknown,29,H,14,Sat,Jan,2011,2010-11,13.0,15.8,0,5,4,15,2,45,0,1
154,2011-01-09,15:00,Saracens,12,London Irish,6,Vicarage Road,Unknown,18,H,15,Sun,Jan,2011,2010-11,18.2,16.0,12,7,4,31,3,45,0,1
155,2011-01-09,15:00,London Irish,6,Saracens,12,Vicarage Road,Unknown,18,H,15,Sun,Jan,2011,2010-11,20.8,28.8,7,12,4,31,3,45,0,1
157,2011-02-11,19:45,Bath,19,Sale,7,Edgeley Park,Unknown,26,A,19,Fri,Feb,2011,2010-11,13.2,14.2,0,11,3,6,0,45,0,0
156,2011-02-11,19:45,Sale,7,Bath,19,Edgeley Park,Unknown,26,A,19,Fri,Feb,2011,2010-11,19.4,27.6,11,0,3,6,0,45,0,0
163,2011-02-12,15:00,Saracens,29,Northampton,15,Franklin's Gardens,Unknown,44,A,15,Sat,Feb,2011,2010-11,17.2,14.6,12,10,3,7,2,45,0,0
158,2011-02-12,12:30,London Irish,23,Newcastle,14,Madejski Stadium,Unknown,37,H,12,Sat,Feb,2011,2010-11,17.0,24.6,7,9,3,14,2,45,0,1
159,2011-02-12,12:30,Newcastle,14,London Irish,23,Madejski Stadium,Unknown,37,H,12,Sat,Feb,2011,2010-11,15.8,27.2,9,7,3,14,2,45,0,1
160,2011-02-12,15:00,Exeter,20,Harlequins,6,Sandy Park,Unknown,26,H,15,Sat,Feb,2011,2010-11,17.8,22.2,2,4,3,20,2,45,0,1
162,2011-02-12,15:00,Northampton,15,Saracens,29,Franklin's Gardens,Unknown,44,A,15,Sat,Feb,2011,2010-11,23.4,17.8,10,12,3,7,2,45,0,0
161,2011-02-12,15:00,Harlequins,6,Exeter,20,Sandy Park,Unknown,26,H,15,Sat,Feb,2011,2010-11,25.2,17.0,4,2,3,20,2,45,0,1
164,2011-02-13,15:00,Leeds,9,Leicester,15,Headingley,Unknown,24,A,15,Sun,Feb,2011,2010-11,12.6,22.4,5,6,3,9,3,45,0,0
167,2011-02-13,17:00,Gloucester,10,Wasps,9,Adams Park,Unknown,19,A,17,Sun,Feb,2011,2010-11,18.8,15.0,3,13,3,1,3,45,0,0
165,2011-02-13,15:00,Leicester,15,Leeds,9,Headingley,Unknown,24,A,15,Sun,Feb,2011,2010-11,34.0,17.0,6,5,3,9,3,45,0,0
166,2011-02-13,17:00,Wasps,9,Gloucester,10,Adams Park,Unknown,19,A,17,Sun,Feb,2011,2010-11,16.8,12.8,13,3,3,1,3,45,0,0
169,2011-02-18,19:45,London Irish,9,Gloucester,23,Kingsholm,Unknown,32,H,19,Fri,Feb,2011,2010-11,17.0,20.4,7,3,3,11,0,45,0,1
170,2011-02-18,20:00,Newcastle,13,Exeter,23,Kingston Park,Unknown,36,A,20,Fri,Feb,2011,2010-11,16.0,25.0,9,2,3,12,0,45,0,0
171,2011-02-18,20:00,Exeter,23,Newcastle,13,Kingston Park,Unknown,36,A,20,Fri,Feb,2011,2010-11,18.8,21.6,2,9,3,12,0,45,0,0
168,2011-02-18,19:45,Gloucester,23,London Irish,9,Kingsholm,Unknown,32,H,19,Fri,Feb,2011,2010-11,17.0,14.4,3,7,3,11,0,45,0,1
173,2011-02-19,15:00,Northampton,8,Bath,38,Recreation Ground,Unknown,46,H,15,Sat,Feb,2011,2010-11,19.6,21.0,10,0,3,15,2,45,0,1
177,2011-02-19,17:30,Wasps,12,Leicester,21,Welford Road,Unknown,33,H,17,Sat,Feb,2011,2010-11,16.4,13.6,13,6,3,32,2,45,0,1
176,2011-02-19,17:30,Leicester,21,Wasps,12,Welford Road,Unknown,33,H,17,Sat,Feb,2011,2010-11,28.2,15.0,6,13,3,32,2,45,0,1
172,2011-02-19,15:00,Bath,38,Northampton,8,Recreation Ground,Unknown,46,H,15,Sat,Feb,2011,2010-11,15.8,14.4,0,10,3,15,2,45,0,1
175,2011-02-19,15:00,Sale,9,Harlequins,21,Twickenham Stoop,Unknown,30,H,15,Sat,Feb,2011,2010-11,18.8,27.6,11,4,3,30,2,45,0,1
174,2011-02-19,15:00,Harlequins,21,Sale,9,Twickenham Stoop,Unknown,30,H,15,Sat,Feb,2011,2010-11,16.2,17.4,4,11,3,30,2,45,0,1
178,2011-02-20,15:00,Saracens,39,Leeds,0,Vicarage Road,Unknown,39,H,15,Sun,Feb,2011,2010-11,20.4,13.8,12,5,3,31,3,45,0,1
179,2011-02-20,15:00,Leeds,0,Saracens,39,Vicarage Road,Unknown,39,H,15,Sun,Feb,2011,2010-11,12.8,22.0,5,12,3,31,3,45,0,1
181,2011-02-25,19:45,Leicester,18,Sale,16,Edgeley Park,Unknown,34,A,19,Fri,Feb,2011,2010-11,27.8,14.6,6,11,3,6,0,45,0,0
180,2011-02-25,19:45,Sale,16,Leicester,18,Edgeley Park,Unknown,34,A,19,Fri,Feb,2011,2010-11,16.8,27.0,11,6,3,6,0,45,0,0
184,2011-02-26,15:00,London Irish,15,Harlequins,9,Madejski Stadium,Unknown,24,H,15,Sat,Feb,2011,2010-11,16.0,20.4,7,4,3,14,2,45,0,1
186,2011-02-26,15:00,Northampton,16,Gloucester,18,Franklin's Gardens,Unknown,34,A,15,Sat,Feb,2011,2010-11,17.4,26.6,10,3,3,7,2,45,0,0
182,2011-02-26,15:00,Exeter,9,Bath,12,Sandy Park,Unknown,21,A,15,Sat,Feb,2011,2010-11,18.6,20.4,2,0,3,20,2,45,0,0
185,2011-02-26,15:00,Harlequins,9,London Irish,15,Madejski Stadium,Unknown,24,H,15,Sat,Feb,2011,2010-11,17.6,14.0,4,7,3,14,2,45,0,1
187,2011-02-26,15:00,Gloucester,18,Northampton,16,Franklin's Gardens,Unknown,34,A,15,Sat,Feb,2011,2010-11,20.4,13.8,3,10,3,7,2,45,0,0
183,2011-02-26,15:00,Bath,12,Exeter,9,Sandy Park,Unknown,21,A,15,Sat,Feb,2011,2010-11,20.8,12.6,0,2,3,20,2,45,0,0
188,2011-02-27,13:00,Wasps,15,Saracens,26,Adams Park,Unknown,41,A,13,Sun,Feb,2011,2010-11,14.0,15.4,13,12,3,1,3,45,0,0
190,2011-02-27,17:30,Leeds,5,Newcastle,22,Headingley,Unknown,27,A,17,Sun,Feb,2011,2010-11,11.0,26.8,5,9,3,9,3,45,0,0
191,2011-02-27,17:30,Newcastle,22,Leeds,5,Headingley,Unknown,27,A,17,Sun,Feb,2011,2010-11,16.2,28.4,9,5,3,9,3,45,0,0
189,2011-02-27,13:00,Saracens,26,Wasps,15,Adams Park,Unknown,41,A,13,Sun,Feb,2011,2010-11,23.0,11.0,12,13,3,1,3,45,0,0
192,2011-03-04,20:00,Newcastle,33,Harlequins,18,Kingston Park,Unknown,51,H,20,Fri,Mar,2011,2010-11,16.8,20.6,9,4,6,12,0,45,0,1
193,2011-03-04,20:00,Harlequins,18,Newcastle,33,Kingston Park,Unknown,51,H,20,Fri,Mar,2011,2010-11,13.8,13.4,4,9,6,12,0,45,0,1
194,2011-03-05,15:00,Gloucester,34,Bath,22,Kingsholm,Unknown,56,H,15,Sat,Mar,2011,2010-11,20.2,14.4,3,0,6,11,2,45,0,1
196,2011-03-05,15:15,Leicester,14,Saracens,15,Welford Road,Unknown,29,A,15,Sat,Mar,2011,2010-11,20.6,13.6,6,12,6,32,2,45,0,0
195,2011-03-05,15:00,Bath,22,Gloucester,34,Kingsholm,Unknown,56,H,15,Sat,Mar,2011,2010-11,22.0,12.2,0,3,6,11,2,45,0,1
197,2011-03-05,15:15,Saracens,15,Leicester,14,Welford Road,Unknown,29,A,15,Sat,Mar,2011,2010-11,25.6,12.8,12,6,6,32,2,45,0,0
198,2011-03-06,15:00,Exeter,30,Northampton,9,Sandy Park,Unknown,39,H,15,Sun,Mar,2011,2010-11,18.0,18.0,2,10,6,20,3,45,0,1
203,2011-03-06,15:00,London Irish,19,Leeds,27,Headingley,Unknown,46,H,15,Sun,Mar,2011,2010-11,15.4,16.6,7,5,6,9,3,45,0,1
202,2011-03-06,15:00,Leeds,27,London Irish,19,Headingley,Unknown,46,H,15,Sun,Mar,2011,2010-11,8.4,21.0,5,7,6,9,3,45,0,1
201,2011-03-06,15:00,Sale,26,Wasps,33,Adams Park,Unknown,59,H,15,Sun,Mar,2011,2010-11,15.8,19.8,11,13,6,1,3,45,0,1
200,2011-03-06,15:00,Wasps,33,Sale,26,Adams Park,Unknown,59,H,15,Sun,Mar,2011,2010-11,15.8,18.0,13,11,6,1,3,45,0,1
199,2011-03-06,15:00,Northampton,9,Exeter,30,Sandy Park,Unknown,39,H,15,Sun,Mar,2011,2010-11,13.6,25.6,10,2,6,20,3,45,0,1
204,2011-03-12,15:00,Leeds,13,Northampton,23,Headingley,Unknown,36,A,15,Sat,Mar,2011,2010-11,10.8,22.2,5,10,6,9,2,45,0,0
205,2011-03-12,15:00,Northampton,23,Leeds,13,Headingley,Unknown,36,A,15,Sat,Mar,2011,2010-11,12.8,28.4,10,5,6,9,2,45,0,0
207,2011-03-25,19:45,Leeds,12,Sale,15,Edgeley Park,Unknown,27,H,19,Fri,Mar,2011,2010-11,10.8,23.6,5,11,6,6,0,45,0,1
206,2011-03-25,19:45,Sale,15,Leeds,12,Edgeley Park,Unknown,27,H,19,Fri,Mar,2011,2010-11,15.4,22.0,11,5,6,6,0,45,0,1
213,2011-03-26,16:30,Leicester,37,Bath,6,Recreation Ground,Unknown,43,A,16,Sat,Mar,2011,2010-11,19.0,13.6,6,0,6,15,2,45,0,0
208,2011-03-26,15:00,Harlequins,53,Gloucester,15,Twickenham Stoop,Unknown,68,H,15,Sat,Mar,2011,2010-11,14.2,17.4,4,3,6,30,2,45,0,1
212,2011-03-26,16:30,Bath,6,Leicester,37,Recreation Ground,Unknown,43,A,16,Sat,Mar,2011,2010-11,21.4,14.2,0,6,6,15,2,45,0,0
211,2011-03-26,15:00,Exeter,17,London Irish,39,Madejski Stadium,Unknown,56,H,15,Sat,Mar,2011,2010-11,21.0,15.4,2,7,6,14,2,45,0,1
210,2011-03-26,15:00,London Irish,39,Exeter,17,Madejski Stadium,Unknown,56,H,15,Sat,Mar,2011,2010-11,14.4,17.0,7,2,6,14,2,45,0,1
209,2011-03-26,15:00,Gloucester,15,Harlequins,53,Twickenham Stoop,Unknown,68,H,15,Sat,Mar,2011,2010-11,24.4,15.8,3,4,6,30,2,45,0,1
217,2011-03-27,15:00,Newcastle,9,Saracens,24,Vicarage Road,Unknown,33,H,15,Sun,Mar,2011,2010-11,20.2,17.6,9,12,6,31,3,45,0,1
215,2011-03-27,13:45,Wasps,3,Northampton,39,Franklin's Gardens,Unknown,42,H,13,Sun,Mar,2011,2010-11,15.8,20.0,13,10,6,7,3,45,0,1
216,2011-03-27,15:00,Saracens,24,Newcastle,9,Vicarage Road,Unknown,33,H,15,Sun,Mar,2011,2010-11,24.2,10.0,12,9,6,31,3,45,0,1
214,2011-03-27,13:45,Northampton,39,Wasps,3,Franklin's Gardens,Unknown,42,H,13,Sun,Mar,2011,2010-11,14.2,25.6,10,13,6,7,3,45,0,1
219,2011-04-02,14:30,Sale,24,Northampton,53,Franklin's Gardens,Unknown,77,H,14,Sat,Apr,2011,2010-11,14.6,20.6,11,10,0,7,2,45,0,1
222,2011-04-02,17:30,Harlequins,13,Leicester,17,Twickenham Stoop,Wayne Barnes,30,A,17,Sat,Apr,2011,2010-11,21.4,18.4,4,6,0,30,2,46,0,0
220,2011-04-02,15:00,Gloucester,34,Newcastle,9,Kingsholm,Dean Richards,43,H,15,Sat,Apr,2011,2010-11,20.0,21.8,3,9,0,11,2,15,0,1
223,2011-04-02,17:30,Leicester,17,Harlequins,13,Twickenham Stoop,Wayne Barnes,30,A,17,Sat,Apr,2011,2010-11,21.0,11.6,6,4,0,30,2,46,0,0
221,2011-04-02,15:00,Newcastle,9,Gloucester,34,Kingsholm,Dean Richards,43,H,15,Sat,Apr,2011,2010-11,18.2,18.6,9,3,0,11,2,15,0,1
218,2011-04-02,14:30,Northampton,53,Sale,24,Franklin's Gardens,Unknown,77,H,14,Sat,Apr,2011,2010-11,19.0,20.4,10,11,0,7,2,45,0,1
229,2011-04-03,15:00,Bath,9,Saracens,20,Vicarage Road,Nigel Owens,29,H,15,Sun,Apr,2011,2010-11,19.4,19.0,0,12,0,31,3,37,0,1
227,2011-04-03,15:00,Wasps,12,London Irish,25,Madejski Stadium,Chris White,37,H,15,Sun,Apr,2011,2010-11,14.4,24.4,13,7,0,14,3,7,0,1
228,2011-04-03,15:00,Saracens,20,Bath,9,Vicarage Road,Nigel Owens,29,H,15,Sun,Apr,2011,2010-11,26.6,10.6,12,0,0,31,3,37,0,1
224,2011-04-03,15:00,Leeds,27,Exeter,22,Headingley,Tim Wigglesworth,49,H,15,Sun,Apr,2011,2010-11,11.4,23.6,5,2,0,9,3,43,0,1
226,2011-04-03,15:00,London Irish,25,Wasps,12,Madejski Stadium,Chris White,37,H,15,Sun,Apr,2011,2010-11,21.0,18.0,7,13,0,14,3,7,0,1
225,2011-04-03,15:00,Exeter,22,Leeds,27,Headingley,Tim Wigglesworth,49,H,15,Sun,Apr,2011,2010-11,19.8,15.8,2,5,0,9,3,43,0,1
231,2011-04-08,19:45,Gloucester,31,Sale,36,Edgeley Park,Unknown,67,H,19,Fri,Apr,2011,2010-11,24.8,21.8,3,11,0,6,0,45,0,1
