,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,hour,day,month,year,season,avgLast5Scores,avgLast5ScoresAgainst,team1Code,team2Code,monthCode,venueCode,dayCode,refereeCode,seasonCode,targetCode
398,2013-04-20,15:00,London Irish,47,London Welsh,28,Madejski Stadium,Dean Richards,75,H,15,Sat,Apr,2013,2012-13,25.4,21.0,7,8,0,10,2,9,2,1
397,2013-04-20,15:00,Gloucester,28,Saracens,23,Kingsholm,JP Doyle,51,H,15,Sat,Apr,2013,2012-13,18.2,17.2,3,12,0,8,2,16,2,1
400,2013-04-20,17:45,Northampton,47,Sale,7,Franklin's Gardens,Luke Pearce,54,H,17,Sat,Apr,2013,2012-13,18.6,23.6,10,11,0,5,2,19,2,1
399,2013-04-20,15:00,Worcester,26,Harlequins,42,Sixways,Martin Fox,68,A,15,Sat,Apr,2013,2012-13,18.4,19.8,14,4,0,17,2,20,2,0
396,2013-04-20,14:15,Bath,27,Leicester,26,The Recreation Ground,Tim Wigglesworth,53,H,14,Sat,Apr,2013,2012-13,28.6,19.4,0,6,0,19,2,29,2,1
401,2013-04-21,14:00,Wasps,24,Exeter,37,Adams Park,Wayne Barnes,61,A,14,Sun,Apr,2013,2012-13,24.8,22.0,13,2,0,1,3,31,2,0
406,2013-05-04,15:00,Sale,21,Wasps,20,Salford City Stadium,Dean Richards,41,H,15,Sat,May,2013,2012-13,24.2,19.0,11,13,5,15,2,9,2,1
407,2013-05-04,15:00,Saracens,23,Bath,14,Allianz Park,Martin Fox,37,H,15,Sat,May,2013,2012-13,34.4,13.2,12,0,5,2,2,20,2,1
403,2013-05-04,15:00,Harlequins,22,Northampton,19,Twickenham Stoop,Tim Wigglesworth,41,H,15,Sat,May,2013,2012-13,21.2,17.8,4,10,5,21,2,29,2,1
405,2013-05-04,15:00,London Welsh,33,Worcester,22,Kassam Stadium,Matt Carley,55,H,15,Sat,May,2013,2012-13,19.0,26.2,8,14,5,7,2,21,2,1
404,2013-05-04,15:00,Leicester,32,London Irish,20,Welford Road,Luke Pearce,52,H,15,Sat,May,2013,2012-13,31.0,16.4,6,7,5,23,2,19,2,1
402,2013-05-04,15:00,Exeter,40,Gloucester,39,Sandy Park,Greg Garner,79,H,15,Sat,May,2013,2012-13,22.8,15.2,2,3,5,16,2,11,2,1
408,2013-05-11,15:00,Leicester,33,Harlequins,16,Welford Road,Greg Garner,49,H,15,Sat,May,2013,2012-13,34.0,18.0,6,4,5,23,2,11,2,1
409,2013-05-12,15:00,Saracens,13,Northampton,27,Allianz Park,JP Doyle,40,A,15,Sun,May,2013,2012-13,32.6,13.6,12,10,5,2,3,16,2,0
410,2013-05-25,15:00,Leicester,37,Northampton,17,Twickenham Stadium,Wayne Barnes,54,H,15,Sat,May,2013,2012-13,35.0,18.8,6,10,5,20,2,31,2,1
411,2013-09-06,19:45,Newcastle,0,Bath,21,Kingston Park,Wayne Barnes,21,A,19,Fri,Sep,2013,2013-14,12.6,12.6,9,0,8,9,0,31,3,0
413,2013-09-07,15:00,Gloucester,16,Sale,22,Kingsholm,Andrew Small,38,A,15,Sat,Sep,2013,2013-14,20.2,18.6,3,11,8,8,2,1,3,0
414,2013-09-07,15:00,Northampton,38,Exeter,11,Franklin's Gardens,JP Doyle,49,H,15,Sat,Sep,2013,2013-14,26.2,21.4,10,2,8,5,2,16,3,1
412,2013-09-07,14:00,London Irish,20,Saracens,42,Twickenham Stadium,Greg Garner,62,A,14,Sat,Sep,2013,2013-14,33.0,20.4,7,12,8,20,2,11,3,0
415,2013-09-07,16:30,Wasps,15,Harlequins,16,Twickenham Stadium,Tim Wigglesworth,31,A,16,Sat,Sep,2013,2013-14,24.6,25.8,13,4,8,20,2,29,3,0
416,2013-09-08,14:00,Leicester,32,Worcester,15,Welford Road,Luke Pearce,47,H,14,Sun,Sep,2013,2013-14,37.0,15.8,6,14,8,23,3,19,3,1
417,2013-09-13,19:45,Harlequins,6,Northampton,13,Twickenham Stoop,Andrew Small,19,A,19,Fri,Sep,2013,2013-14,20.4,18.6,4,10,8,21,0,1,3,0
418,2013-09-13,20:00,Sale,14,Newcastle,15,Salford City Stadium,Luke Pearce,29,A,20,Fri,Sep,2013,2013-14,21.8,17.6,11,9,8,15,0,19,3,0
420,2013-09-14,15:00,Worcester,18,London Irish,20,Sixways,Tim Wigglesworth,38,A,15,Sat,Sep,2013,2013-14,21.0,27.0,14,7,8,17,2,29,3,0
421,2013-09-14,15:15,Bath,27,Leicester,20,The Recreation Ground,Greg Garner,47,H,15,Sat,Sep,2013,2013-14,34.0,20.2,0,6,8,19,2,11,3,1
419,2013-09-14,15:00,Exeter,30,Wasps,26,Sandy Park,Martin Fox,56,H,15,Sat,Sep,2013,2013-14,28.4,20.6,2,13,8,16,2,20,3,1
422,2013-09-15,14:00,Saracens,44,Gloucester,12,Allianz Park,Wayne Barnes,56,H,14,Sun,Sep,2013,2013-14,29.0,16.8,12,3,8,2,3,31,3,1
424,2013-09-20,20:00,Sale,26,Wasps,22,Salford City Stadium,Tim Wigglesworth,48,H,20,Fri,Sep,2013,2013-14,20.4,17.4,11,13,8,15,0,29,3,1
423,2013-09-20,19:45,Worcester,13,Harlequins,37,Sixways,Wayne Barnes,50,A,19,Fri,Sep,2013,2013-14,21.8,27.2,14,4,8,17,0,31,3,0
425,2013-09-21,15:00,Leicester,31,Newcastle,6,Welford Road,David Rose,37,H,15,Sat,Sep,2013,2013-14,33.8,16.8,6,9,8,23,2,7,3,1
427,2013-09-21,15:15,Gloucester,26,Northampton,24,Kingsholm,Martin Fox,50,H,15,Sat,Sep,2013,2013-14,21.0,19.4,3,10,8,8,2,20,3,1
426,2013-09-21,15:00,London Irish,23,Exeter,29,Madejski Stadium,Andrew Small,52,A,15,Sat,Sep,2013,2013-14,31.2,25.6,7,2,8,10,2,1,3,0
428,2013-09-22,14:00,Saracens,31,Bath,17,Allianz Park,JP Doyle,48,H,14,Sun,Sep,2013,2013-14,30.8,16.4,12,0,8,2,3,16,3,1
429,2013-09-27,19:45,Northampton,33,Sale,14,Franklin's Gardens,David Rose,47,H,19,Fri,Sep,2013,2013-14,31.6,18.2,10,11,8,5,0,7,3,1
432,2013-09-28,15:15,Harlequins,12,Saracens,22,Twickenham Stoop,Martin Fox,34,A,15,Sat,Sep,2013,2013-14,18.4,17.8,4,12,8,21,2,20,3,0
430,2013-09-28,15:00,Bath,33,London Irish,18,The Recreation Ground,Luke Pearce,51,H,15,Sat,Sep,2013,2013-14,33.0,22.4,0,7,8,19,2,19,3,1
431,2013-09-28,15:00,Wasps,32,Worcester,16,Adams Park,Gregory Garner,48,H,15,Sat,Sep,2013,2013-14,21.8,26.0,13,14,8,1,2,14,3,1
433,2013-09-29,14:00,Exeter,9,Leicester,21,Sandy Park,Tim Wigglesworth,30,A,14,Sun,Sep,2013,2013-14,30.6,19.8,2,6,8,16,3,29,3,0
434,2013-09-29,15:00,Newcastle,16,Gloucester,22,Kingston Park,Andrew Small,38,A,15,Sun,Sep,2013,2013-14,10.6,13.6,9,3,8,9,3,1,3,0
435,2013-10-04,19:45,Sale,19,Bath,13,Salford City Stadium,Andrew Small,32,H,19,Fri,Oct,2013,2013-14,21.4,15.8,11,0,7,15,0,1,3,1
438,2013-10-05,15:00,Worcester,11,Newcastle,16,Sixways,Martin Fox,27,A,15,Sat,Oct,2013,2013-14,20.8,29.2,14,9,7,17,2,20,3,0
437,2013-10-05,15:00,Saracens,19,Wasps,12,Allianz Park,Luke Pearce,31,H,15,Sat,Oct,2013,2013-14,31.6,17.4,12,13,7,2,2,19,3,1
436,2013-10-05,15:00,London Irish,18,Harlequins,13,Madejski Stadium,David Rose,31,H,15,Sat,Oct,2013,2013-14,29.8,27.6,7,4,7,10,2,7,3,1
439,2013-10-05,15:15,Leicester,19,Northampton,19,Welford Road,JP Doyle,38,D,15,Sat,Oct,2013,2013-14,33.0,14.8,6,10,7,23,2,16,3,0
440,2013-10-06,14:00,Gloucester,12,Exeter,29,Kingsholm,Matthew Carley,41,A,14,Sun,Oct,2013,2013-14,20.4,19.6,3,2,7,8,3,22,3,0
441,2013-10-25,19:45,Bath,15,Gloucester,13,The Recreation Ground,Wayne Barnes,28,H,19,Fri,Oct,2013,2013-14,31.6,22.8,0,3,7,19,0,31,3,1
442,2013-10-26,15:00,Exeter,40,Worcester,6,Sandy Park,JP Doyle,46,H,15,Sat,Oct,2013,2013-14,23.0,20.8,2,14,7,16,2,16,3,1
444,2013-10-26,15:15,Northampton,41,Saracens,20,Franklin's Gardens,Tim Wigglesworth,61,H,15,Sat,Oct,2013,2013-14,33.2,16.4,10,12,7,5,2,29,3,1
443,2013-10-26,15:00,Harlequins,24,Sale,3,Twickenham Stoop,Luke Pearce,27,H,15,Sat,Oct,2013,2013-14,15.8,18.0,4,11,7,21,2,19,3,1
446,2013-10-27,15:00,Newcastle,13,London Irish,11,Kingston Park,Gregory Garner,24,H,15,Sun,Oct,2013,2013-14,10.0,16.0,9,7,7,9,3,14,3,1
445,2013-10-27,14:00,Wasps,22,Leicester,12,Adams Park,Andrew Small,34,H,14,Sun,Oct,2013,2013-14,21.6,23.4,13,6,7,1,3,1,3,1
447,2013-11-01,19:45,Worcester,6,Bath,21,Sixways,Gregory Garner,27,A,19,Fri,Nov,2013,2013-14,17.2,27.8,14,0,6,17,0,14,3,0
448,2013-11-01,20:00,Sale,16,Exeter,18,Salford City Stadium,Wayne Barnes,34,A,20,Fri,Nov,2013,2013-14,22.4,15.8,11,2,6,15,0,31,3,0
450,2013-11-02,17:30,Leicester,16,Harlequins,23,Welford Road,Tim Wigglesworth,39,A,17,Sat,Nov,2013,2013-14,30.4,14.6,6,4,6,23,2,29,3,0
449,2013-11-02,17:00,Gloucester,30,Wasps,32,Kingsholm,JP Doyle,62,A,17,Sat,Nov,2013,2013-14,19.8,22.6,3,13,6,8,2,16,3,0
451,2013-11-03,14:00,London Irish,14,Northampton,19,Madejski Stadium,Andrew Small,33,A,14,Sun,Nov,2013,2013-14,28.2,29.0,7,10,6,10,3,1,3,0
452,2013-11-03,15:00,Saracens,40,Newcastle,3,Allianz Park,Matthew Carley,43,H,15,Sun,Nov,2013,2013-14,26.0,16.4,12,9,6,2,3,22,3,1
453,2013-11-22,20:00,Sale,26,Worcester,10,Salford City Stadium,Andrew Small,36,H,20,Fri,Nov,2013,2013-14,19.2,17.6,11,14,6,15,0,1,3,1
455,2013-11-23,15:00,Harlequins,27,Gloucester,19,Twickenham Stoop,Matthew Carley,46,H,15,Sat,Nov,2013,2013-14,17.4,13.2,4,3,6,21,2,22,3,1
456,2013-11-23,15:00,Leicester,20,London Irish,11,Welford Road,Martin Fox,31,H,15,Sat,Nov,2013,2013-14,27.0,16.0,6,7,6,23,2,20,3,1
457,2013-11-23,15:15,Northampton,18,Newcastle,0,Franklin's Gardens,Dean Richards,18,H,15,Sat,Nov,2013,2013-14,33.4,17.6,10,9,6,5,2,9,3,1
454,2013-11-23,15:00,Exeter,9,Saracens,16,Sandy Park,Tim Wigglesworth,25,A,15,Sat,Nov,2013,2013-14,29.2,19.6,2,12,6,16,2,29,3,0
458,2013-11-24,14:00,Wasps,5,Bath,28,Adams Park,Luke Pearce,33,A,14,Sun,Nov,2013,2013-14,21.2,20.6,13,0,6,1,3,19,3,0
459,2013-11-29,19:45,Gloucester,17,Leicester,22,Kingsholm,Greg Garner,39,A,19,Fri,Nov,2013,2013-14,22.4,26.0,3,6,6,8,0,11,3,0
460,2013-11-30,15:00,London Irish,12,Wasps,19,Madejski Stadium,Dean Richards,31,A,15,Sat,Nov,2013,2013-14,24.4,26.2,7,13,6,10,2,9,3,0
462,2013-11-30,15:00,Worcester,10,Northampton,33,Sixways,Tim Wigglesworth,43,A,15,Sat,Nov,2013,2013-14,14.8,27.2,14,10,6,17,2,29,3,0
461,2013-11-30,15:00,Saracens,24,Sale,19,Allianz Park,JP Doyle,43,H,15,Sat,Nov,2013,2013-14,29.4,14.2,12,11,6,2,2,16,3,1
463,2013-11-30,15:15,Bath,21,Exeter,16,The Recreation Ground,Matthew Carley,37,H,15,Sat,Nov,2013,2013-14,28.4,20.4,0,2,6,19,2,22,3,1
464,2013-12-01,15:00,Newcastle,9,Harlequins,35,Kingston Park,Andrew Small,44,A,15,Sun,Dec,2013,2013-14,10.8,16.4,9,4,1,9,3,1,3,0
465,2013-12-20,20:00,Sale,15,London Irish,3,Salford City Stadium,Tim Wigglesworth,18,H,20,Fri,Dec,2013,2013-14,20.2,15.6,11,7,1,15,0,29,3,1
466,2013-12-21,15:00,Bath,14,Harlequins,3,The Recreation Ground,Martin Fox,17,H,15,Sat,Dec,2013,2013-14,24.6,18.6,0,4,1,19,2,20,3,1
469,2013-12-21,15:00,Saracens,49,Leicester,10,Allianz Park,Wayne Barnes,59,H,15,Sat,Dec,2013,2013-14,31.6,12.6,12,6,1,2,2,31,3,1
467,2013-12-21,15:00,Exeter,16,Newcastle,3,Sandy Park,Greg Garner,19,H,15,Sat,Dec,2013,2013-14,25.6,21.6,2,9,1,16,2,11,3,1
468,2013-12-21,15:00,Wasps,15,Northampton,17,Adams Park,Matthew Carley,32,A,15,Sat,Dec,2013,2013-14,19.6,21.8,13,10,1,1,2,22,3,0
470,2013-12-22,15:00,Gloucester,12,Worcester,6,Kingsholm,JP Doyle,18,H,15,Sun,Dec,2013,2013-14,20.2,25.8,3,14,1,8,3,16,3,1
471,2013-12-27,19:45,Newcastle,12,Wasps,17,Kingston Park,Wayne Barnes,29,A,19,Fri,Dec,2013,2013-14,8.2,19.6,9,13,1,9,0,31,3,0
472,2013-12-28,15:00,Leicester,30,Sale,23,Welford Road,Matthew Carley,53,H,15,Sat,Dec,2013,2013-14,23.6,14.8,6,11,1,23,2,22,3,1
474,2013-12-28,15:00,Worcester,8,Saracens,26,Sixways,Gregory Garner,34,A,15,Sat,Dec,2013,2013-14,11.6,25.4,14,12,1,17,2,14,3,0
475,2013-12-28,15:00,Harlequins,22,Exeter,6,Twickenham Stadium,JP Doyle,28,H,15,Sat,Dec,2013,2013-14,18.2,15.2,4,2,1,20,2,16,3,1
473,2013-12-28,15:00,Northampton,43,Bath,25,Franklin's Gardens,Luke Pearce,68,H,15,Sat,Dec,2013,2013-14,35.4,10.4,10,0,1,5,2,19,3,1
476,2013-12-29,15:00,London Irish,19,Gloucester,22,Madejski Stadium,Andrew Small,41,A,15,Sun,Dec,2013,2013-14,17.4,24.4,7,3,1,10,3,1,3,0
477,2014-01-03,19:45,Newcastle,8,Sale,16,Kingston Park,Andrew Small,24,A,19,Fri,Jan,2014,2013-14,10.0,21.2,9,11,3,9,0,1,3,0
478,2014-01-03,19:45,Northampton,23,Harlequins,9,Franklin's Gardens,Greg Garner,32,H,19,Fri,Jan,2014,2013-14,34.6,14.0,10,4,3,5,0,11,3,1
480,2014-01-04,15:15,Gloucester,8,Saracens,29,Kingsholm,Luke Pearce,37,A,15,Sat,Jan,2014,2013-14,19.4,22.6,3,12,3,8,2,19,3,0
479,2014-01-04,15:00,London Irish,22,Worcester,9,Madejski Stadium,Wayne Barnes,31,H,15,Sat,Jan,2014,2013-14,17.2,20.4,7,14,3,10,2,31,3,1
481,2014-01-05,14:00,Leicester,27,Bath,27,Welford Road,JP Doyle,54,D,14,Sun,Jan,2014,2013-14,23.2,16.4,6,0,3,23,3,16,3,0
482,2014-01-05,15:00,Wasps,19,Exeter,16,Adams Park,Andrew Small,35,H,15,Sun,Jan,2014,2013-14,17.8,17.8,13,2,3,1,3,1,3,1
484,2014-02-07,20:00,Sale,24,Gloucester,19,Salford City Stadium,Matthew Carley,43,H,20,Fri,Feb,2014,2013-14,20.4,13.2,11,3,2,15,0,22,3,1
483,2014-02-07,19:45,Worcester,22,Leicester,23,Sixways,Andrew Small,45,A,19,Fri,Feb,2014,2013-14,9.6,26.6,14,6,2,17,0,1,3,0
487,2014-02-08,19:00,Exeter,16,Northampton,17,Sandy Park,Greg Garner,33,A,19,Sat,Feb,2014,2013-14,20.8,14.4,2,10,2,16,2,11,3,0
486,2014-02-08,15:00,Saracens,13,London Irish,22,Allianz Park,Dean Richards,35,A,15,Sat,Feb,2014,2013-14,32.6,12.2,12,7,2,2,2,9,3,0
485,2014-02-08,15:00,Bath,24,Newcastle,6,The Recreation Ground,Tim Wigglesworth,30,H,15,Sat,Feb,2014,2013-14,22.0,14.0,0,9,2,19,2,29,3,1
488,2014-02-09,13:00,Harlequins,11,Wasps,10,Twickenham Stoop,Luke Pearce,21,H,13,Sun,Feb,2014,2013-14,18.2,12.6,4,13,2,21,3,19,3,1
489,2014-02-14,20:00,Sale,10,Saracens,15,Salford City Stadium,Greg Garner,25,A,20,Fri,Feb,2014,2013-14,20.0,12.6,11,12,2,15,0,11,3,0
490,2014-02-15,15:00,Harlequins,18,Newcastle,14,Twickenham Stoop,JP Doyle,32,H,15,Sat,Feb,2014,2013-14,19.2,12.0,4,9,2,21,2,16,3,1
491,2014-02-15,15:00,Wasps,20,London Irish,23,Adams Park,Tim Wigglesworth,43,A,15,Sat,Feb,2014,2013-14,18.6,17.8,13,7,2,1,2,29,3,0
492,2014-02-15,15:00,Northampton,30,Worcester,14,Franklin's Gardens,Wayne Barnes,44,H,15,Sat,Feb,2014,2013-14,31.6,13.6,10,14,2,5,2,31,3,1
493,2014-02-15,15:15,Exeter,23,Bath,27,Sandy Park,Andrew Small,50,A,15,Sat,Feb,2014,2013-14,18.0,12.6,2,0,2,16,2,1,3,0
494,2014-02-16,14:00,Leicester,11,Gloucester,8,Welford Road,Dean Richards,19,H,14,Sun,Feb,2014,2013-14,22.4,20.6,6,3,2,23,3,9,3,1
497,2014-02-22,14:00,Worcester,12,Sale,24,Sixways,Tim Wigglesworth,36,A,14,Sat,Feb,2014,2013-14,11.4,23.8,14,11,2,17,2,29,3,0
495,2014-02-22,14:00,Bath,32,Wasps,25,The Recreation Ground,Matthew Carley,57,H,14,Sat,Feb,2014,2013-14,21.4,11.2,0,13,2,19,2,22,3,1
496,2014-02-22,14:00,Gloucester,25,Harlequins,20,Kingsholm,Gregory Garner,45,H,14,Sat,Feb,2014,2013-14,15.8,23.6,3,4,2,8,2,14,3,1
499,2014-02-23,15:00,Newcastle,16,Northampton,22,Kingston Park,Andrew Small,38,A,15,Sun,Feb,2014,2013-14,11.6,20.2,9,10,2,9,3,1,3,0
500,2014-02-23,15:15,Saracens,23,Exeter,10,Allianz Park,Wayne Barnes,33,H,15,Sun,Feb,2014,2013-14,29.0,13.2,12,2,2,2,3,31,3,1
498,2014-02-23,13:00,London Irish,15,Leicester,20,Madejski Stadium,JP Doyle,35,A,13,Sun,Feb,2014,2013-14,17.0,16.4,7,6,2,10,3,16,3,0
501,2014-02-28,20:00,Bath,10,Saracens,23,The Recreation Ground,Luke Pearce,33,A,20,Fri,Feb,2014,2013-14,21.2,12.6,0,12,2,19,0,19,3,0
503,2014-03-01,15:00,Harlequins,21,Worcester,20,Twickenham Stoop,Wayne Barnes,41,H,15,Sat,Mar,2014,2013-14,20.4,10.4,4,14,4,21,2,31,3,1
505,2014-03-01,15:00,Northampton,39,Gloucester,13,Franklin's Gardens,Tim Wigglesworth,52,H,15,Sat,Mar,2014,2013-14,31.0,13.6,10,3,4,5,2,29,3,1
502,2014-03-01,15:00,Exeter,18,London Irish,0,Sandy Park,Matthew Carley,18,H,15,Sat,Mar,2014,2013-14,20.8,13.8,2,7,4,16,2,22,3,1
504,2014-03-01,15:00,Wasps,17,Sale,21,Adams Park,Dean Richards,38,A,15,Sat,Mar,2014,2013-14,16.2,19.2,13,11,4,1,2,9,3,0
506,2014-03-02,15:00,Newcastle,18,Leicester,41,Kingston Park,Greg Garner,59,A,15,Sun,Mar,2014,2013-14,11.6,20.2,9,6,4,9,3,11,3,0
507,2014-03-21,19:45,Worcester,11,Wasps,13,Sixways,Andrew Small,24,A,19,Fri,Mar,2014,2013-14,11.6,25.4,14,13,4,17,0,1,3,0
510,2014-03-22,15:15,Saracens,39,Harlequins,17,Wembley Stadium,JP Doyle,56,H,15,Sat,Mar,2014,2013-14,29.8,12.8,12,4,4,24,2,16,3,1
508,2014-03-22,14:00,Sale,19,Northampton,6,Salford City Stadium,Luke Pearce,25,H,14,Sat,Mar,2014,2013-14,18.2,13.0,11,10,4,15,2,19,3,1
509,2014-03-22,15:00,Gloucester,40,Newcastle,33,Kingsholm,Wayne Barnes,73,H,15,Sat,Mar,2014,2013-14,18.4,21.8,3,9,4,8,2,31,3,1
511,2014-03-22,17:30,London Irish,23,Bath,44,Madejski Stadium,Greg Garner,67,A,17,Sat,Mar,2014,2013-14,16.4,17.8,7,0,4,10,2,11,3,0
512,2014-03-23,14:00,Leicester,45,Exeter,15,Welford Road,Dean Richards,60,H,14,Sun,Mar,2014,2013-14,20.8,18.4,6,2,4,23,3,9,3,1
513,2014-03-28,19:45,Bath,11,Sale,12,The Recreation Ground,Dean Richards,23,A,19,Fri,Mar,2014,2013-14,20.2,14.6,0,11,4,19,0,9,3,0
514,2014-03-29,15:00,Exeter,13,Gloucester,14,Sandy Park,Matthew Carley,27,A,15,Sat,Mar,2014,2013-14,16.4,12.6,2,3,4,16,2,22,3,0
517,2014-03-29,15:00,Northampton,16,Leicester,22,Franklin's Gardens,Wayne Barnes,38,A,15,Sat,Mar,2014,2013-14,30.6,12.2,10,6,4,5,2,31,3,0
515,2014-03-29,15:00,Harlequins,23,London Irish,9,Twickenham Stoop,Andrew Small,32,H,15,Sat,Mar,2014,2013-14,19.8,13.8,4,7,4,21,2,1,3,1
516,2014-03-29,15:00,Wasps,20,Saracens,32,Adams Park,Luke Pearce,52,A,15,Sat,Mar,2014,2013-14,15.2,21.0,13,12,4,1,2,19,3,0
518,2014-03-30,15:00,Newcastle,12,Worcester,17,Kingston Park,Tim Wigglesworth,29,A,15,Sun,Mar,2014,2013-14,12.6,26.2,9,14,4,9,3,29,3,0
519,2014-04-11,20:00,Sale,12,Harlequins,27,Salford City Stadium,Wayne Barnes,39,A,20,Fri,Apr,2014,2013-14,18.8,10.6,11,4,0,15,0,31,3,0
521,2014-04-12,15:00,Leicester,27,Wasps,15,Welford Road,Andrew Small,42,H,15,Sat,Apr,2014,2013-14,26.6,16.8,6,13,0,23,2,1,3,1
522,2014-04-12,15:00,Worcester,33,Exeter,38,Sixways,JP Doyle,71,A,15,Sat,Apr,2014,2013-14,12.6,23.8,14,2,0,17,2,16,3,0
520,2014-04-12,15:00,Gloucester,17,Bath,18,Kingsholm,Tim Wigglesworth,35,A,15,Sat,Apr,2014,2013-14,20.4,22.0,3,0,0,8,2,29,3,0
524,2014-04-13,15:00,London Irish,40,Newcastle,12,Madejski Stadium,Luke Pearce,52,H,15,Sun,Apr,2014,2013-14,18.2,22.8,7,9,0,10,3,19,3,1
523,2014-04-13,14:00,Saracens,28,Northampton,24,Allianz Park,Matthew Carley,52,H,14,Sun,Apr,2014,2013-14,29.6,15.6,12,10,0,2,3,22,3,1
525,2014-04-18,19:45,Harlequins,24,Leicester,20,Twickenham Stoop,Tim Wigglesworth,44,H,19,Fri,Apr,2014,2013-14,19.0,11.8,4,6,0,21,0,29,3,1
528,2014-04-19,15:15,Wasps,38,Gloucester,30,Twickenham Stadium,Wayne Barnes,68,H,15,Sat,Apr,2014,2013-14,18.2,21.8,13,3,0,20,2,31,3,1
527,2014-04-19,15:00,Exeter,12,Sale,55,Sandy Park,Dean Richards,67,A,15,Sat,Apr,2014,2013-14,17.2,12.2,2,11,0,16,2,9,3,0
526,2014-04-19,15:00,Bath,32,Worcester,20,The Recreation Ground,Matthew Carley,52,H,15,Sat,Apr,2014,2013-14,18.2,13.8,0,14,0,19,2,22,3,1
529,2014-04-20,14:00,Northampton,36,London Irish,21,Franklin's Gardens,JP Doyle,57,H,14,Sun,Apr,2014,2013-14,30.2,16.6,10,7,0,5,3,16,3,1
530,2014-04-20,15:00,Newcastle,18,Saracens,23,Kingston Park,Andrew Small,41,A,15,Sun,Apr,2014,2013-14,13.2,22.6,9,12,0,9,3,1,3,0
531,2014-05-02,19:45,Bath,19,Northampton,19,The Recreation Ground,Matthew Carley,38,D,19,Fri,May,2014,2013-14,21.8,17.2,0,10,5,19,0,22,3,0
533,2014-05-03,15:00,Wasps,44,Newcastle,38,Adams Park,Dean Richards,82,H,15,Sat,May,2014,2013-14,22.8,24.4,13,9,5,1,2,9,3,1
534,2014-05-03,15:00,Saracens,44,Worcester,20,Allianz Park,Tim Wigglesworth,64,H,15,Sat,May,2014,2013-14,30.4,16.6,12,14,5,2,2,29,3,1
535,2014-05-03,15:15,Sale,22,Leicester,42,Salford City Stadium,JP Doyle,64,A,15,Sat,May,2014,2013-14,16.0,14.0,11,6,5,15,2,16,3,0
532,2014-05-03,15:00,Gloucester,38,London Irish,30,Kingsholm,Steve Lee,68,H,15,Sat,May,2014,2013-14,20.4,21.2,3,7,5,8,2,27,3,1
536,2014-05-04,14:00,Exeter,29,Harlequins,30,Sandy Park,Andrew Small,59,A,14,Sun,May,2014,2013-14,16.4,22.6,2,4,5,16,3,1,3,0
538,2014-05-10,15:15,Leicester,31,Saracens,27,Welford Road,Greg Garner,58,H,15,Sat,May,2014,2013-14,28.0,17.6,6,12,5,23,2,11,3,1
537,2014-05-10,15:15,Harlequins,19,Bath,16,Twickenham Stoop,Wayne Barnes,35,H,15,Sat,May,2014,2013-14,19.4,14.6,4,0,5,21,2,31,3,1
541,2014-05-10,15:15,Northampton,74,Wasps,13,Franklin's Gardens,Luke Pearce,87,H,15,Sat,May,2014,2013-14,28.8,15.8,10,13,5,5,2,19,3,1
539,2014-05-10,15:15,London Irish,22,Sale,20,Madejski Stadium,Greg Macdonald,42,H,15,Sat,May,2014,2013-14,23.8,21.4,7,11,5,10,2,13,3,1
542,2014-05-10,15:15,Worcester,28,Gloucester,27,Sixways,JP Doyle,55,H,15,Sat,May,2014,2013-14,17.2,24.8,14,3,5,17,2,16,3,1
540,2014-05-10,15:15,Newcastle,13,Exeter,23,Kingston Park,Craig Maxwell-Keys,36,A,15,Sat,May,2014,2013-14,14.4,23.8,9,2,5,9,2,4,3,0
543,2014-05-16,19:45,Northampton,21,Leicester,20,Franklin's Gardens,JP Doyle,41,H,19,Fri,May,2014,2013-14,39.0,16.6,10,6,5,5,0,16,3,1
544,2014-05-17,14:00,Saracens,31,Harlequins,17,Allianz Park,Wayne Barnes,48,H,14,Sat,May,2014,2013-14,29.4,18.6,12,4,5,2,2,31,3,1
546,2014-09-05,19:45,Northampton,53,Gloucester,6,Franklin's Gardens,Wayne Barnes,59,H,19,Fri,Sep,2014,2014-15,37.2,17.8,10,3,8,5,0,31,4,1
549,2014-09-06,15:00,Leicester,36,Newcastle,17,Welford Road,Luke Pearce,53,H,15,Sat,Sep,2014,2014-15,28.2,18.4,6,9,8,23,2,19,4,1
547,2014-09-06,14:00,Sale,20,Bath,29,AJ Bell Stadium,JP Doyle,49,A,14,Sat,Sep,2014,2014-15,17.4,21.8,11,0,8,0,2,16,4,0
548,2014-09-06,14:00,Saracens,34,Wasps,28,Twickenham Stadium,Andrew Small,62,H,14,Sat,Sep,2014,2014-15,33.0,17.6,12,13,8,20,2,1,4,1
550,2014-09-06,16:30,London Irish,15,Harlequins,20,Twickenham Stadium,Greg Garner,35,A,16,Sat,Sep,2014,2014-15,24.4,21.0,7,4,8,20,2,11,4,0
551,2014-09-07,14:00,London Welsh,0,Exeter,52,Kassam Stadium,Dean Richards,52,A,14,Sun,Sep,2014,2014-15,22.6,28.8,8,2,8,7,3,9,4,0
552,2014-09-12,19:45,Harlequins,0,Saracens,39,Twickenham Stoop,Wayne Barnes,39,A,19,Fri,Sep,2014,2014-15,21.0,15.8,4,12,8,21,0,31,4,0
