date,time,team1Name,team1Score,team1Bps,team2Name,team2Score,team2Bps,venue,referee,totalScore,winner,extraTime,hour,day,month,year,season,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals
10-Jan-15,15:15,Harlequins,32,1,Leicester,12,0,Twickenham Stoop,Luke Pearce,44,H,N,15,Sat,Jan,2015,2014-15,4,3,2,0,0,0,4,0
10-Jan-15,15:15,Leicester,12,0,Harlequins,32,1,Twickenham Stoop,Luke Pearce,44,H,N,15,Sat,Jan,2015,2014-15,0,0,4,0,4,3,2,0
11-Jan-15,14:00,Newcastle,38,1,London Welsh,7,0,Kingston Park,Wayne Barnes,45,H,N,14,Sun,Jan,2015,2014-15,6,4,0,0,1,1,0,0
11-Jan-15,14:00,London Welsh,7,0,Newcastle,38,1,Kingston Park,Wayne Barnes,45,H,N,14,Sun,Jan,2015,2014-15,1,1,0,0,6,4,0,0
11-Jan-15,15:00,London Irish,28,1,Exeter,26,1,Madejski Stadium,Dean Richards,54,H,N,15,Sun,Jan,2015,2014-15,4,1,1,1,2,2,4,0
11-Jan-15,15:00,Exeter,26,1,London Irish,28,1,Madejski Stadium,Dean Richards,54,H,N,15,Sun,Jan,2015,2014-15,2,2,4,0,4,1,1,1
13-Feb-15,19:45,Leicester,18,0,Gloucester,15,1,Welford Road,JP Doyle,33,H,N,19,Fri,Feb,2015,2014-15,0,0,6,0,0,0,5,0
13-Feb-15,19:45,Gloucester,15,1,Leicester,18,0,Welford Road,JP Doyle,33,H,N,19,Fri,Feb,2015,2014-15,0,0,5,0,0,0,6,0
13-Feb-15,19:45,Northampton,15,0,London Irish,9,1,Franklin's Gardens,Andrew Small,24,H,N,19,Fri,Feb,2015,2014-15,2,1,1,0,0,0,3,0
13-Feb-15,19:45,London Irish,9,1,Northampton,15,0,Franklin's Gardens,Andrew Small,24,H,N,19,Fri,Feb,2015,2014-15,0,0,3,0,2,1,1,0
14-Feb-15,16:30,Exeter,46,1,Newcastle,17,0,Sandy Park,Thomas Foley,63,H,N,16,Sat,Feb,2015,2014-15,6,5,2,0,2,2,1,0
14-Feb-15,16:30,Newcastle,17,0,Exeter,46,1,Sandy Park,Thomas Foley,63,H,N,16,Sat,Feb,2015,2014-15,2,2,1,0,6,5,2,0
15-Feb-15,13:00,London Welsh,12,0,Sale,52,1,Kassam Stadium,Tim Wigglesworth,64,A,N,13,Sun,Feb,2015,2014-15,2,1,0,0,8,6,0,0
15-Feb-15,13:00,Sale,52,1,London Welsh,12,0,Kassam Stadium,Tim Wigglesworth,64,A,N,13,Sun,Feb,2015,2014-15,8,6,0,0,2,1,0,0
15-Feb-15,13:00,Saracens,34,0,Bath,24,0,Allianz Park,Luke Pearce,58,H,N,13,Sun,Feb,2015,2014-15,3,2,5,0,3,3,1,0
15-Feb-15,13:00,Bath,24,0,Saracens,34,0,Allianz Park,Luke Pearce,58,H,N,13,Sun,Feb,2015,2014-15,3,3,1,0,3,2,5,0
15-Feb-15,14:00,Wasps,37,1,Harlequins,6,0,Ricoh Arena,Greg Garner,43,H,N,14,Sun,Feb,2015,2014-15,4,4,3,0,0,0,2,0
15-Feb-15,14:00,Harlequins,6,0,Wasps,37,1,Ricoh Arena,Greg Garner,43,H,N,14,Sun,Feb,2015,2014-15,0,0,2,0,4,4,3,0
20-Feb-15,19:45,Newcastle,23,0,Wasps,23,0,Kingston Park,JP Doyle,46,D,N,19,Fri,Feb,2015,2014-15,3,1,2,0,3,1,2,0
20-Feb-15,19:45,Wasps,23,0,Newcastle,23,0,Kingston Park,JP Doyle,46,D,N,19,Fri,Feb,2015,2014-15,3,1,2,0,3,1,2,0
21-Feb-15,14:00,Sale,14,0,Saracens,10,1,AJ Bell Stadium,Dean Richards,24,H,N,14,Sat,Feb,2015,2014-15,2,2,0,0,1,1,1,0
21-Feb-15,14:00,Saracens,10,1,Sale,14,0,AJ Bell Stadium,Dean Richards,24,H,N,14,Sat,Feb,2015,2014-15,1,1,1,0,2,2,0,0
21-Feb-15,15:00,Gloucester,48,1,London Welsh,10,0,Kingsholm,Ian Tempest,58,H,N,15,Sat,Feb,2015,2014-15,6,6,2,0,1,1,1,0
21-Feb-15,15:00,London Welsh,10,0,Gloucester,48,1,Kingsholm,Ian Tempest,58,H,N,15,Sat,Feb,2015,2014-15,1,1,1,0,6,6,2,0
21-Feb-15,15:00,Harlequins,21,0,Exeter,32,0,Twickenham Stoop,Matthew Carley,53,A,N,15,Sat,Feb,2015,2014-15,2,1,3,0,2,2,6,0
21-Feb-15,15:00,Exeter,32,0,Harlequins,21,0,Twickenham Stoop,Matthew Carley,53,A,N,15,Sat,Feb,2015,2014-15,2,2,6,0,2,1,3,0
21-Feb-15,15:15,Bath,13,0,Northampton,21,0,The Recreation Ground,Greg Garner,34,A,N,15,Sat,Feb,2015,2014-15,1,1,2,0,2,1,3,0
21-Feb-15,15:15,Northampton,21,0,Bath,13,0,The Recreation Ground,Greg Garner,34,A,N,15,Sat,Feb,2015,2014-15,2,1,3,0,1,1,2,0
22-Feb-15,14:00,London Irish,6,1,Leicester,12,0,Madejski Stadium,Wayne Barnes,18,A,N,14,Sun,Feb,2015,2014-15,0,0,2,0,0,0,3,1
22-Feb-15,14:00,Leicester,12,0,London Irish,6,1,Madejski Stadium,Wayne Barnes,18,A,N,14,Sun,Feb,2015,2014-15,0,0,3,1,0,0,2,0
27-Feb-15,19:45,Northampton,17,0,Harlequins,13,1,Franklin's Gardens,Tim Wigglesworth,30,H,N,19,Fri,Feb,2015,2014-15,3,1,0,0,1,1,2,0
27-Feb-15,19:45,Harlequins,13,1,Northampton,17,0,Franklin's Gardens,Tim Wigglesworth,30,H,N,19,Fri,Feb,2015,2014-15,1,1,2,0,3,1,0,0
28-Feb-15,14:30,London Welsh,12,0,London Irish,50,1,Kassam Stadium,Matthew Carley,62,A,N,14,Sat,Feb,2015,2014-15,2,1,0,0,8,5,0,0
28-Feb-15,14:30,London Irish,50,1,London Welsh,12,0,Kassam Stadium,Matthew Carley,62,A,N,14,Sat,Feb,2015,2014-15,8,5,0,0,2,1,0,0
28-Feb-15,15:00,Leicester,28,0,Sale,8,0,Welford Road,Greg Garner,36,H,N,15,Sat,Feb,2015,2014-15,3,2,3,0,1,0,1,0
28-Feb-15,15:00,Sale,8,0,Leicester,28,0,Welford Road,Greg Garner,36,H,N,15,Sat,Feb,2015,2014-15,1,0,1,0,3,2,3,0
28-Feb-15,15:00,Saracens,22,0,Newcastle,17,1,Allianz Park,Andrew Small,39,H,N,15,Sat,Feb,2015,2014-15,1,1,5,0,3,1,0,0
28-Feb-15,15:00,Newcastle,17,1,Saracens,22,0,Allianz Park,Andrew Small,39,H,N,15,Sat,Feb,2015,2014-15,3,1,0,0,1,1,5,0
28-Feb-15,15:15,Exeter,16,0,Bath,6,0,Sandy Park,Dean Richards,22,H,N,15,Sat,Feb,2015,2014-15,1,1,3,0,0,0,2,0
28-Feb-15,15:15,Bath,6,0,Exeter,16,0,Sandy Park,Dean Richards,22,H,N,15,Sat,Feb,2015,2014-15,0,0,2,0,1,1,3,0
01-Mar-15,14:00,Wasps,32,1,Gloucester,21,0,Ricoh Arena,Wayne Barnes,53,H,N,14,Sun,Mar,2015,2014-15,5,2,1,0,2,1,3,0
01-Mar-15,14:00,Gloucester,21,0,Wasps,32,1,Ricoh Arena,Wayne Barnes,53,H,N,14,Sun,Mar,2015,2014-15,2,1,3,0,5,2,1,0
06-Mar-15,19:45,Bath,12,0,Sale,3,0,The Recreation Ground,Wayne Barnes,15,H,N,19,Fri,Mar,2015,2014-15,0,0,4,0,0,0,1,0
06-Mar-15,19:45,Sale,3,0,Bath,12,0,The Recreation Ground,Wayne Barnes,15,H,N,19,Fri,Mar,2015,2014-15,0,0,1,0,0,0,4,0
07-Mar-15,15:00,Exeter,74,1,London Welsh,19,0,Sandy Park,Craig Maxwell-Keys,93,H,N,15,Sat,Mar,2015,2014-15,10,9,2,0,3,2,0,0
07-Mar-15,15:00,London Welsh,19,0,Exeter,74,1,Sandy Park,Craig Maxwell-Keys,93,H,N,15,Sat,Mar,2015,2014-15,3,2,0,0,10,9,2,0
07-Mar-15,15:00,Harlequins,26,0,London Irish,20,1,Twickenham Stoop,JP Doyle,46,H,N,15,Sat,Mar,2015,2014-15,2,2,4,0,2,2,2,0
07-Mar-15,15:00,London Irish,20,1,Harlequins,26,0,Twickenham Stoop,JP Doyle,46,H,N,15,Sat,Mar,2015,2014-15,2,2,2,0,2,2,4,0
07-Mar-15,15:15,Gloucester,33,0,Northampton,33,0,Kingsholm,Greg Garner,66,D,N,15,Sat,Mar,2015,2014-15,3,3,4,0,3,3,4,0
07-Mar-15,15:15,Northampton,33,0,Gloucester,33,0,Kingsholm,Greg Garner,66,D,N,15,Sat,Mar,2015,2014-15,3,3,4,0,3,3,4,0
08-Mar-15,14:00,Wasps,17,0,Saracens,26,0,Ricoh Arena,Matthew Carley,43,A,N,14,Sun,Mar,2015,2014-15,2,2,1,0,2,2,4,0
08-Mar-15,14:00,Saracens,26,0,Wasps,17,0,Ricoh Arena,Matthew Carley,43,A,N,14,Sun,Mar,2015,2014-15,2,2,4,0,2,2,1,0
08-Mar-15,15:00,Newcastle,12,1,Leicester,16,0,Kingston Park,Luke Pearce,28,A,N,15,Sun,Mar,2015,2014-15,2,1,0,0,1,1,3,0
08-Mar-15,15:00,Leicester,16,0,Newcastle,12,1,Kingston Park,Luke Pearce,28,A,N,15,Sun,Mar,2015,2014-15,1,1,3,0,2,1,0,0
27-Mar-15,19:45,Northampton,52,1,Wasps,30,0,Franklin's Gardens,Craig Maxwell-Keys,82,H,N,19,Fri,Mar,2015,2014-15,7,4,3,0,3,3,3,0
27-Mar-15,19:45,Wasps,30,0,Northampton,52,1,Franklin's Gardens,Craig Maxwell-Keys,82,H,N,19,Fri,Mar,2015,2014-15,3,3,3,0,7,4,3,0
28-Mar-15,15:00,Leicester,25,0,Exeter,18,1,Welford Road,JP Doyle,43,H,N,15,Sat,Mar,2015,2014-15,1,1,6,0,2,1,2,0
28-Mar-15,15:00,Exeter,18,1,Leicester,25,0,Welford Road,JP Doyle,43,H,N,15,Sat,Mar,2015,2014-15,2,1,2,0,1,1,6,0
28-Mar-15,15:00,London Irish,22,0,Newcastle,21,1,Madejski Stadium,Greg Garner,43,H,N,15,Sat,Mar,2015,2014-15,3,2,1,0,2,1,3,0
28-Mar-15,15:00,Newcastle,21,1,London Irish,22,0,Madejski Stadium,Greg Garner,43,H,N,15,Sat,Mar,2015,2014-15,2,1,3,0,3,2,1,0
28-Mar-15,15:15,Saracens,42,1,Harlequins,14,0,Wembley Stadium,Wayne Barnes,56,H,N,15,Sat,Mar,2015,2014-15,5,4,3,0,1,0,3,0
28-Mar-15,15:15,Harlequins,14,0,Saracens,42,1,Wembley Stadium,Wayne Barnes,56,H,N,15,Sat,Mar,2015,2014-15,1,0,3,0,5,4,3,0
29-Mar-15,14:00,Sale,23,0,Gloucester,6,0,AJ Bell Stadium,Matthew Carley,29,H,N,14,Sun,Mar,2015,2014-15,2,2,3,0,0,0,2,0
29-Mar-15,14:00,Gloucester,6,0,Sale,23,0,AJ Bell Stadium,Matthew Carley,29,H,N,14,Sun,Mar,2015,2014-15,0,0,2,0,2,2,3,0
29-Mar-15,14:30,London Welsh,14,0,Bath,29,1,Kassam Stadium,Thomas Foley,43,A,N,14,Sun,Mar,2015,2014-15,2,2,0,0,5,2,0,0
29-Mar-15,14:30,Bath,29,1,London Welsh,14,0,Kassam Stadium,Thomas Foley,43,A,N,14,Sun,Mar,2015,2014-15,5,2,0,0,2,2,0,0
10-Apr-15,19:45,Newcastle,19,0,Bath,29,1,Kingston Park,JP Doyle,48,A,N,19,Fri,Apr,2015,2014-15,1,1,4,0,4,3,1,0
10-Apr-15,19:45,Bath,29,1,Newcastle,19,0,Kingston Park,JP Doyle,48,A,N,19,Fri,Apr,2015,2014-15,4,3,1,0,1,1,4,0
11-Apr-15,15:00,Harlequins,29,0,Gloucester,26,1,Twickenham Stoop,Luke Pearce,55,H,N,15,Sat,Apr,2015,2014-15,3,1,4,0,3,1,3,0
11-Apr-15,15:00,Gloucester,26,1,Harlequins,29,0,Twickenham Stoop,Luke Pearce,55,H,N,15,Sat,Apr,2015,2014-15,3,1,3,0,3,1,4,0
11-Apr-15,15:15,Saracens,22,0,Leicester,6,0,Allianz Park,Matthew Carley,28,H,N,15,Sat,Apr,2015,2014-15,3,2,1,0,0,0,2,0
11-Apr-15,15:15,Leicester,6,0,Saracens,22,0,Allianz Park,Matthew Carley,28,H,N,15,Sat,Apr,2015,2014-15,0,0,2,0,3,2,1,0
12-Apr-15,14:00,Exeter,21,0,Northampton,10,0,Sandy Park,Wayne Barnes,31,H,N,14,Sun,Apr,2015,2014-15,2,1,3,0,2,0,0,0
12-Apr-15,14:00,Northampton,10,0,Exeter,21,0,Sandy Park,Wayne Barnes,31,H,N,14,Sun,Apr,2015,2014-15,2,0,0,0,2,1,3,0
12-Apr-15,14:30,London Welsh,13,0,Wasps,40,1,Kassam Stadium,Greg Garner,53,A,N,14,Sun,Apr,2015,2014-15,2,0,1,0,6,5,0,0
12-Apr-15,14:30,Wasps,40,1,London Welsh,13,0,Kassam Stadium,Greg Garner,53,A,N,14,Sun,Apr,2015,2014-15,6,5,0,0,2,0,1,0
12-Apr-15,15:00,London Irish,25,0,Sale,23,1,Madejski Stadium,Greg Macdonald,48,H,N,15,Sun,Apr,2015,2014-15,3,2,2,0,3,1,2,0
12-Apr-15,15:00,Sale,23,1,London Irish,25,0,Madejski Stadium,Greg Macdonald,48,H,N,15,Sun,Apr,2015,2014-15,3,1,2,0,3,2,2,0
24-Apr-15,19:45,Bath,43,1,London Irish,18,0,The Recreation Ground,Luke Pearce,61,H,N,19,Fri,Apr,2015,2014-15,5,3,4,0,2,1,2,0
24-Apr-15,19:45,London Irish,18,0,Bath,43,1,The Recreation Ground,Luke Pearce,61,H,N,19,Fri,Apr,2015,2014-15,2,1,2,0,5,3,4,0
25-Apr-15,14:00,Sale,23,1,Harlequins,25,1,AJ Bell Stadium,Wayne Barnes,48,A,N,14,Sat,Apr,2015,2014-15,3,1,2,0,4,1,1,0
25-Apr-15,14:00,Harlequins,25,1,Sale,23,1,AJ Bell Stadium,Wayne Barnes,48,A,N,14,Sat,Apr,2015,2014-15,4,1,1,0,3,1,2,0
25-Apr-15,15:00,Gloucester,42,1,Newcastle,40,2,Kingsholm,Ian Tempest,82,H,N,15,Sat,Apr,2015,2014-15,5,4,3,0,4,4,4,0
25-Apr-15,15:00,Newcastle,40,2,Gloucester,42,1,Kingsholm,Ian Tempest,82,H,N,15,Sat,Apr,2015,2014-15,4,4,4,0,5,4,3,0
25-Apr-15,15:00,Leicester,38,1,London Welsh,17,0,Welford Road,Tim Wigglesworth,55,H,N,15,Sat,Apr,2015,2014-15,6,4,0,0,2,2,1,0
25-Apr-15,15:00,London Welsh,17,0,Leicester,38,1,Welford Road,Tim Wigglesworth,55,H,N,15,Sat,Apr,2015,2014-15,2,2,1,0,6,4,0,0
25-Apr-15,15:15,Northampton,25,0,Saracens,20,1,Stadium mk,Greg Garner,45,H,N,15,Sat,Apr,2015,2014-15,1,1,6,0,2,2,2,0
25-Apr-15,15:15,Saracens,20,1,Northampton,25,0,Stadium mk,Greg Garner,45,H,N,15,Sat,Apr,2015,2014-15,2,2,2,0,1,1,6,0
26-Apr-15,14:00,Wasps,36,0,Exeter,29,1,Ricoh Arena,Matthew Carley,65,H,N,14,Sun,Apr,2015,2014-15,3,3,5,0,2,2,4,1
26-Apr-15,14:00,Exeter,29,1,Wasps,36,0,Ricoh Arena,Matthew Carley,65,H,N,14,Sun,Apr,2015,2014-15,2,2,4,1,3,3,5,0
08-May-15,19:45,Harlequins,26,1,Bath,27,0,Twickenham Stoop,Greg Garner,53,A,N,19,Fri,May,2015,2014-15,3,1,3,0,3,3,2,0
08-May-15,19:45,Bath,27,0,Harlequins,26,1,Twickenham Stoop,Greg Garner,53,A,N,19,Fri,May,2015,2014-15,3,3,2,0,3,1,3,0
09-May-15,14:00,Sale,34,1,Newcastle,28,1,AJ Bell Stadium,Matthew Carley,62,H,N,14,Sat,May,2015,2014-15,5,3,1,0,3,2,3,0
09-May-15,14:00,Newcastle,28,1,Sale,34,1,AJ Bell Stadium,Matthew Carley,62,H,N,14,Sat,May,2015,2014-15,3,2,3,0,5,3,1,0
09-May-15,15:00,Gloucester,35,0,London Irish,13,0,Kingsholm,Craig Maxwell-Keys,48,H,N,15,Sat,May,2015,2014-15,3,1,6,0,2,0,1,0
09-May-15,15:00,London Irish,13,0,Gloucester,35,0,Kingsholm,Craig Maxwell-Keys,48,H,N,15,Sat,May,2015,2014-15,2,0,1,0,3,1,6,0
09-May-15,15:15,Northampton,46,1,London Welsh,0,0,Franklin's Gardens,Andrew Small,46,H,N,15,Sat,May,2015,2014-15,6,5,2,0,0,0,0,0
09-May-15,15:15,London Welsh,0,0,Northampton,46,1,Franklin's Gardens,Andrew Small,46,H,N,15,Sat,May,2015,2014-15,0,0,0,0,6,5,2,0
09-May-15,15:15,Wasps,21,1,Leicester,26,0,Ricoh Arena,Wayne Barnes,47,A,N,15,Sat,May,2015,2014-15,0,0,7,0,3,1,3,0
09-May-15,15:15,Leicester,26,0,Wasps,21,1,Ricoh Arena,Wayne Barnes,47,A,N,15,Sat,May,2015,2014-15,3,1,3,0,0,0,7,0
10-May-15,14:00,Saracens,20,1,Exeter,24,0,Allianz Park,JP Doyle,44,A,N,14,Sun,May,2015,2014-15,2,2,2,0,3,3,1,0
10-May-15,14:00,Exeter,24,0,Saracens,20,1,Allianz Park,JP Doyle,44,A,N,14,Sun,May,2015,2014-15,3,3,1,0,2,2,2,0
16-May-15,15:30,Bath,50,1,Gloucester,30,1,The Recreation Ground,Dean Richards,80,H,N,15,Sat,May,2015,2014-15,7,6,1,0,4,2,2,0
16-May-15,15:30,Gloucester,30,1,Bath,50,1,The Recreation Ground,Dean Richards,80,H,N,15,Sat,May,2015,2014-15,4,2,2,0,7,6,1,0
16-May-15,15:30,Exeter,44,1,Sale,16,0,Sandy Park,Wayne Barnes,60,H,N,15,Sat,May,2015,2014-15,7,3,1,0,2,0,2,0
16-May-15,15:30,Sale,16,0,Exeter,44,1,Sandy Park,Wayne Barnes,60,H,N,15,Sat,May,2015,2014-15,2,0,2,0,7,3,1,0
16-May-15,15:30,Leicester,22,0,Northampton,14,0,Welford Road,Matthew Carley,36,H,N,15,Sat,May,2015,2014-15,2,0,4,0,1,0,3,0
16-May-15,15:30,Northampton,14,0,Leicester,22,0,Welford Road,Matthew Carley,36,H,N,15,Sat,May,2015,2014-15,1,0,3,0,2,0,4,0
16-May-15,15:30,London Irish,40,1,Wasps,40,1,Madejski Stadium,JP Doyle,80,D,N,15,Sat,May,2015,2014-15,5,3,3,0,5,3,3,0
16-May-15,15:30,Wasps,40,1,London Irish,40,1,Madejski Stadium,JP Doyle,80,D,N,15,Sat,May,2015,2014-15,5,3,3,0,5,3,3,0
16-May-15,15:30,London Welsh,17,0,Saracens,68,1,Kassam Stadium,Luke Pearce,85,A,N,15,Sat,May,2015,2014-15,2,2,1,0,10,9,0,0
16-May-15,15:30,Saracens,68,1,London Welsh,17,0,Kassam Stadium,Luke Pearce,85,A,N,15,Sat,May,2015,2014-15,10,9,0,0,2,2,1,0
16-May-15,15:30,Newcastle,37,1,Harlequins,21,0,Kingston Park,Thomas Foley,58,H,N,15,Sat,May,2015,2014-15,5,3,2,0,2,1,3,0
16-May-15,15:30,Harlequins,21,0,Newcastle,37,1,Kingston Park,Thomas Foley,58,H,N,15,Sat,May,2015,2014-15,2,1,3,0,5,3,2,0
23-May-15,14:00,Northampton,24,0,Saracens,29,0,Franklin's Gardens,Greg Garner,53,A,N,14,Sat,May,2015,2014-15,2,1,4,0,2,2,5,0
23-May-15,14:00,Saracens,29,0,Northampton,24,0,Franklin's Gardens,Greg Garner,53,A,N,14,Sat,May,2015,2014-15,2,2,5,0,2,1,4,0
23-May-15,17:00,Bath,47,0,Leicester,10,0,The Recreation Ground,JP Doyle,57,H,N,17,Sat,May,2015,2014-15,7,6,0,0,1,1,1,0
23-May-15,17:00,Leicester,10,0,Bath,47,0,The Recreation Ground,JP Doyle,57,H,N,17,Sat,May,2015,2014-15,1,1,1,0,7,6,0,0
30-May-15,14:30,Bath,16,0,Saracens,28,0,Twickenham Stadium,Wayne Barnes,44,A,N,14,Sat,May,2015,2014-15,1,1,3,0,3,2,3,0
30-May-15,14:30,Saracens,28,0,Bath,16,0,Twickenham Stadium,Wayne Barnes,44,A,N,14,Sat,May,2015,2014-15,3,2,3,0,1,1,3,0
16-Oct-15,19:45,Harlequins,26,0,Wasps,21,1,Twickenham Stoop,Luke Pearce,47,H,N,19,Fri,Oct,2015,2015-16,2,2,4,0,2,1,3,0
16-Oct-15,19:45,Wasps,21,1,Harlequins,26,0,Twickenham Stoop,Luke Pearce,47,H,N,19,Fri,Oct,2015,2015-16,2,1,3,0,2,2,4,0
16-Oct-15,19:45,Worcester,13,0,Northampton,12,1,Sixways,Greg Garner,25,H,N,19,Fri,Oct,2015,2015-16,1,1,1,1,0,0,4,0
16-Oct-15,19:45,Northampton,12,1,Worcester,13,0,Sixways,Greg Garner,25,H,N,19,Fri,Oct,2015,2015-16,0,0,4,0,1,1,1,1
16-Oct-15,20:00,Newcastle,27,0,Gloucester,39,0,Kingston Park,Thomas Foley,66,A,N,20,Fri,Oct,2015,2015-16,3,3,2,0,2,1,9,0
16-Oct-15,20:00,Gloucester,39,0,Newcastle,27,0,Kingston Park,Thomas Foley,66,A,N,20,Fri,Oct,2015,2015-16,2,1,9,0,3,3,2,0
17-Oct-15,14:00,Bath,19,0,Exeter,17,1,The Recreation Ground,Tim Wigglesworth,36,H,N,14,Sat,Oct,2015,2015-16,1,1,4,0,1,0,4,0
17-Oct-15,14:00,Exeter,17,1,Bath,19,0,The Recreation Ground,Tim Wigglesworth,36,H,N,14,Sat,Oct,2015,2015-16,1,0,4,0,1,1,4,0
17-Oct-15,14:00,Saracens,41,1,Sale,3,0,Allianz Park,Dean Richards,44,H,N,14,Sat,Oct,2015,2015-16,5,5,2,0,0,0,1,0
17-Oct-15,14:00,Sale,3,0,Saracens,41,1,Allianz Park,Dean Richards,44,H,N,14,Sat,Oct,2015,2015-16,0,0,1,0,5,5,2,0
18-Oct-15,15:15,London Irish,16,0,Leicester,28,0,Madejski Stadium,Matthew Carley,44,A,N,15,Sun,Oct,2015,2015-16,1,1,3,0,1,1,7,0
18-Oct-15,15:15,Leicester,28,0,London Irish,16,0,Madejski Stadium,Matthew Carley,44,A,N,15,Sun,Oct,2015,2015-16,1,1,7,0,1,1,3,0
23-Oct-15,19:45,Gloucester,15,1,Saracens,17,0,Kingsholm,Matthew Carley,32,A,N,19,Fri,Oct,2015,2015-16,0,0,5,0,1,0,4,0
23-Oct-15,19:45,Saracens,17,0,Gloucester,15,1,Kingsholm,Matthew Carley,32,A,N,19,Fri,Oct,2015,2015-16,1,0,4,0,0,0,5,0
23-Oct-15,20:00,Sale,27,1,Worcester,13,0,AJ Bell Stadium,Luke Pearce,40,H,N,20,Fri,Oct,2015,2015-16,4,2,1,0,1,1,2,0
23-Oct-15,20:00,Worcester,13,0,Sale,27,1,AJ Bell Stadium,Luke Pearce,40,H,N,20,Fri,Oct,2015,2015-16,1,1,2,0,4,2,1,0
24-Oct-15,13:45,Northampton,42,1,Newcastle,16,0,Stadium mk,Dean Richards,58,H,N,13,Sat,Oct,2015,2015-16,5,4,3,0,1,1,3,0
24-Oct-15,13:45,Newcastle,16,0,Northampton,42,1,Stadium mk,Dean Richards,58,H,N,13,Sat,Oct,2015,2015-16,1,1,3,0,5,4,3,0
24-Oct-15,14:00,Wasps,16,0,Bath,9,1,Ricoh Arena,Craig Maxwell-Keys,25,H,N,14,Sat,Oct,2015,2015-16,1,1,3,0,0,0,3,0
24-Oct-15,14:00,Bath,9,1,Wasps,16,0,Ricoh Arena,Craig Maxwell-Keys,25,H,N,14,Sat,Oct,2015,2015-16,0,0,3,0,1,1,3,0
24-Oct-15,18:00,Exeter,38,1,London Irish,11,0,Sandy Park,Andrew Small,49,H,N,18,Sat,Oct,2015,2015-16,6,4,0,0,1,0,2,0
24-Oct-15,18:00,London Irish,11,0,Exeter,38,1,Sandy Park,Andrew Small,49,H,N,18,Sat,Oct,2015,2015-16,1,0,2,0,6,4,0,0
25-Oct-15,14:00,Leicester,22,0,Harlequins,19,1,Welford Road,Thomas Foley,41,H,N,14,Sun,Oct,2015,2015-16,1,1,5,0,1,1,4,0
25-Oct-15,14:00,Harlequins,19,1,Leicester,22,0,Welford Road,Thomas Foley,41,H,N,14,Sun,Oct,2015,2015-16,1,1,4,0,1,1,5,0
31-Oct-15,13:00,Saracens,24,0,London Irish,14,0,Allianz Park,Greg Garner,38,H,N,13,Sat,Oct,2015,2015-16,2,1,4,0,2,2,0,0
31-Oct-15,13:00,London Irish,14,0,Saracens,24,0,Allianz Park,Greg Garner,38,H,N,13,Sat,Oct,2015,2015-16,2,2,0,0,2,1,4,0
31-Oct-15,13:30,Bath,28,0,Harlequins,38,0,The Recreation Ground,Matthew Carley,66,A,N,13,Sat,Oct,2015,2015-16,3,2,3,0,2,2,8,0
31-Oct-15,13:30,Harlequins,38,0,Bath,28,0,The Recreation Ground,Matthew Carley,66,A,N,13,Sat,Oct,2015,2015-16,2,2,8,0,3,2,3,0
31-Oct-15,14:00,Gloucester,24,0,Worcester,22,1,Kingsholm,Craig Maxwell-Keys,46,H,N,14,Sat,Oct,2015,2015-16,3,0,3,0,3,2,1,0
31-Oct-15,14:00,Worcester,22,1,Gloucester,24,0,Kingsholm,Craig Maxwell-Keys,46,H,N,14,Sat,Oct,2015,2015-16,3,2,1,0,3,0,3,0
01-Nov-15,13:00,Newcastle,3,0,Exeter,41,1,Kingston Park,Ian Tempest,44,A,N,13,Sun,Nov,2015,2015-16,0,0,1,0,6,4,1,0
01-Nov-15,13:00,Exeter,41,1,Newcastle,3,0,Kingston Park,Ian Tempest,44,A,N,13,Sun,Nov,2015,2015-16,6,4,1,0,0,0,1,0
01-Nov-15,14:30,Sale,20,0,Northampton,13,1,AJ Bell Stadium,Andrew Small,33,H,N,14,Sun,Nov,2015,2015-16,2,2,2,0,1,1,2,0
01-Nov-15,14:30,Northampton,13,1,Sale,20,0,AJ Bell Stadium,Andrew Small,33,H,N,14,Sun,Nov,2015,2015-16,1,1,2,0,2,2,2,0
01-Nov-15,15:15,Leicester,24,0,Wasps,16,0,Welford Road,Tim Wigglesworth,40,H,N,15,Sun,Nov,2015,2015-16,2,1,4,0,1,1,3,0
01-Nov-15,15:15,Wasps,16,0,Leicester,24,0,Welford Road,Tim Wigglesworth,40,H,N,15,Sun,Nov,2015,2015-16,1,1,3,0,2,1,4,0
06-Nov-15,19:45,Harlequins,16,0,Sale,14,1,Twickenham Stoop,Tim Wigglesworth,30,H,N,19,Fri,Nov,2015,2015-16,1,1,3,0,2,2,0,0
06-Nov-15,19:45,Sale,14,1,Harlequins,16,0,Twickenham Stoop,Tim Wigglesworth,30,H,N,19,Fri,Nov,2015,2015-16,2,2,0,0,1,1,3,0
07-Nov-15,15:00,London Irish,14,0,Bath,45,1,Madejski Stadium,Thomas Foley,59,A,N,15,Sat,Nov,2015,2015-16,2,2,0,0,6,6,1,0
07-Nov-15,15:00,Bath,45,1,London Irish,14,0,Madejski Stadium,Thomas Foley,59,A,N,15,Sat,Nov,2015,2015-16,6,6,1,0,2,2,0,0
07-Nov-15,15:00,Worcester,28,1,Newcastle,20,0,Sixways,JP Doyle,48,H,N,15,Sat,Nov,2015,2015-16,4,4,0,0,2,2,2,0
