date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,hour,day,month,year,season
07/Jan/2012,14:45,Worcester,21,Gloucester,15,Sixways,Martin Fox,36,H,N,14,Sat,Jan,2012,2011-12
07/Jan/2012,15:00,Newcastle,10,Exeter,16,Kingston Park,Andrew Small,26,A,N,15,Sat,Jan,2012,2011-12
07/Jan/2012,17:00,Leicester,19,Wasps,11,Welford Road,Tim Wigglesworth,30,H,N,17,Sat,Jan,2012,2011-12
08/Jan/2012,15:00,London Irish,21,Sale,19,Madejski Stadium,Wayne Barnes,40,H,N,15,Sun,Jan,2012,2011-12
08/Jan/2012,15:00,Saracens,26,Bath,19,Vicarage Road,N/A,45,H,N,15,Sun,Jan,2012,2011-12
10/Feb/2012,20:00,Sale,15,Worcester,12,Edgeley Park,Llyr ApGeraint-Roberts,27,H,N,20,Fri,Feb,2012,2011-12
11/Feb/2012,14:00,Harlequins,30,London Irish,23,Twickenham Stoop,Tim Wigglesworth,53,H,N,14,Sat,Feb,2012,2011-12
11/Feb/2012,14:15,Bath,30,Newcastle,24,Recreation Ground,Dean Richards,54,H,N,14,Sat,Feb,2012,2011-12
11/Feb/2012,14:15,Gloucester,27,Northampton,24,Kingsholm,N/A,51,H,N,14,Sat,Feb,2012,2011-12
11/Feb/2012,18:00,Exeter,19,Leicester,11,Sandy Park,Sean Davey,30,H,N,18,Sat,Feb,2012,2011-12
12/Feb/2012,13:15,Wasps,17,Saracens,22,Adams Park,Greg Garner,39,A,N,13,Sun,Feb,2012,2011-12
18/Feb/2012,14:30,Bath,11,Gloucester,14,Recreation Ground,Wayne Barnes,25,A,N,14,Sat,Feb,2012,2011-12
18/Feb/2012,15:00,Wasps,12,Exeter,15,Adams Park,Dave Pearson,27,A,N,15,Sat,Feb,2012,2011-12
18/Feb/2012,15:00,Newcastle,19,London Irish,10,Kingston Park,N/A,29,H,N,15,Sat,Feb,2012,2011-12
18/Feb/2012,15:00,Northampton,24,Sale,17,Franklin's Gardens,Greg Garner,41,H,N,15,Sat,Feb,2012,2011-12
18/Feb/2012,17:30,Harlequins,16,Worcester,14,Twickenham Stoop,N/A,30,H,N,17,Sat,Feb,2012,2011-12
19/Feb/2012,14:30,Saracens,19,Leicester,20,Vicarage Road,Andrew Small,39,A,N,14,Sun,Feb,2012,2011-12
24/Feb/2012,19:45,Sale,46,Wasps,34,Edgeley Park,Sean Davey,80,H,N,19,Fri,Feb,2012,2011-12
24/Feb/2012,19:45,Worcester,16,Saracens,11,Sixways,N/A,27,H,N,19,Fri,Feb,2012,2011-12
25/Feb/2012,15:00,Leicester,42,Newcastle,15,Welford Road,Greg Garner,57,H,N,15,Sat,Feb,2012,2011-12
25/Feb/2012,18:00,Exeter,9,Bath,12,Sandy Park,N/A,21,A,N,18,Sat,Feb,2012,2011-12
25/Feb/2012,18:00,Gloucester,29,Harlequins,23,Kingsholm,Dave Pearson,52,H,N,18,Sat,Feb,2012,2011-12
26/Feb/2012,13:15,London Irish,23,Northampton,30,Madejski Stadium,Andrew Small,53,A,N,13,Sun,Feb,2012,2011-12
02/Mar/2012,19:45,Newcastle,9,Harlequins,9,Kingston Park,Andrew Small,18,D,N,19,Fri,Mar,2012,2011-12
03/Mar/2012,14:15,Bath,36,Worcester,17,Recreation Ground,Greg Garner,53,H,N,14,Sat,Mar,2012,2011-12
03/Mar/2012,15:00,Exeter,37,Sale,12,Sandy Park,Dean Richards,49,H,N,15,Sat,Mar,2012,2011-12
03/Mar/2012,15:00,Wasps,18,London Irish,13,Adams Park,Martin Fox,31,H,N,15,Sat,Mar,2012,2011-12
04/Mar/2012,13:00,Leicester,36,Gloucester,3,Welford Road,Tim Wigglesworth,39,H,N,13,Sun,Mar,2012,2011-12
04/Mar/2012,17:00,Saracens,18,Northampton,12,Vicarage Road,N/A,30,H,N,17,Sun,Mar,2012,2011-12
23/Mar/2012,19:45,Sale,9,Saracens,45,Edgeley Park,Andrew Small,54,A,N,19,Fri,Mar,2012,2011-12
23/Mar/2012,19:45,Worcester,19,Newcastle,9,Sixways,N/A,28,H,N,19,Fri,Mar,2012,2011-12
24/Mar/2012,14:15,Harlequins,14,Bath,6,Twickenham Stoop,Wayne Barnes,20,H,N,14,Sat,Mar,2012,2011-12
24/Mar/2012,15:00,Gloucester,27,Exeter,28,Kingsholm,Greg Garner,55,A,N,15,Sat,Mar,2012,2011-12
24/Mar/2012,17:45,Northampton,32,Wasps,15,Franklin's Gardens,Tim Wigglesworth,47,H,N,17,Sat,Mar,2012,2011-12
25/Mar/2012,15:00,London Irish,32,Leicester,41,Madejski Stadium,Dean Richards,73,A,N,15,Sun,Mar,2012,2011-12
30/Mar/2012,19:45,Leicester,43,Worcester,13,Welford Road,Wayne Barnes,56,H,N,19,Fri,Mar,2012,2011-12
30/Mar/2012,19:45,Newcastle,22,Sale,19,Kingston Park,N/A,41,H,N,19,Fri,Mar,2012,2011-12
31/Mar/2012,15:00,Exeter,18,London Irish,11,Sandy Park,Dave Pearson,29,H,N,15,Sat,Mar,2012,2011-12
31/Mar/2012,15:00,Saracens,19,Harlequins,24,Wembley Stadium,Greg Garner,43,A,N,15,Sat,Mar,2012,2011-12
31/Mar/2012,17:30,Bath,6,Northampton,26,Recreation Ground,Martin Fox,32,A,N,17,Sat,Mar,2012,2011-12
01/Apr/2012,15:00,Wasps,26,Gloucester,24,Adams Park,N/A,50,H,N,15,Sun,Apr,2012,2011-12
13/Apr/2012,19:45,Sale,16,Bath,9,Edgeley Park,Greg Garner,25,H,N,19,Fri,Apr,2012,2011-12
14/Apr/2012,14:15,Northampton,21,Leicester,35,Franklin's Gardens,Dave Pearson,56,A,N,14,Sat,Apr,2012,2011-12
14/Apr/2012,15:00,Gloucester,20,Newcastle,29,Kingsholm,Tim Wigglesworth,49,A,N,15,Sat,Apr,2012,2011-12
14/Apr/2012,15:00,London Irish,19,Saracens,28,Madejski Stadium,Martin Fox,47,A,N,15,Sat,Apr,2012,2011-12
14/Apr/2012,15:00,Worcester,26,Exeter,31,Sixways,Dean Richards,57,A,N,15,Sat,Apr,2012,2011-12
14/Apr/2012,16:30,Harlequins,33,Wasps,17,Twickenham Stoop,N/A,50,H,N,16,Sat,Apr,2012,2011-12
20/Apr/2012,19:45,Newcastle,3,Saracens,9,Kingston Park,N/A,12,A,N,19,Fri,Apr,2012,2011-12
21/Apr/2012,14:15,Bath,17,Wasps,12,Recreation Ground,Dave Pearson,29,H,N,14,Sat,Apr,2012,2011-12
21/Apr/2012,15:00,Gloucester,19,Sale,24,Kingsholm,N/A,43,A,N,15,Sat,Apr,2012,2011-12
21/Apr/2012,15:00,Worcester,16,London Irish,25,Sixways,Tim Wigglesworth,41,A,N,15,Sat,Apr,2012,2011-12
21/Apr/2012,15:15,Harlequins,33,Leicester,43,Twickenham Stoop,Wayne Barnes,76,A,N,15,Sat,Apr,2012,2011-12
22/Apr/2012,14:00,Exeter,15,Northampton,18,Sandy Park,Andrew Small,33,A,N,14,Sun,Apr,2012,2011-12
05/May/2012,14:00,Leicester,28,Bath,3,Welford Road,Dean Richards,31,H,N,14,Sat,May,2012,2011-12
05/May/2012,14:00,London Irish,52,Gloucester,18,Madejski Stadium,Dave Pearson,70,H,N,14,Sat,May,2012,2011-12
05/May/2012,14:00,Wasps,10,Newcastle,14,Adams Park,Wayne Barnes,24,A,N,14,Sat,May,2012,2011-12
05/May/2012,14:00,Northampton,42,Worcester,14,Franklin's Gardens,Greg Garner,56,H,N,14,Sat,May,2012,2011-12
05/May/2012,14:00,Sale,10,Harlequins,24,Edgeley Park,Martin Fox,34,A,N,14,Sat,May,2012,2011-12
05/May/2012,14:00,Saracens,40,Exeter,22,Vicarage Road,Tim Wigglesworth,62,H,N,14,Sat,May,2012,2011-12
12/May/2012,14:45,Harlequins,25,Northampton,23,Twickenham Stoop,Andrew Small (England),48,H,N,14,Sat,May,2012,2011-12
12/May/2012,17:30,Leicester,24,Saracens,15,Welford Road,Dave Pearson (England),39,H,N,17,Sat,May,2012,2011-12
26/May/2012,15:00,Harlequins,30,Leicester,23,Twickenham Stadium,Wayne Barnes,53,H,N,15,Sat,May,2012,2011-12
