,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgHomeLast5Results,avgAwayLast5Results,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent
862,2017-03-25,15:00,Northampton,31,Leicester,36,Franklin's Gardens,Greg Garner,67,A,Mar,2017,2016-17,25.53,20.79,46.32,25.91,27.61,26.22,27.68,27.65,20.79,21.88,21.22,20.67,21.65,46.7,49.49,47.44,48.35,28.4,24.55,22.36,27.68,25.71,23.25,22.58,28.08,32.4,26.0,27.67,36.33
863,2017-09-09,16:30,Northampton,24,Leicester,11,Franklin's Gardens,JP Doyle,35,H,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,27.68,27.65,22.25,21.88,22.11,20.67,21.65,49.28,49.49,48.57,48.35,26.75,24.55,23.0,27.68,21.71,23.25,25.36,28.08,32.4,26.0,27.67,36.33
864,2018-10-06,15:00,Northampton,15,Leicester,23,Twickenham Stadium,JP Doyle,38,A,Oct,2018,2018-19,25.53,20.79,46.32,24.99,26.3,26.84,27.67,27.65,20.42,22.3,21.13,23.38,21.65,45.42,48.6,47.97,51.05,32.76,24.09,30.45,15.0,24.7,22.82,16.09,26.2,32.4,26.0,27.67,36.33
865,2019-11-30,15:00,Northampton,36,Leicester,13,Franklin's Gardens,Matthew Carley,49,H,Nov,2019,2019-20,25.53,20.79,46.32,22.73,25.38,26.4,27.68,27.65,18.47,20.14,20.47,20.67,21.65,41.2,45.52,46.87,48.35,25.23,36.78,22.91,27.68,15.45,16.0,13.55,28.08,32.4,26.0,27.67,36.33
866,2021-10-30,15:00,Northampton,26,Leicester,55,Franklin's Gardens,Tom Foley,81,A,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,27.68,27.65,20.42,23.14,23.63,20.67,21.65,45.42,50.62,51.46,48.35,32.76,29.67,34.17,27.68,24.7,26.85,28.67,28.08,32.4,26.0,27.67,36.33
867,2022-09-24,15:00,Northampton,21,Leicester,41,Franklin's Gardens,Karl Dickson,62,A,Sep,2022,2022-23,25.53,20.79,46.32,27.03,28.22,28.32,27.68,27.65,22.25,24.39,25.77,20.67,21.65,49.28,52.61,54.09,48.35,26.75,31.92,32.4,27.68,21.71,23.77,25.0,28.08,32.4,26.0,27.67,36.33
868,2011-04-22,18:00,Newcastle,13,Leicester,24,Kingston Park,Tim Wigglesworth,37,A,Apr,2011,2010-11,25.53,20.79,46.32,26.81,23.01,23.46,18.95,18.92,23.7,18.59,18.07,22.32,21.65,50.51,41.59,41.53,41.27,17.2,18.38,18.09,18.95,24.85,24.92,21.55,24.44,21.8,26.0,13.33,28.0
869,2011-09-17,15:05,Newcastle,26,Leicester,27,Kingston Park,N/A,53,A,Sep,2011,2011-12,25.53,20.79,46.32,27.03,23.01,22.71,18.95,18.92,22.25,18.59,18.7,22.32,21.65,49.28,41.59,41.41,41.27,19.16,18.38,15.36,18.95,21.71,24.92,28.25,24.44,21.8,26.0,13.33,28.0
870,2014-03-02,15:00,Newcastle,18,Leicester,41,Kingston Park,Greg Garner,59,A,Mar,2014,2013-14,25.53,20.79,46.32,25.91,25.03,22.18,18.95,18.92,20.79,20.78,19.22,22.32,21.65,46.7,45.81,41.4,41.27,19.27,16.5,12.27,18.95,25.71,23.46,22.75,24.44,21.8,26.0,13.33,28.0
871,2015-03-08,15:00,Newcastle,12,Leicester,16,Kingston Park,Luke Pearce,28,A,Mar,2015,2014-15,25.53,20.79,46.32,25.91,25.84,27.21,18.95,18.92,20.79,20.54,20.83,22.32,21.65,46.7,46.38,48.04,41.27,19.27,20.25,22.0,18.95,25.71,16.11,16.58,24.44,21.8,26.0,13.33,28.0
872,2016-02-12,19:45,Newcastle,26,Leicester,14,Kingston Park,Greg Garner,40,H,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,18.95,18.92,19.15,19.5,19.54,22.32,21.65,43.21,44.06,43.44,41.27,22.58,21.21,17.45,18.95,16.95,19.93,19.92,24.44,21.8,26.0,13.33,28.0
873,2016-09-18,15:00,Newcastle,13,Leicester,14,Kingston Park,JP Doyle,27,A,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,18.95,18.92,22.25,19.5,21.22,22.32,21.65,49.28,44.06,47.44,41.27,19.16,21.21,24.27,18.95,21.71,19.93,22.58,24.44,21.8,26.0,13.33,28.0
874,2017-10-29,15:00,Newcastle,13,Leicester,30,Kingston Park,Wayne Barnes,43,A,Oct,2017,2017-18,25.53,20.79,46.32,24.99,27.61,26.46,18.95,18.92,20.42,21.88,22.11,22.32,21.65,45.42,49.49,48.57,41.27,17.4,21.0,21.91,18.95,24.7,23.25,25.36,24.44,21.8,26.0,13.33,28.0
875,2019-04-12,19:45,Newcastle,22,Leicester,27,Kingston Park,Wayne Barnes,49,A,Apr,2019,2018-19,25.53,20.79,46.32,26.81,25.38,26.84,18.95,18.92,23.7,20.14,21.13,22.32,21.65,50.51,45.52,47.97,41.27,17.2,17.83,18.18,18.95,24.85,16.0,16.09,24.44,21.8,26.0,13.33,28.0
876,2022-05-21,15:00,Newcastle,5,Leicester,27,Kingston Park,Anthony Woodthorpe,32,A,May,2022,2021-22,25.53,20.79,46.32,29.94,28.22,27.83,18.95,18.92,22.83,24.39,23.63,22.32,21.65,52.77,52.61,51.46,41.27,21.75,18.17,16.73,18.95,23.0,23.77,28.67,24.44,21.8,26.0,13.33,28.0
877,2011-04-02,17:30,Harlequins,13,Leicester,17,Twickenham Stoop,Wayne Barnes,30,A,Apr,2011,2010-11,25.53,20.79,46.32,26.81,23.01,23.46,25.92,26.66,23.7,18.59,18.07,21.85,21.65,50.51,41.59,41.53,47.76,27.62,27.45,25.55,26.45,24.85,24.92,21.55,23.33,25.6,26.0,27.33,23.67
878,2012-04-21,15:15,Harlequins,33,Leicester,43,Twickenham Stoop,Wayne Barnes,76,A,Apr,2012,2011-12,25.53,20.79,46.32,26.81,22.83,22.71,25.92,26.66,23.7,18.33,18.7,21.85,21.65,50.51,41.17,41.41,47.76,27.62,26.92,28.15,26.45,24.85,25.33,28.25,23.33,25.6,26.0,27.33,23.67
879,2012-05-26,15:00,Harlequins,30,Leicester,23,Twickenham Stadium,Wayne Barnes,53,H,May,2012,2011-12,25.53,20.79,46.32,29.94,22.83,22.71,27.67,26.66,22.83,18.33,18.7,23.38,21.65,52.77,41.17,41.41,51.05,26.58,26.92,28.15,28.5,23.0,25.33,28.25,26.2,25.6,26.0,27.33,23.67
880,2013-02-16,17:15,Harlequins,25,Leicester,21,Twickenham Stoop,Wayne Barnes,46,H,Feb,2013,2012-13,25.53,20.79,46.32,24.06,23.78,24.81,25.92,26.66,19.15,18.95,19.37,21.85,21.65,43.21,42.72,44.19,47.76,23.43,19.3,24.64,26.45,16.95,19.9,22.27,23.33,25.6,26.0,27.33,23.67
881,2014-04-18,19:45,Harlequins,24,Leicester,20,Twickenham Stoop,Tim Wigglesworth,44,H,Apr,2014,2013-14,25.53,20.79,46.32,26.81,25.03,22.18,25.92,26.66,23.7,20.78,19.22,21.85,21.65,50.51,45.81,41.4,47.76,27.62,20.5,18.82,26.45,24.85,23.46,22.75,23.33,25.6,26.0,27.33,23.67
882,2015-01-10,15:15,Harlequins,32,Leicester,12,Twickenham Stoop,Luke Pearce,44,H,Jan,2015,2014-15,25.53,20.79,46.32,23.57,25.84,27.21,25.92,26.66,19.12,20.54,20.83,21.85,21.65,42.69,46.38,48.04,47.76,27.0,28.11,24.0,26.45,15.89,16.11,16.58,23.33,25.6,26.0,27.33,23.67
883,2016-02-19,19:45,Harlequins,25,Leicester,19,Twickenham Stoop,JP Doyle,44,H,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,25.92,26.66,19.15,19.5,19.54,21.85,21.65,43.21,44.06,43.44,47.76,23.43,26.15,28.73,26.45,16.95,19.93,19.92,23.33,25.6,26.0,27.33,23.67
884,2017-02-24,19:45,Harlequins,18,Leicester,27,Twickenham Stoop,Dean Richards,45,A,Feb,2017,2016-17,25.53,20.79,46.32,24.06,27.61,26.22,25.92,26.66,19.15,21.88,21.22,21.85,21.65,43.21,49.49,47.44,47.76,23.43,33.36,27.36,26.45,16.95,23.25,22.58,23.33,25.6,26.0,27.33,23.67
885,2017-09-23,15:00,Harlequins,28,Leicester,31,Twickenham Stoop,Ian Tempest,59,A,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,25.92,26.66,22.25,21.88,22.11,21.85,21.65,49.28,49.49,48.57,47.76,26.19,33.36,25.73,26.45,21.71,23.25,25.36,23.33,25.6,26.0,27.33,23.67
886,2019-05-03,19:45,Harlequins,23,Leicester,19,Twickenham Stoop,Wayne Barnes,42,H,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,25.92,26.66,22.83,20.14,21.13,21.85,21.65,52.77,45.52,47.97,47.76,26.58,24.56,27.55,26.45,23.0,16.0,16.09,23.33,25.6,26.0,27.33,23.67
887,2019-12-28,16:30,Harlequins,30,Leicester,30,Twickenham Stadium,Matthew Carley,60,D,Dec,2019,2019-20,25.53,20.79,46.32,24.03,25.38,26.4,27.67,26.66,19.75,20.14,20.47,23.38,21.65,43.78,45.52,46.87,51.05,27.19,24.56,25.0,28.5,21.8,16.0,13.55,26.2,25.6,26.0,27.33,23.67
888,2021-02-13,16:00,Harlequins,37,Leicester,24,Twickenham Stoop,Anthony Woodthorpe,61,H,Feb,2021,2020-21,25.53,20.79,46.32,24.06,27.48,26.85,25.92,26.66,19.15,23.14,22.77,21.85,21.65,43.21,50.62,49.62,47.76,23.43,38.67,36.55,26.45,16.95,26.85,19.22,23.33,25.6,26.0,27.33,23.67
889,2022-04-23,15:00,Harlequins,26,Leicester,20,Twickenham Stoop,Wayne Barnes,46,H,Apr,2022,2021-22,25.53,20.79,46.32,26.81,28.22,27.83,25.92,26.66,23.7,24.39,23.63,21.85,21.65,50.51,52.61,51.46,47.76,27.62,23.91,27.92,26.45,24.85,23.77,28.67,23.33,25.6,26.0,27.33,23.67
890,2022-10-16,15:00,Harlequins,19,Leicester,27,Twickenham Stoop,Adam Leal,46,A,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,25.92,26.66,20.42,24.39,25.77,21.85,21.65,45.42,52.61,54.09,47.76,29.68,23.91,25.6,26.45,24.7,23.77,25.0,23.33,25.6,26.0,27.33,23.67
891,2011-03-26,16:30,Bath,6,Leicester,37,Recreation Ground,N/A,43,A,Mar,2011,2010-11,25.53,20.79,46.32,25.91,23.01,23.46,23.49,24.21,20.79,18.59,18.07,21.09,21.65,46.7,41.59,41.53,44.58,21.39,22.55,20.0,23.49,25.71,24.92,21.55,21.43,21.4,26.0,20.0,20.67
892,2011-10-01,15:15,Bath,26,Leicester,25,Recreation Ground,Tim Wigglesworth,51,H,Oct,2011,2011-12,25.53,20.79,46.32,24.99,23.01,22.71,23.49,24.21,20.42,18.59,18.7,21.09,21.65,45.42,41.59,41.41,44.58,20.62,22.55,21.0,23.49,24.7,24.92,28.25,21.43,21.4,26.0,20.0,20.67
893,2013-04-20,14:15,Bath,27,Leicester,26,The Recreation Ground,Tim Wigglesworth,53,H,Apr,2013,2012-13,25.53,20.79,46.32,26.81,23.78,24.81,25.84,24.21,23.7,18.95,19.37,17.8,21.65,50.51,42.72,44.19,43.64,26.71,28.0,26.27,25.84,24.85,19.9,22.27,16.6,21.4,26.0,20.0,20.67
894,2013-09-14,15:15,Bath,27,Leicester,20,The Recreation Ground,Greg Garner,47,H,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,25.84,24.21,22.25,18.95,19.22,17.8,21.65,49.28,42.72,41.4,43.64,30.64,28.0,21.64,25.84,21.71,19.9,22.75,16.6,21.4,26.0,20.0,20.67
895,2014-09-20,15:15,Bath,45,Leicester,0,The Recreation Ground,Wayne Barnes,45,H,Sep,2014,2014-15,25.53,20.79,46.32,27.03,25.03,27.21,25.84,24.21,22.25,20.78,20.83,17.8,21.65,49.28,45.81,48.04,43.64,30.64,27.17,32.15,25.84,21.71,23.46,16.58,16.6,21.4,26.0,20.0,20.67
896,2015-05-23,17:00,Bath,47,Leicester,10,The Recreation Ground,JP Doyle,57,H,May,2015,2014-15,25.53,20.79,46.32,29.94,25.84,27.21,25.84,24.21,22.83,20.54,20.83,17.8,21.65,52.77,46.38,48.04,43.64,33.73,27.18,32.15,25.84,23.0,16.11,16.58,16.6,21.4,26.0,20.0,20.67
897,2016-05-07,15:30,Bath,38,Leicester,27,The Recreation Ground,Craig Maxwell-Keys,65,H,May,2016,2015-16,25.53,20.79,46.32,29.94,24.56,23.9,25.84,24.21,22.83,19.5,19.54,17.8,21.65,52.77,44.06,43.44,43.64,33.73,24.69,21.27,25.84,23.0,19.93,19.92,16.6,21.4,26.0,20.0,20.67
898,2017-04-08,14:00,Bath,27,Leicester,21,Twickenham Stadium,JP Doyle,48,H,Apr,2017,2016-17,25.53,20.79,46.32,26.81,27.61,26.22,27.67,24.21,23.7,21.88,21.22,23.38,21.65,50.51,49.49,47.44,51.05,26.71,27.73,26.73,22.0,24.85,23.25,22.58,26.2,21.4,26.0,20.0,20.67
899,2018-04-07,14:00,Bath,19,Leicester,34,Twickenham Stadium,Wayne Barnes,53,A,Apr,2018,2017-18,25.53,20.79,46.32,26.81,26.3,26.46,27.67,24.21,23.7,22.3,22.11,23.38,21.65,50.51,48.6,48.57,51.05,26.71,26.82,31.09,22.0,24.85,22.82,25.36,26.2,21.4,26.0,20.0,20.67
900,2018-12-30,15:00,Bath,23,Leicester,16,Recreation Ground,JP Doyle,39,H,Dec,2018,2018-19,25.53,20.79,46.32,24.03,26.3,26.84,23.49,24.21,19.75,22.3,21.13,21.09,21.65,43.78,48.6,47.97,44.58,15.71,26.82,23.82,23.49,21.8,22.82,16.09,21.43,21.4,26.0,20.0,20.67
901,2020-01-25,15:00,Bath,13,Leicester,10,Recreation Ground,Wayne Barnes,23,H,Jan,2020,2019-20,25.53,20.79,46.32,23.57,26.97,26.4,23.49,24.21,19.12,21.69,20.47,21.09,21.65,42.69,48.65,46.87,44.58,26.43,23.12,21.45,23.49,15.89,11.0,13.55,21.43,21.4,26.0,20.0,20.67
902,2021-04-18,15:00,Bath,21,Leicester,20,Recreation Ground,Luke Pearce,41,H,Apr,2021,2020-21,25.53,20.79,46.32,26.81,27.48,26.85,23.49,24.21,23.7,23.14,22.77,21.09,21.65,50.51,50.62,49.62,44.58,26.71,22.29,24.1,23.49,24.85,26.85,19.22,21.43,21.4,26.0,20.0,20.67
903,2022-02-19,15:00,Bath,20,Leicester,24,Recreation Ground,Karl Dickson,44,A,Feb,2022,2021-22,25.53,20.79,46.32,24.06,28.22,27.83,23.49,24.21,19.15,24.39,23.63,21.09,21.65,43.21,52.61,51.46,44.58,23.9,23.15,21.42,23.49,16.95,23.77,28.67,21.43,21.4,26.0,20.0,20.67
904,2022-11-11,19:45,Bath,19,Leicester,18,Recreation Ground,Tom Foley,37,H,Nov,2022,2022-23,25.53,20.79,46.32,22.73,28.22,28.32,23.49,24.21,18.47,24.39,25.77,21.09,21.65,41.2,52.61,54.09,44.58,19.0,23.15,21.17,23.49,15.45,23.77,25.0,21.43,21.4,26.0,20.0,20.67
905,2010-10-30,17:30,Gloucester,19,Leicester,12,Kingsholm,Wayne Barnes,31,H,Oct,2010,2010-11,25.53,20.79,46.32,24.99,23.75,23.46,26.32,26.32,20.42,18.05,18.07,20.47,21.65,45.42,41.8,41.53,46.79,24.06,23.0,30.73,26.32,24.7,20.8,21.55,21.67,30.2,26.0,28.67,27.67
906,2011-11-26,14:15,Gloucester,14,Leicester,19,Kingsholm,N/A,33,A,Nov,2011,2011-12,25.53,20.79,46.32,22.73,23.01,22.71,26.32,26.32,18.47,18.59,18.7,20.47,21.65,41.2,41.59,41.41,46.79,24.33,31.5,25.18,26.32,15.45,24.92,28.25,21.67,30.2,26.0,28.67,27.67
907,2012-10-27,16:45,Gloucester,27,Leicester,21,Kingsholm,N/A,48,H,Oct,2012,2012-13,25.53,20.79,46.32,24.99,22.83,24.81,26.32,26.32,20.42,18.33,19.37,20.47,21.65,45.42,41.17,44.19,46.79,24.06,23.64,21.73,26.32,24.7,25.33,22.27,21.67,30.2,26.0,28.67,27.67
908,2013-11-29,19:45,Gloucester,17,Leicester,22,Kingsholm,Greg Garner,39,A,Nov,2013,2013-14,25.53,20.79,46.32,22.73,23.78,22.18,26.32,26.32,18.47,18.95,19.22,20.47,21.65,41.2,42.72,41.4,46.79,24.33,19.45,21.91,26.32,15.45,19.9,22.75,21.67,30.2,26.0,28.67,27.67
909,2014-10-04,15:15,Gloucester,33,Leicester,16,Kingsholm,Andrew Small,49,H,Oct,2014,2014-15,25.53,20.79,46.32,24.99,25.03,27.21,26.32,26.32,20.42,20.78,20.83,20.47,21.65,45.42,45.81,48.04,46.79,24.06,24.64,29.55,26.32,24.7,23.46,16.58,21.67,30.2,26.0,28.67,27.67
910,2016-01-30,15:00,Gloucester,18,Leicester,19,Kingsholm,JP Doyle,37,A,Jan,2016,2015-16,25.53,20.79,46.32,23.57,24.56,23.9,26.32,26.32,19.12,19.5,19.54,20.47,21.65,42.69,44.06,43.44,46.79,23.67,21.38,20.73,26.32,15.89,19.93,19.92,21.67,30.2,26.0,28.67,27.67
911,2016-09-02,19:45,Gloucester,31,Leicester,38,Kingsholm,Wayne Barnes,69,A,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,26.32,26.32,22.25,19.5,21.22,20.47,21.65,49.28,44.06,47.44,46.79,25.19,21.38,26.91,26.32,21.71,19.93,22.58,21.67,30.2,26.0,28.67,27.67
912,2018-02-10,14:30,Gloucester,24,Leicester,17,Kingsholm,JP Doyle,41,H,Feb,2018,2017-18,25.53,20.79,46.32,24.06,26.3,26.46,26.32,26.32,19.15,22.3,22.11,20.47,21.65,43.21,48.6,48.57,46.79,26.11,27.27,26.27,26.32,16.95,22.82,25.36,21.67,30.2,26.0,28.67,27.67
913,2018-11-16,19:45,Gloucester,36,Leicester,13,Kingsholm,Ian Tempest,49,H,Nov,2018,2018-19,25.53,20.79,46.32,22.73,26.3,26.84,26.32,26.32,18.47,22.3,21.13,20.47,21.65,41.2,48.6,47.97,46.79,24.33,27.27,28.18,26.32,15.45,22.82,16.09,21.67,30.2,26.0,28.67,27.67
914,2020-08-30,16:30,Gloucester,46,Leicester,30,Kingsholm,Matthew Carley,76,H,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,26.32,26.32,21.72,21.69,20.47,20.47,21.65,45.88,48.65,46.87,46.79,35.0,27.33,25.5,26.32,21.5,11.0,13.55,21.67,30.2,26.0,28.67,27.67
915,2021-03-13,15:00,Gloucester,14,Leicester,20,Kingsholm,Adam Leal,34,A,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,26.32,26.32,20.79,23.14,22.77,20.47,21.65,46.7,50.62,49.62,46.79,24.86,25.0,26.1,26.32,25.71,26.85,19.22,21.67,30.2,26.0,28.67,27.67
916,2021-09-24,19:45,Gloucester,26,Leicester,33,Kingsholm,Tom Foley,59,A,Sep,2021,2021-22,25.53,20.79,46.32,27.03,27.48,27.83,26.32,26.32,22.25,23.14,23.63,20.47,21.65,49.28,50.62,51.46,46.79,25.19,25.0,31.18,26.32,21.71,26.85,28.67,21.67,30.2,26.0,28.67,27.67
917,2010-10-03,16:30,Saracens,26,Leicester,20,Vicarage Road,N/A,46,H,Oct,2010,2010-11,25.53,20.79,46.32,24.99,23.75,23.46,23.61,31.18,20.42,18.05,18.07,13.57,21.65,45.42,41.8,41.53,37.17,31.33,21.0,22.33,23.61,24.7,20.8,21.55,20.0,41.4,26.0,36.33,19.33
918,2012-02-19,14:30,Saracens,19,Leicester,20,Vicarage Road,Andrew Small,39,A,Feb,2012,2011-12,25.53,20.79,46.32,24.06,22.83,22.71,23.61,31.18,19.15,18.33,18.7,13.57,21.65,43.21,41.17,41.41,37.17,26.94,23.64,21.18,23.61,16.95,25.33,28.25,20.0,41.4,26.0,36.33,19.33
919,2012-09-15,15:30,Saracens,9,Leicester,9,Wembley Stadium,N/A,18,D,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,26.29,31.18,22.25,18.33,19.37,14.43,21.65,49.28,41.17,44.19,40.71,33.6,23.64,27.58,26.29,21.71,25.33,22.27,9.0,41.4,26.0,36.33,19.33
920,2013-12-21,15:00,Saracens,49,Leicester,10,Allianz Park,Wayne Barnes,59,H,Dec,2013,2013-14,25.53,20.79,46.32,24.03,23.78,22.18,32.22,31.18,19.75,18.95,19.22,16.42,21.65,43.78,42.72,41.4,48.64,35.0,31.92,32.08,32.22,21.8,19.9,22.75,12.5,41.4,26.0,36.33,19.33
921,2015-04-11,15:15,Saracens,22,Leicester,6,Allianz Park,Matthew Carley,28,H,Apr,2015,2014-15,25.53,20.79,46.32,26.81,25.84,27.21,32.22,31.18,23.7,20.54,20.83,16.42,21.65,50.51,46.38,48.04,48.64,31.45,30.56,33.27,32.22,24.85,16.11,16.58,12.5,41.4,26.0,36.33,19.33
922,2016-01-02,15:15,Saracens,26,Leicester,6,Allianz Park,Greg Garner,32,H,Jan,2016,2015-16,25.53,20.79,46.32,23.57,24.56,23.9,32.22,31.18,19.12,19.5,19.54,16.42,21.65,42.69,44.06,43.44,48.64,25.1,26.38,28.77,32.22,15.89,19.93,19.92,12.5,41.4,26.0,36.33,19.33
923,2016-05-21,12:30,Saracens,44,Leicester,17,Allianz Park,JP Doyle,61,H,May,2016,2015-16,25.53,20.79,46.32,29.94,24.56,23.9,32.22,31.18,22.83,19.5,19.54,16.42,21.65,52.77,44.06,43.44,48.64,34.73,26.38,28.77,32.22,23.0,19.93,19.92,12.5,41.4,26.0,36.33,19.33
924,2016-10-29,15:00,Saracens,24,Leicester,10,Allianz Park,Wayne Barnes,34,H,Oct,2016,2016-17,25.53,20.79,46.32,24.99,24.56,26.22,32.22,31.18,20.42,19.5,21.22,16.42,21.65,45.42,44.06,47.44,48.64,31.33,26.38,29.36,32.22,24.7,19.93,22.58,12.5,41.4,26.0,36.33,19.33
925,2018-02-25,15:30,Saracens,20,Leicester,28,Allianz Park,Craig Maxwell-Keys,48,A,Feb,2018,2017-18,25.53,20.79,46.32,24.06,26.3,26.46,32.22,31.18,19.15,22.3,22.11,16.42,21.65,43.21,48.6,48.57,48.64,26.94,37.17,39.25,32.22,16.95,22.82,25.36,12.5,41.4,26.0,36.33,19.33
926,2019-02-16,15:00,Saracens,33,Leicester,10,Allianz Park,Tom Foley,43,H,Feb,2019,2018-19,25.53,20.79,46.32,24.06,25.38,26.84,32.22,31.18,19.15,20.14,21.13,16.42,21.65,43.21,45.52,47.97,48.64,26.94,32.44,35.08,32.22,16.95,16.0,16.09,12.5,41.4,26.0,36.33,19.33
927,2020-03-07,13:00,Saracens,24,Leicester,13,Allianz Park,J P Doyle,37,H,Mar,2020,2019-20,25.53,20.79,46.32,25.91,26.97,26.4,32.22,31.18,20.79,21.69,20.47,16.42,21.65,46.7,48.65,46.87,48.64,30.0,33.88,32.64,32.22,25.71,11.0,13.55,12.5,41.4,26.0,36.33,19.33
928,2022-03-05,15:00,Saracens,34,Leicester,27,StoneX Stadium,Craig Maxwell-Keys,61,H,Mar,2022,2021-22,25.53,20.79,46.32,25.91,28.22,27.83,38.29,31.18,20.79,24.39,23.63,23.88,21.65,46.7,52.61,51.46,62.18,30.0,35.77,36.23,38.29,25.71,23.77,28.67,22.5,41.4,26.0,36.33,19.33
929,2022-10-01,15:00,Saracens,51,Leicester,18,StoneX Stadium,Matthew Carley,69,H,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,38.29,31.18,20.42,24.39,25.77,23.88,21.65,45.42,52.61,54.09,62.18,31.33,35.77,41.4,38.29,24.7,23.77,25.0,22.5,41.4,26.0,36.33,19.33
930,2011-12-27,14:00,Worcester,13,Leicester,32,Sixways,N/A,45,A,Dec,2011,2011-12,25.53,20.79,46.32,24.03,23.01,22.71,20.93,20.93,19.75,18.59,18.7,23.23,21.65,43.78,41.59,41.41,44.15,16.18,14.17,16.64,20.93,21.8,24.92,28.25,26.0,25.8,26.0,14.67,27.33
931,2013-01-04,20:00,Worcester,14,Leicester,19,Sixways,JP Doyle,33,A,Jan,2013,2012-13,25.53,20.79,46.32,23.57,23.78,24.81,20.93,20.93,19.12,18.95,19.37,23.23,21.65,42.69,42.72,44.19,44.15,19.6,15.55,20.64,20.93,15.89,19.9,22.27,26.0,25.8,26.0,14.67,27.33
932,2014-02-07,19:45,Worcester,22,Leicester,23,Sixways,Andrew Small,45,A,Feb,2014,2013-14,25.53,20.79,46.32,24.06,25.03,22.18,20.93,20.93,19.15,20.78,19.22,23.23,21.65,43.21,45.81,41.4,44.15,20.36,21.2,15.64,20.93,16.95,23.46,22.75,26.0,25.8,26.0,14.67,27.33
933,2015-12-05,15:00,Worcester,20,Leicester,29,Sixways,Wayne Barnes,49,A,Dec,2015,2015-16,25.53,20.79,46.32,24.03,25.84,23.9,20.93,20.93,19.75,20.54,19.54,23.23,21.65,43.78,46.38,43.44,44.15,16.18,20.33,21.36,20.93,21.8,16.11,19.92,26.0,25.8,26.0,14.67,27.33
934,2017-05-06,16:00,Worcester,23,Leicester,28,Sixways,Tom Foley,51,A,May,2017,2016-17,25.53,20.79,46.32,29.94,27.61,26.22,20.93,20.93,22.83,21.88,21.22,23.23,21.65,52.77,49.49,47.44,44.15,23.6,21.58,24.18,20.93,23.0,23.25,22.58,26.0,25.8,26.0,14.67,27.33
935,2018-03-04,15:00,Worcester,5,Leicester,34,Sixways,Luke Pearce,39,A,Mar,2018,2017-18,25.53,20.79,46.32,25.91,26.3,26.46,20.93,20.93,20.79,22.3,22.11,23.23,21.65,46.7,48.6,48.57,44.15,21.15,24.4,19.64,20.93,25.71,22.82,25.36,26.0,25.8,26.0,14.67,27.33
936,2019-02-24,13:00,Worcester,17,Leicester,13,Sixways,Craig Maxwell-Keys,30,H,Feb,2019,2018-19,25.53,20.79,46.32,24.06,25.38,26.84,20.93,20.93,19.15,20.14,21.13,23.23,21.65,43.21,45.52,47.97,44.15,20.36,24.9,25.73,20.93,16.95,16.0,16.09,26.0,25.8,26.0,14.67,27.33
937,2019-10-19,15:00,Worcester,24,Leicester,16,Sixways,Craig Maxwell-Keys,40,H,Oct,2019,2019-20,25.53,20.79,46.32,24.99,25.38,26.4,20.93,20.93,20.42,20.14,20.47,23.23,21.65,45.42,45.52,46.87,44.15,19.9,24.9,21.64,20.93,24.7,16.0,13.55,26.0,25.8,26.0,14.67,27.33
938,2021-05-30,15:00,Worcester,17,Leicester,18,Sixways,Karl Dickson,35,A,May,2021,2020-21,25.53,20.79,46.32,29.94,27.48,26.85,20.93,20.93,22.83,23.14,22.77,23.23,21.65,52.77,50.62,49.62,44.15,23.6,21.55,18.0,20.93,23.0,26.85,19.22,26.0,25.8,26.0,14.67,27.33
