,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgHomeLast5Results,avgAwayLast5Results,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent
1368,2019-04-06,15:00,Wasps,28,Worcester,16,Ricoh Arena,Matthew Carley,44,H,Apr,2019,2018-19,25.53,20.79,46.32,26.81,25.38,26.84,30.23,27.82,23.7,20.14,21.13,21.71,16.41,50.51,45.52,47.97,51.93,30.93,23.44,24.73,30.23,17.5,16.25,18.91,20.33,23.8,13.2,32.0,16.0
1369,2020-08-21,19:45,Wasps,32,Worcester,17,Ricoh Arena,Craig Maxwell-Keys,49,H,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,30.23,27.82,21.72,21.69,20.47,21.71,16.41,45.88,48.65,46.87,51.93,21.5,38.09,38.08,30.23,12.0,13.89,14.0,20.33,23.8,13.2,32.0,16.0
1370,2021-05-15,15:00,Wasps,23,Worcester,19,Ricoh Arena,Ian Tempest,42,H,May,2021,2020-21,25.53,20.79,46.32,29.94,27.48,26.85,30.23,27.82,22.83,23.14,22.77,21.71,16.41,52.77,50.62,49.62,51.93,25.11,25.93,22.64,30.23,17.0,17.4,16.55,20.33,23.8,13.2,32.0,16.0
1371,2022-04-23,15:00,Wasps,41,Worcester,12,Coventry Building Society Arena,Andrew Jackson,53,H,Apr,2022,2021-22,25.53,20.79,46.32,26.81,28.22,27.83,27.29,27.82,23.7,24.39,23.63,22.71,16.41,50.51,52.61,51.46,50.0,30.93,25.25,28.17,27.29,17.5,14.17,15.73,12.0,23.8,13.2,32.0,16.0
1372,2011-10-09,14:00,London Irish,42,Worcester,24,Madejski Stadium,N/A,66,H,Oct,2011,2011-12,25.53,20.79,46.32,24.99,23.01,22.71,23.59,24.29,20.42,18.59,18.7,24.28,16.41,45.42,41.59,41.41,47.87,25.24,26.67,29.18,23.59,14.75,12.6,12.64,12.2,38.8,13.2,36.0,14.33
1373,2013-03-23,15:00,London Irish,26,Worcester,6,Madejski Stadium,Wayne Barnes,32,H,Mar,2013,2012-13,25.53,20.79,46.32,25.91,23.78,24.81,23.59,24.29,20.79,18.95,19.37,24.28,16.41,46.7,42.72,44.19,47.87,27.86,24.64,29.45,23.59,17.93,13.0,17.73,12.2,38.8,13.2,36.0,14.33
1374,2014-01-04,15:00,London Irish,22,Worcester,9,Madejski Stadium,Wayne Barnes,31,H,Jan,2014,2013-14,25.53,20.79,46.32,23.57,25.03,22.18,23.59,24.29,19.12,20.78,19.22,24.28,16.41,42.69,45.81,41.4,47.87,24.0,21.55,20.73,23.59,13.29,16.67,13.91,12.2,38.8,13.2,36.0,14.33
1375,2016-02-07,13:00,London Irish,20,Worcester,13,Madejski Stadium,Wayne Barnes,33,H,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,23.59,24.29,19.15,19.5,19.54,24.28,16.41,43.21,44.06,43.44,47.87,21.93,19.14,18.55,23.59,14.65,16.31,16.82,12.2,38.8,13.2,36.0,14.33
1376,2018-02-25,13:00,London Irish,22,Worcester,9,Madejski Stadium,JP Doyle,31,H,Feb,2018,2017-18,25.53,20.79,46.32,24.06,26.3,26.46,23.59,24.29,19.15,22.3,22.11,24.28,16.41,43.21,48.6,48.57,47.87,21.93,15.8,19.64,23.59,14.65,17.73,19.64,12.2,38.8,13.2,36.0,14.33
1377,2020-09-13,15:00,London Irish,25,Worcester,40,Twickenham Stoop,Craig Maxwell-Keys,65,A,Sep,2020,2019-20,25.53,20.79,46.32,27.03,26.97,26.4,25.92,24.29,22.25,21.69,20.47,21.85,16.41,49.28,48.65,46.87,47.76,28.5,17.5,17.55,12.4,18.94,13.89,14.0,24.55,38.8,13.2,36.0,14.33
1378,2021-03-14,13:00,London Irish,20,Worcester,17,Brentford Community Stadium,Luke Pearce,37,H,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,27.43,24.29,20.79,23.14,22.77,27.67,16.41,46.7,50.62,49.62,55.1,27.86,28.46,25.7,27.43,17.93,17.4,16.55,14.5,38.8,13.2,36.0,14.33
1379,2022-03-05,15:00,London Irish,43,Worcester,12,Brentford Community Stadium,Jack Makepeace,55,H,Mar,2022,2021-22,25.53,20.79,46.32,25.91,28.22,27.83,27.43,24.29,20.79,24.39,23.63,27.67,16.41,46.7,52.61,51.46,55.1,27.86,32.3,29.0,27.43,17.93,14.17,15.73,14.5,38.8,13.2,36.0,14.33
1380,2022-09-10,15:00,London Irish,45,Worcester,14,Gtech Community Stadium,Wayne Barnes,59,H,Sep,2022,2022-23,25.53,20.79,46.32,27.03,28.22,28.32,38.0,24.29,22.25,24.39,25.77,22.75,16.41,49.28,52.61,54.09,60.75,28.5,32.3,38.0,38.0,18.94,14.17,14.0,14.0,38.8,13.2,36.0,14.33
1381,2011-12-03,15:00,Exeter,15,Worcester,9,Sandy Park,N/A,24,H,Dec,2011,2011-12,25.53,20.79,46.32,24.03,23.01,22.71,27.78,27.71,19.75,18.59,18.7,16.66,16.41,43.78,41.59,41.41,44.44,23.77,18.0,18.82,27.78,16.55,12.6,12.64,9.7,31.2,13.2,47.33,7.33
1382,2012-11-03,15:00,Exeter,33,Worcester,9,Sandy Park,N/A,42,H,Nov,2012,2012-13,25.53,20.79,46.32,22.73,22.83,24.81,27.78,27.71,18.47,18.33,19.37,16.66,16.41,41.2,41.17,44.19,44.44,26.18,24.73,28.73,27.78,16.58,16.17,17.73,9.7,31.2,13.2,47.33,7.33
1383,2013-10-26,15:00,Exeter,40,Worcester,6,Sandy Park,JP Doyle,46,H,Oct,2013,2013-14,25.53,20.79,46.32,24.99,23.78,22.18,27.78,27.71,20.42,18.95,19.22,16.66,16.41,45.42,42.72,41.4,44.44,27.73,24.6,19.55,27.78,14.75,13.0,13.91,9.7,31.2,13.2,47.33,7.33
1384,2016-04-02,15:00,Exeter,50,Worcester,12,Sandy Park,Thomas Foley,62,H,Apr,2016,2015-16,25.53,20.79,46.32,26.81,24.56,23.9,27.78,27.71,23.7,19.5,19.54,16.66,16.41,50.51,44.06,43.44,44.44,29.43,27.86,27.67,27.78,17.5,16.31,16.82,9.7,31.2,13.2,47.33,7.33
1385,2016-11-26,16:30,Exeter,57,Worcester,22,Sandy Park,Matthew O’Grady,79,H,Nov,2016,2016-17,25.53,20.79,46.32,22.73,24.56,26.22,27.78,27.71,18.47,19.5,21.22,16.66,16.41,41.2,44.06,47.44,44.44,26.18,27.86,30.58,27.78,16.58,16.31,18.18,9.7,31.2,13.2,47.33,7.33
1386,2018-02-10,14:00,Exeter,5,Worcester,6,Sandy Park,Andrew Jackson,11,A,Feb,2018,2017-18,25.53,20.79,46.32,24.06,26.3,26.46,27.78,27.71,19.15,22.3,22.11,16.66,16.41,43.21,48.6,48.57,44.44,25.19,28.58,30.08,27.78,14.65,17.73,19.64,9.7,31.2,13.2,47.33,7.33
1387,2018-09-29,15:00,Exeter,28,Worcester,11,Sandy Park,Ian Tempest,39,H,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,27.78,27.71,22.25,22.3,21.13,16.66,16.41,49.28,48.6,47.97,44.44,27.91,28.58,29.77,27.78,18.94,17.73,18.91,9.7,31.2,13.2,47.33,7.33
1388,2020-08-30,15:00,Exeter,59,Worcester,7,Sandy Park,Adam Leal,66,H,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,27.78,27.71,21.72,21.69,20.47,16.66,16.41,45.88,48.65,46.87,44.44,42.5,36.31,32.08,27.78,12.0,13.89,14.0,9.7,31.2,13.2,47.33,7.33
1389,2021-05-08,15:00,Exeter,41,Worcester,10,Sandy Park,Anthony Woodthorpe,51,H,May,2021,2020-21,25.53,20.79,46.32,29.94,27.48,26.85,27.78,27.71,22.83,23.14,22.77,16.66,16.41,52.77,50.62,49.62,44.44,34.85,29.29,33.62,27.78,17.0,17.4,16.55,9.7,31.2,13.2,47.33,7.33
1390,2021-10-09,15:00,Exeter,42,Worcester,5,Sandy Park,Tom Foley,47,H,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,27.78,27.71,20.42,23.14,23.63,16.66,16.41,45.42,50.62,51.46,44.44,27.73,29.29,26.08,27.78,14.75,17.4,15.73,9.7,31.2,13.2,47.33,7.33
1391,2012-05-05,14:00,Northampton,42,Worcester,14,Franklin's Gardens,Greg Garner,56,H,May,2012,2011-12,25.53,20.79,46.32,29.94,22.83,22.71,27.68,27.65,22.83,18.33,18.7,20.67,16.41,52.77,41.17,41.41,48.35,33.36,24.18,28.27,27.68,17.0,16.17,12.64,16.1,32.4,13.2,43.33,12.0
1392,2012-09-22,15:00,Northampton,37,Worcester,31,Franklin's Gardens,N/A,68,H,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,27.68,27.65,22.25,18.33,19.37,20.67,16.41,49.28,41.17,44.19,48.35,26.75,24.18,23.09,27.68,18.94,16.17,17.73,16.1,32.4,13.2,43.33,12.0
1393,2014-02-15,15:00,Northampton,30,Worcester,14,Franklin's Gardens,Wayne Barnes,44,H,Feb,2014,2013-14,25.53,20.79,46.32,24.06,25.03,22.18,27.68,27.65,19.15,20.78,19.22,20.67,16.41,43.21,45.81,41.4,48.35,25.16,33.92,34.33,27.68,14.65,16.67,13.91,16.1,32.4,13.2,43.33,12.0
1394,2016-02-27,14:45,Northampton,38,Worcester,18,Franklin's Gardens,Matthew Carley,56,H,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,27.68,27.65,19.15,19.5,19.54,20.67,16.41,43.21,44.06,43.44,48.35,25.16,21.29,22.64,27.68,14.65,16.31,16.82,16.1,32.4,13.2,43.33,12.0
1395,2017-02-25,15:00,Northampton,24,Worcester,14,Franklin's Gardens,Craig Maxwell-Keys,38,H,Feb,2017,2016-17,25.53,20.79,46.32,24.06,27.61,26.22,27.68,27.65,19.15,21.88,21.22,20.67,16.41,43.21,49.49,47.44,48.35,25.16,24.55,22.36,27.68,14.65,22.09,18.18,16.1,32.4,13.2,43.33,12.0
1396,2018-05-05,16:00,Northampton,32,Worcester,24,Franklin's Gardens,Luke Pearce,56,H,May,2018,2017-18,25.53,20.79,46.32,29.94,26.3,26.46,27.68,27.65,22.83,22.3,22.11,20.67,16.41,52.77,48.6,48.57,48.35,33.36,24.09,23.0,27.68,17.0,17.73,19.64,16.1,32.4,13.2,43.33,12.0
1397,2019-05-04,15:00,Northampton,38,Worcester,10,Franklin's Gardens,Christophe Ridley,48,H,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,27.68,27.65,22.83,20.14,21.13,20.67,16.41,52.77,45.52,47.97,48.35,33.36,36.78,30.45,27.68,17.0,16.25,18.91,16.1,32.4,13.2,43.33,12.0
1398,2019-10-26,14:00,Northampton,35,Worcester,16,Franklin's Gardens,Jack Makepeace,51,H,Oct,2019,2019-20,25.53,20.79,46.32,24.99,25.38,26.4,27.68,27.65,20.42,20.14,20.47,20.67,16.41,45.42,45.52,46.87,48.35,32.76,36.78,22.91,27.68,14.75,16.25,14.0,16.1,32.4,13.2,43.33,12.0
1399,2020-12-26,16:30,Northampton,29,Worcester,10,Franklin's Gardens,Christophe Ridley,39,H,Dec,2020,2020-21,25.53,20.79,46.32,24.03,26.97,26.85,27.68,27.65,19.75,21.69,22.77,20.67,16.41,43.78,48.65,49.62,48.35,25.33,18.44,25.0,27.68,16.55,13.89,16.55,16.1,32.4,13.2,43.33,12.0
1400,2021-10-22,19:45,Northampton,66,Worcester,10,Franklin's Gardens,Ian Tempest,76,H,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,27.68,27.65,20.42,23.14,23.63,20.67,16.41,45.42,50.62,51.46,48.35,32.76,29.67,34.17,27.68,14.75,17.4,15.73,16.1,32.4,13.2,43.33,12.0
1401,2011-11-04,19:45,Newcastle,16,Worcester,16,Kingston Park,Wayne Barnes,32,D,Nov,2011,2011-12,25.53,20.79,46.32,22.73,23.01,22.71,18.95,18.92,18.47,18.59,18.7,22.32,16.41,41.2,41.59,41.41,41.27,14.92,18.38,15.36,18.95,16.58,12.6,12.64,14.25,21.8,13.2,21.67,14.67
1402,2014-03-30,15:00,Newcastle,12,Worcester,17,Kingston Park,Tim Wigglesworth,29,A,Mar,2014,2013-14,25.53,20.79,46.32,25.91,25.03,22.18,18.95,18.92,20.79,20.78,19.22,22.32,16.41,46.7,45.81,41.4,41.27,19.27,16.5,12.27,18.95,17.93,16.67,13.91,14.25,21.8,13.2,21.67,14.67
1403,2016-03-04,19:45,Newcastle,14,Worcester,15,Kingston Park,Wayne Barnes,29,A,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,18.95,18.92,20.79,19.5,19.54,22.32,16.41,46.7,44.06,43.44,41.27,19.27,21.21,17.45,18.95,17.93,16.31,16.82,14.25,21.8,13.2,21.67,14.67
1404,2017-04-28,20:00,Newcastle,16,Worcester,14,Kingston Park,Greg Garner,30,H,Apr,2017,2016-17,25.53,20.79,46.32,26.81,27.61,26.22,18.95,18.92,23.7,21.88,21.22,22.32,16.41,50.51,49.49,47.44,41.27,17.2,21.0,24.27,18.95,17.5,22.09,18.18,14.25,21.8,13.2,21.67,14.67
1405,2017-09-01,19:45,Newcastle,35,Worcester,8,Kingston Park,Wayne Barnes,43,H,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,18.95,18.92,22.25,21.88,22.11,22.32,16.41,49.28,49.49,48.57,41.27,19.16,21.0,21.91,18.95,18.94,22.09,19.64,14.25,21.8,13.2,21.67,14.67
1406,2019-03-03,15:00,Newcastle,17,Worcester,6,Kingston Park,Wayne Barnes,23,H,Mar,2019,2018-19,25.53,20.79,46.32,25.91,25.38,26.84,18.95,18.92,20.79,20.14,21.13,22.32,16.41,46.7,45.52,47.97,41.27,19.27,17.83,18.18,18.95,17.93,16.25,18.91,14.25,21.8,13.2,21.67,14.67
1407,2021-06-05,15:00,Newcastle,24,Worcester,14,Kingston Park,Luke Pearce,38,H,Jun,2021,2020-21,25.53,20.79,46.32,35.62,27.48,26.85,18.95,18.92,24.0,23.14,22.77,22.32,16.41,59.62,50.62,49.62,41.27,24.0,21.46,21.9,18.95,14.0,17.4,16.55,14.25,21.8,13.2,21.67,14.67
1408,2021-11-27,18:00,Newcastle,24,Worcester,24,Kingston Park,Wayne Barnes,48,D,Nov,2021,2021-22,25.53,20.79,46.32,22.73,27.48,27.83,18.95,18.92,18.47,23.14,23.63,22.32,16.41,41.2,50.62,51.46,41.27,14.92,21.46,16.73,18.95,16.58,17.4,15.73,14.25,21.8,13.2,21.67,14.67
1409,2012-02-18,17:30,Harlequins,16,Worcester,14,Twickenham Stoop,N/A,30,H,Feb,2012,2011-12,25.53,20.79,46.32,24.06,22.83,22.71,25.92,26.66,19.15,18.33,18.7,21.85,16.41,43.21,41.17,41.41,47.76,23.43,26.92,28.15,26.45,14.65,16.17,12.64,24.55,25.6,13.2,33.0,24.67
1410,2012-11-30,19:45,Harlequins,22,Worcester,19,Twickenham Stoop,N/A,41,H,Nov,2012,2012-13,25.53,20.79,46.32,22.73,22.83,24.81,25.92,26.66,18.47,18.33,19.37,21.85,16.41,41.2,41.17,44.19,47.76,22.93,26.92,24.64,26.45,16.58,16.17,17.73,24.55,25.6,13.2,33.0,24.67
1411,2014-03-01,15:00,Harlequins,21,Worcester,20,Twickenham Stoop,Wayne Barnes,41,H,Mar,2014,2013-14,25.53,20.79,46.32,25.91,25.03,22.18,25.92,26.66,20.79,20.78,19.22,21.85,16.41,46.7,45.81,41.4,47.76,28.79,20.5,18.82,26.45,17.93,16.67,13.91,24.55,25.6,13.2,33.0,24.67
1412,2016-03-19,15:00,Harlequins,15,Worcester,21,Twickenham Stoop,Craig Maxwell-Keys,36,A,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,25.92,26.66,20.79,19.5,19.54,21.85,16.41,46.7,44.06,43.44,47.76,28.79,26.15,28.73,26.45,17.93,16.31,16.82,24.55,25.6,13.2,33.0,24.67
1413,2016-10-29,15:00,Harlequins,36,Worcester,14,Twickenham Stoop,Luke Pearce,50,H,Oct,2016,2016-17,25.53,20.79,46.32,24.99,24.56,26.22,25.92,26.66,20.42,19.5,21.22,21.85,16.41,45.42,44.06,47.44,47.76,29.68,26.15,27.36,26.45,14.75,16.31,18.18,24.55,25.6,13.2,33.0,24.67
1414,2017-10-28,15:00,Harlequins,41,Worcester,35,Twickenham Stoop,JP Doyle,76,H,Oct,2017,2017-18,25.53,20.79,46.32,24.99,27.61,26.46,25.92,26.66,20.42,21.88,22.11,21.85,16.41,45.42,49.49,48.57,47.76,29.68,33.36,25.73,26.45,14.75,22.09,19.64,24.55,25.6,13.2,33.0,24.67
1415,2019-02-16,15:00,Harlequins,47,Worcester,33,Twickenham Stoop,Luke Pearce,80,H,Feb,2019,2018-19,25.53,20.79,46.32,24.06,25.38,26.84,25.92,26.66,19.15,20.14,21.13,21.85,16.41,43.21,45.52,47.97,47.76,23.43,24.56,27.55,26.45,14.65,16.25,18.91,24.55,25.6,13.2,33.0,24.67
1416,2019-11-09,15:00,Harlequins,14,Worcester,19,Twickenham Stoop,Matthew Carley,33,A,Nov,2019,2019-20,25.53,20.79,46.32,22.73,25.38,26.4,25.92,26.66,18.47,20.14,20.47,21.85,16.41,41.2,45.52,46.87,47.76,22.93,24.56,25.0,26.45,16.58,16.25,14.0,24.55,25.6,13.2,33.0,24.67
1417,2021-04-17,17:00,Harlequins,50,Worcester,26,Twickenham Stoop,Craig Maxwell-Keys,76,H,Apr,2021,2020-21,25.53,20.79,46.32,26.81,27.48,26.85,25.92,26.66,23.7,23.14,22.77,21.85,16.41,50.51,50.62,49.62,47.76,27.62,38.67,36.55,26.45,17.5,17.4,16.55,24.55,25.6,13.2,33.0,24.67
1418,2021-09-25,15:00,Harlequins,35,Worcester,29,Twickenham Stoop,Sara Cox,64,H,Sep,2021,2021-22,25.53,20.79,46.32,27.03,27.48,27.83,25.92,26.66,22.25,23.14,23.63,21.85,16.41,49.28,50.62,51.46,47.76,26.19,38.67,27.92,26.45,18.94,17.4,15.73,24.55,25.6,13.2,33.0,24.67
1419,2012-03-03,14:15,Bath,36,Worcester,17,Recreation Ground,Greg Garner,53,H,Mar,2012,2011-12,25.53,20.79,46.32,25.91,22.83,22.71,23.49,24.21,20.79,18.33,18.7,21.09,16.41,46.7,41.17,41.41,44.58,21.39,20.75,21.0,23.49,17.93,16.17,12.64,17.29,21.4,13.2,36.33,18.67
1420,2013-02-09,14:15,Bath,32,Worcester,9,The Recreation Ground,Wayne Barnes,41,H,Feb,2013,2012-13,25.53,20.79,46.32,24.06,23.78,24.81,25.84,24.21,19.15,18.95,19.37,17.8,16.41,43.21,42.72,44.19,43.64,23.9,28.0,26.27,25.84,14.65,13.0,17.73,14.33,21.4,13.2,36.33,18.67
1421,2014-04-19,15:00,Bath,32,Worcester,20,The Recreation Ground,Matthew Carley,52,H,Apr,2014,2013-14,25.53,20.79,46.32,26.81,25.03,22.18,25.84,24.21,23.7,20.78,19.22,17.8,16.41,50.51,45.81,41.4,43.64,26.71,27.17,21.64,25.84,17.5,16.67,13.91,14.33,21.4,13.2,36.33,18.67
1422,2015-12-27,14:30,Bath,21,Worcester,14,The Recreation Ground,Thomas Foley,35,H,Dec,2015,2015-16,25.53,20.79,46.32,24.03,25.84,23.9,25.84,24.21,19.75,20.54,19.54,17.8,16.41,43.78,46.38,43.44,43.64,15.71,27.18,21.27,25.84,16.55,16.75,16.82,14.33,21.4,13.2,36.33,18.67
1423,2016-09-17,15:00,Bath,37,Worcester,22,Recreation Ground,Craig Maxwell-Keys,59,H,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,23.49,24.21,22.25,19.5,21.22,21.09,16.41,49.28,44.06,47.44,44.58,30.64,24.69,26.73,23.49,18.94,16.31,18.18,17.29,21.4,13.2,36.33,18.67
1424,2017-10-07,15:00,Bath,29,Worcester,13,Recreation Ground,Luke Pearce,42,H,Oct,2017,2017-18,25.53,20.79,46.32,24.99,27.61,26.46,23.49,24.21,20.42,21.88,22.11,21.09,16.41,45.42,49.49,48.57,44.58,20.62,27.73,31.09,23.49,14.75,22.09,19.64,17.29,21.4,13.2,36.33,18.67
1425,2018-11-17,12:45,Bath,28,Worcester,13,Recreation Ground,Christophe Ridley,41,H,Nov,2018,2018-19,25.53,20.79,46.32,22.73,26.3,26.84,23.49,24.21,18.47,22.3,21.13,21.09,16.41,41.2,48.6,47.97,44.58,19.0,26.82,23.82,23.49,16.58,17.73,18.91,17.29,21.4,13.2,36.33,18.67
1426,2020-09-09,19:45,Bath,40,Worcester,15,Recreation Ground,Andrew Jackson,55,H,Sep,2020,2019-20,25.53,20.79,46.32,27.03,26.97,26.4,23.49,24.21,22.25,21.69,20.47,21.09,16.41,49.28,48.65,46.87,44.58,30.64,23.12,21.45,23.49,18.94,13.89,14.0,17.29,21.4,13.2,36.33,18.67
1427,2021-03-20,14:00,Bath,47,Worcester,22,Recreation Ground,Adam Leal,69,H,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,23.49,24.21,20.79,23.14,22.77,21.09,16.41,46.7,50.62,49.62,44.58,21.39,22.29,24.1,23.49,17.93,17.4,16.55,17.29,21.4,13.2,36.33,18.67
1428,2022-01-09,15:00,Bath,22,Worcester,19,Recreation Ground,Craig Maxwell-Keys,41,H,Jan,2022,2021-22,25.53,20.79,46.32,23.57,28.22,27.83,23.49,24.21,19.12,24.39,23.63,21.09,16.41,42.69,52.61,51.46,44.58,26.43,23.15,21.42,23.49,13.29,14.17,15.73,17.29,21.4,13.2,36.33,18.67
1429,2012-03-30,19:45,Leicester,43,Worcester,13,Welford Road,Wayne Barnes,56,H,Mar,2012,2011-12,25.53,20.79,46.32,25.91,22.83,22.71,26.99,26.91,20.79,18.33,18.7,19.49,16.41,46.7,41.17,41.41,46.47,28.93,26.38,28.75,26.99,17.93,16.17,12.64,20.7,25.4,13.2,30.33,16.0
1430,2012-09-08,15:00,Leicester,34,Worcester,26,Welford Road,N/A,60,H,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,26.99,26.91,22.25,18.33,19.37,19.49,16.41,49.28,41.17,44.19,46.47,29.83,26.38,27.92,26.99,18.94,16.17,17.73,20.7,25.4,13.2,30.33,16.0
1431,2013-09-08,14:00,Leicester,32,Worcester,15,Welford Road,Luke Pearce,47,H,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,26.99,26.91,22.25,18.95,19.22,19.49,16.41,49.28,42.72,41.4,46.47,29.83,29.85,26.27,26.99,18.94,13.0,13.91,20.7,25.4,13.2,30.33,16.0
1432,2016-04-30,15:00,Leicester,31,Worcester,17,Welford Road,Greg Garner,48,H,Apr,2016,2015-16,25.53,20.79,46.32,26.81,24.56,23.9,26.99,26.91,23.7,19.5,19.54,19.49,16.41,50.51,44.06,43.44,46.47,31.14,27.67,26.09,26.99,17.5,16.31,16.82,20.7,25.4,13.2,30.33,16.0
1433,2016-10-08,15:00,Leicester,34,Worcester,13,Welford Road,Tim Wigglesworth,47,H,Oct,2016,2016-17,25.53,20.79,46.32,24.99,24.56,26.22,26.99,26.91,20.42,19.5,21.22,19.49,16.41,45.42,44.06,47.44,46.47,20.0,27.67,28.73,26.99,14.75,16.31,18.18,20.7,25.4,13.2,30.33,16.0
1434,2017-11-25,15:00,Leicester,27,Worcester,31,Welford Road,Greg MacDonald,58,A,Nov,2017,2017-18,25.53,20.79,46.32,22.73,27.61,26.46,26.99,26.91,18.47,21.88,22.11,19.49,16.41,41.2,49.49,48.57,46.47,25.44,27.33,23.45,26.99,16.58,22.09,19.64,20.7,25.4,13.2,30.33,16.0
1435,2018-09-23,15:00,Leicester,37,Worcester,44,Welford Road,Luke Pearce,81,A,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,26.99,26.91,22.25,22.3,21.13,19.49,16.41,49.28,48.6,47.97,46.47,29.83,27.4,27.36,26.99,18.94,17.73,18.91,20.7,25.4,13.2,30.33,16.0
1436,2020-02-29,15:00,Leicester,14,Worcester,8,Welford Road,Adam Leal,22,H,Feb,2020,2019-20,25.53,20.79,46.32,24.06,26.97,26.4,26.99,26.91,19.15,21.69,20.47,19.49,16.41,43.21,48.65,46.87,46.47,28.84,22.8,20.45,26.99,14.65,13.89,14.0,20.7,25.4,13.2,30.33,16.0
1437,2021-02-06,15:00,Leicester,41,Worcester,24,Welford Road,Andrew Jackson,65,H,Feb,2021,2020-21,25.53,20.79,46.32,24.06,27.48,26.85,26.99,26.91,19.15,23.14,22.77,19.49,16.41,43.21,50.62,49.62,46.47,28.84,26.86,27.73,26.99,14.65,17.4,16.55,20.7,25.4,13.2,30.33,16.0
1438,2022-02-05,15:00,Leicester,36,Worcester,16,Welford Road,Luke Pearce,52,H,Feb,2022,2021-22,25.53,20.79,46.32,24.06,28.22,27.83,26.99,26.91,19.15,24.39,23.63,19.49,16.41,43.21,52.61,51.46,46.47,28.84,32.25,30.29,26.99,14.65,14.17,15.73,20.7,25.4,13.2,30.33,16.0
1439,2011-09-10,15:00,Gloucester,29,Worcester,8,Kingsholm,N/A,37,H,Sep,2011,2011-12,25.53,20.79,46.32,27.03,23.01,22.71,26.32,26.32,22.25,18.59,18.7,20.47,16.41,49.28,41.59,41.41,46.79,25.19,31.5,25.18,26.32,18.94,12.6,12.64,14.44,30.2,13.2,31.33,11.0
1440,2013-02-22,19:45,Gloucester,29,Worcester,23,Kingsholm,David Rose,52,H,Feb,2013,2012-13,25.53,20.79,46.32,24.06,23.78,24.81,26.32,26.32,19.15,18.95,19.37,20.47,16.41,43.21,42.72,44.19,46.79,26.11,19.45,21.73,26.32,14.65,13.0,17.73,14.44,30.2,13.2,31.33,11.0
1441,2013-12-22,15:00,Gloucester,12,Worcester,6,Kingsholm,JP Doyle,18,H,Dec,2013,2013-14,25.53,20.79,46.32,24.03,23.78,22.18,26.32,26.32,19.75,18.95,19.22,20.47,16.41,43.78,42.72,41.4,46.79,25.87,19.45,21.91,26.32,16.55,13.0,13.91,14.44,30.2,13.2,31.33,11.0
1442,2015-10-31,14:00,Gloucester,24,Worcester,22,Kingsholm,Craig Maxwell-Keys,46,H,Oct,2015,2015-16,25.53,20.79,46.32,24.99,25.84,23.9,26.32,26.32,20.42,20.54,19.54,20.47,16.41,45.42,46.38,43.44,46.79,24.06,30.5,20.73,26.32,14.75,16.75,16.82,14.44,30.2,13.2,31.33,11.0
1443,2017-01-07,15:00,Gloucester,55,Worcester,19,Kingsholm,Wayne Barnes,74,H,Jan,2017,2016-17,25.53,20.79,46.32,23.57,27.61,26.22,26.32,26.32,19.12,21.88,21.22,20.47,16.41,42.69,49.49,47.44,46.79,23.67,28.92,26.91,26.32,13.29,22.09,18.18,14.44,30.2,13.2,31.33,11.0
